patent_id,num_figures,num_sheets
D429349,6,6
D729567,10,4
D835167,8,8
6803348,0,0
9890246,2,1
6644243,13,10
6778584,20,13
RE45575,10,7
4870524,15,8
7839684,10,8
6892349,27,13
D334124,7,2
4505220,5,2
5131273,7,6
11145171,8,8
8728481,24,12
9667197,9,5
7210570,4,4
7770251,28,24
7194134,5,5
9037077,5,3
11430975,7,4
10456670,6,6
6583513,5,5
7953882,15,15
9224971,5,4
8842533,8,7
6093745,6,3
7761742,6,5
6997084,22,5
9093885,7,6
8310486,4,2
11305290,20,9
4015262,4,3
6519568,21,14
6366990,7,7
7447198,12,11
6112494,27,6
8852703,8,4
11399242,8,5
8394683,19,17
10217174,14,9
8770067,17,5
6696669,6,6
5020909,1,1
11235385,11,11
7190526,13,5
8973087,11,8
9770911,10,7
4564871,5,3
5605268,3,3
8358933,2,1
4801107,14,4
6065744,15,4
D681410,6,5
10840759,23,12
D665749,7,4
4094860,2,1
5457720,1,1
7548834,8,5
8185198,15,12
D548635,8,4
6456155,12,10
5998489,2,2
6505389,3,3
8122078,23,12
8827790,10,10
11087171,4,4
11089770,7,7
6642552,34,28
4346530,6,1
9472428,10,7
4014387,6,2
6203511,11,4
D749606,1,1
4960119,1,1
11066980,11,11
8269344,5,5
6014683,9,9
9751577,34,25
D786706,8,3
D559195,22,22
9140197,22,17
7370647,4,3
8821664,1,1
7938138,64,27
9774598,11,9
D950626,7,7
9205975,7,7
8602761,9,5
3987256,39,8
11176649,7,5
10019718,7,7
5208940,7,2
8845637,85,34
8081613,18,18
11402130,61,40
5387836,1,1
D896590,14,14
6925213,7,7
5132627,7,5
4333465,14,10
11439772,9,4
11384470,8,8
6681446,14,3
4211175,9,4
7931864,50,19
10228373,8,8
7498576,9,5
9714709,5,2
6134488,25,16
6866739,11,2
4382467,5,1
6171331,9,9
5289104,2,2
D478260,8,6
D261992,4,1
D932854,7,5
7389625,31,15
9313817,17,13
7104648,48,16
5645241,24,19
7570255,27,25
6296095,12,12
6500404,0,0
8189280,9,5
D407257,6,3
10983582,9,8
7701860,4,4
7360953,8,7
D720561,6,3
4462687,2,2
6186087,3,2
10253642,7,3
4646596,14,6
10487463,3,2
7119596,6,4
10496393,5,5
7506627,3,3
4832979,2,1
7775044,7,6
7744521,11,8
4387513,4,4
6945364,6,2
9504372,69,24
D852110,3,3
4827509,5,3
6771056,13,5
6907273,7,7
9810063,6,6
7572516,7,4
8381462,21,3
9228388,3,3
10235800,12,7
10231853,21,17
10664624,4,3
6721928,20,11
9178720,12,11
9573997,5,4
D436457,8,4
8903724,15,12
4972447,12,10
7042487,10,10
4784443,1,1
7999722,26,12
4580052,7,2
10717796,4,2
D508421,9,4
5336237,11,4
6440043,10,3
4122344,6,2
10926664,30,27
7549500,16,10
8842268,10,10
11125079,10,6
4509397,29,12
11000543,26,21
8293538,15,13
D642370,3,3
9743097,4,4
8575975,8,6
10696318,6,6
9861227,16,16
11043009,6,6
10912884,26,13
11014668,6,5
5299093,3,2
7419275,13,8
5589139,6,4
6022621,9,6
8731637,67,42
7744228,18,7
11261863,17,13
D915329,8,8
6526214,6,6
11267473,15,15
5401077,12,6
4095477,9,2
7493591,100,59
4912614,9,4
9479055,11,11
5548405,4,2
6516298,16,14
5671207,19,10
8181525,15,6
D945307,7,5
11203854,6,6
6324357,14,14
D476047,7,3
7087180,21,7
11277255,11,11
5095313,2,2
6566837,15,12
4991055,9,5
10897983,6,4
9009934,18,11
9174317,13,9
9901398,17,12
5995124,23,9
D626202,5,2
D350300,7,3
7539855,6,5
9807556,10,10
D866733,7,4
4673165,3,1
9059680,11,10
7470209,3,2
8543978,1,1
10952214,16,8
6471802,10,9
D270040,1,1
10281948,8,5
5447306,4,2
5535067,8,5
6774955,6,4
D951316,7,4
6637463,8,6
D699959,7,7
D869833,8,7
10968370,18,7
6958539,23,9
6810447,9,7
10157872,24,13
10794381,5,5
8517798,7,4
D921354,6,6
7466808,4,4
8089211,22,10
11227495,14,14
6130819,7,4
10826641,54,23
11211911,6,6
9774254,16,16
7383192,9,5
6170533,6,4
6656406,27,6
6811874,10,4
4216598,5,1
10227165,11,11
8090574,34,23
D355904,7,4
5359575,21,6
4390060,4,1
7016574,7,3
7787060,4,3
7891001,7,7
9164043,7,6
8398717,43,13
5970500,17,20
7974491,19,11
D786887,1,1
4161834,8,2
D344108,11,9
6797330,4,4
5758619,9,6
8089531,6,5
10947416,12,10
9374420,16,15
6938298,6,3
6088087,2,2
10208320,25,25
8992023,23,14
4221085,7,2
4615132,32,3
10900715,12,6
9899603,47,27
6662842,22,20
7756301,10,7
8850381,14,12
4502737,5,3
10354589,94,41
10421505,7,3
6206589,3,3
5646432,31,13
9845546,17,11
10397734,5,5
5241352,5,3
10254189,7,4
5464780,12,4
6780569,7,5
D413821,12,7
9280141,10,6
5574418,6,6
5576801,11,8
9526985,17,14
10715785,16,12
10643574,14,10
7498691,1,1
3940184,2,1
6508095,15,6
4918657,7,5
10492457,2,2
8157122,4,4
6671156,12,6
9975045,6,6
6805473,11,4
10708028,49,45
4753478,5,1
6397545,21,9
7363841,6,5
6716832,0,0
9707862,18,15
5262957,12,11
8684614,13,10
6849857,16,13
6243999,4,4
4029009,4,3
11397132,9,9
6538068,3,2
11226853,6,6
D636861,7,7
9472059,58,58
11320720,11,9
10897650,11,11
4441340,8,3
10822934,8,6
10495052,3,2
10141197,13,8
7843442,10,7
11057112,8,5
5017202,8,6
10231306,6,3
10055636,7,5
8120366,12,5
4044557,8,3
D402606,5,3
9898068,35,25
5285893,14,6
8289556,10,8
6220751,5,4
10871452,34,14
9461389,12,9
11237120,10,9
5166837,41,5
6519344,18,9
PP33322,2,2
9864446,13,12
5723330,2,2
4224887,2,1
8952472,13,11
D626097,8,4
10491779,22,17
10527907,25,17
7670675,26,14
8681432,16,16
8210267,5,5
10080068,2,2
9598179,5,2
6362188,0,0
D601414,7,7
D663599,7,7
9014974,6,6
4020138,3,1
D795069,8,8
9679921,8,3
6761663,1,1
11086153,11,11
PP7382,11,1
D898217,9,7
4794984,39,10
5193090,13,13
D607138,5,5
10447934,17,6
5807356,4,2
7614215,13,4
D328461,7,4
8822225,8,5
5665590,8,7
D854740,8,7
7272625,43,43
11107951,43,33
10053722,7,7
D532290,8,3
9755440,8,8
7251528,10,10
11345546,10,10
9995671,16,7
4314057,7,7
5490257,6,4
4590567,10,7
9856157,9,9
PP23313,1,1
4161353,2,1
8453365,8,8
6522220,10,5
9817319,9,7
9892900,1,1
7876507,25,9
6715296,1,1
11100312,7,5
D683834,8,6
8510646,11,11
D340982,9,2
6158903,30,17
10739891,8,5
6050095,1,1
8146741,7,7
7522909,4,4
D570675,5,2
5761138,7,7
D856641,7,6
7825618,6,6
8080764,3,2
6256780,15,15
5884653,2,1
8506960,9,9
5026991,10,5
6099612,14,6
6034566,18,12
7151288,29,14
6716547,2,2
9142516,56,29
10089863,19,19
6710436,10,5
4796969,2,1
11350536,13,13
D740589,7,7
D914372,1,1
6462532,7,7
9519200,14,14
8869850,25,12
6448115,17,9
9983202,6,6
8603888,13,10
7949955,5,5
D351297,6,5
10352931,4,4
11052720,6,4
8504283,6,6
10423833,8,8
7948283,2,2
9895825,21,15
11106542,12,11
5002030,10,5
5993412,16,10
9748367,15,15
8728248,10,9
6342518,0,0
5112274,7,1
6387875,25,15
9383379,28,19
7806959,16,15
10473386,8,4
11200516,11,11
4863085,14,6
7406851,21,18
11381742,9,9
10579527,16,15
10812121,42,39
6439200,2,2
9614196,14,14
6444510,8,5
10661809,3,3
10009101,9,6
7353577,15,15
4301725,3,1
10096186,22,18
D544216,3,2
5478167,16,5
10375468,18,8
9902535,18,10
5560554,8,7
10696778,4,2
8925412,30,11
6048024,7,5
D821232,7,7
9735278,3,2
10043794,78,23
6975731,19,13
D256075,5,3
6756789,22,11
10131985,5,5
11291013,11,10
6248626,19,4
6246367,19,15
9315253,8,4
6876980,5,5
4635435,7,2
9227773,16,16
8670978,8,8
5901848,12,6
6047527,4,2
11426624,18,7
9505489,7,7
4346390,40,38
9957681,10,10
11345947,41,15
7577482,3,3
11339751,50,22
9613190,71,71
8248412,20,14
5352849,10,5
9541024,4,4
4190677,7,1
6716554,11,6
7508096,8,7
7746404,7,4
9074900,17,15
7850690,14,6
9554749,15,15
9022239,13,4
8479213,10,10
4649455,14,6
10290402,43,28
6194256,8,4
10771984,5,5
9312929,68,62
10578175,10,10
D493478,14,14
5014013,3,3
8944227,4,4
7523572,36,13
9604676,19,6
10946192,7,5
8978994,18,18
9113104,21,15
6928099,11,10
7236342,3,2
8674208,35,19
8818226,21,15
7260263,6,3
5448504,20,13
4504335,3,2
10109493,10,10
7672140,7,3
D387886,6,3
8778679,2,3
PP24253,2,2
RE40198,14,13
6863612,10,6
5785671,5,2
10436593,6,6
7237071,8,4
5053940,6,5
8994175,25,16
4543559,3,3
11051684,23,20
7387917,25,9
5860485,5,5
9483276,29,24
8240825,128,114
7410840,11,4
6496370,8,3
8063893,9,5
9106665,6,4
10346852,15,15
5802600,3,3
5666785,7,3
9494782,2,2
8883411,29,20
9092761,9,9
6932024,11,10
6154751,7,5
10279875,11,6
6251278,13,11
10985397,7,6
5680012,10,3
D261847,8,4
5076428,5,2
11314209,19,11
8259243,6,4
D770287,15,15
PP15759,2,2
9514570,23,20
4365831,5,2
8322559,3,3
8247774,9,9
10184752,17,15
6697795,7,7
8376236,26,17
9145803,14,6
4224859,2,1
11399717,59,41
6905134,72,47
PP28108,3,3
10634402,8,8
6618938,8,5
9117714,14,7
5377676,10,10
7900374,16,14
11131180,7,7
7426033,5,4
7991526,5,3
6860230,15,6
7951253,2,2
4047342,15,5
8408013,10,9
D455821,9,4
D810741,4,4
11043387,2,2
10539207,9,9
6187464,4,4
D949536,3,3
11281406,14,14
6444803,0,0
D447173,7,2
8995887,7,7
4148687,6,3
10459654,28,28
10878032,17,17
10375596,11,10
4079876,5,1
6848418,3,3
10195388,9,4
6343332,7,7
8888468,15,9
7421173,51,17
8655245,8,8
9093969,14,12
D908438,9,5
10927218,2,2
9004972,19,9
6858362,10,7
11078429,21,15
10718844,5,4
10002454,9,9
7574523,35,25
9480537,5,2
8954956,13,8
10731700,16,8
9878964,3,3
8019390,15,15
11386523,8,4
6063087,4,3
6800628,0,0
6810673,8,6
8131555,44,38
9750654,4,2
8062569,16,15
6952861,14,13
D677212,5,4
7801418,32,26
10423276,11,6
6812067,6,2
5202579,26,14
D482410,7,5
7865467,7,6
D891509,7,4
7148520,10,7
10523575,6,6
3941483,8,5
10065262,56,56
9826917,14,14
D323199,7,3
6803253,12,4
10300290,7,7
6004161,14,6
10121216,21,22
8416060,6,4
7129550,79,28
6438534,5,5
8803420,11,5
5831934,55,29
4420401,2,1
10147948,7,4
10772941,7,4
10970568,4,4
6550703,6,3
7955908,59,59
D535475,6,2
8128056,3,3
10677229,32,15
10161167,9,4
9679837,19,7
5888149,13,3
8780307,133,71
8115658,8,8
4002528,3,1
7427862,35,8
8989515,54,34
9315580,19,17
5387782,2,1
8613772,16,9
D627957,6,4
6107772,30,7
10320859,7,7
10822772,16,10
8140304,7,6
8647945,18,9
9921727,6,4
7926556,10,4
8747470,12,8
4615551,19,6
5385052,4,2
D446811,7,3
4251933,14,4
5892532,26,24
11195150,12,12
9593223,4,3
10520615,3,3
6816449,9,5
8976546,9,5
8317936,4,4
9443115,12,8
6660303,0,0
11231460,15,15
6110513,8,5
4359749,5,2
5724395,4,2
4914677,6,6
8621364,6,4
8870285,11,11
11431019,6,4
7941592,13,9
4609164,39,12
6675859,11,9
7810487,17,11
8160098,3,3
7731822,6,5
6615543,24,12
10196136,16,11
7702467,7,7
D577302,7,2
3941990,2,2
10913133,14,11
D873497,7,7
6429533,13,3
7390625,19,10
10712286,18,10
8118793,3,1
8611710,8,7
8227610,82,66
9921751,61,53
9663722,4,4
D371479,7,4
4917053,6,5
5867879,3,2
5666313,37,11
5481375,82,45
9386229,5,5
10644407,5,5
8658311,5,5
11439663,15,14
11244877,10,7
7661122,4,4
8749576,21,21
7505163,9,9
5535730,7,2
10656182,3,3
8781135,5,5
D330136,6,4
6844893,8,6
6407944,9,8
4717164,19,7
9541327,8,7
D460560,12,4
5220480,8,3
5247497,5,5
D616506,5,5
7391015,10,10
6215491,45,41
5233176,6,3
D900668,4,2
10252020,15,13
10176355,17,13
4919291,3,2
8780806,4,3
8548355,9,9
6048979,6,3
D653549,4,3
11444832,4,4
10036517,22,7
8970107,6,3
7273306,5,4
D399183,6,4
8821115,11,8
5361444,2,2
D836014,14,11
9861549,85,33
8684715,7,7
8542808,8,6
D413096,10,9
11111084,19,17
8335177,12,9
10961378,4,4
10930856,53,32
8036254,9,9
D603516,7,7
10363506,32,32
6012249,5,6
7670273,9,5
9893090,15,8
9627196,20,20
8737448,8,7
D875918,5,5
8630920,13,13
7247541,22,14
9529119,5,5
3963317,10,3
5683119,1,1
D678578,7,3
9141877,4,4
6481744,8,6
10225627,23,23
4141180,9,7
10649488,10,6
5903473,13,9
5625944,10,8
6230389,6,3
10714187,5,5
D665688,10,4
7603579,6,6
5934016,9,5
6471414,12,6
8903106,9,8
7759937,7,3
D432557,7,4
D773153,6,6
5872553,16,6
10767216,89,53
7689728,5,5
10946516,14,14
7904340,16,16
10546578,13,13
4404587,6,4
8462245,4,3
10916354,5,3
7147659,4,3
9887641,13,9
4894584,10,5
6641453,16,10
10970905,6,6
11061963,9,9
10697962,22,29
8619131,14,12
3938106,5,3
D882728,9,7
5935323,4,2
10249997,5,5
11277104,11,11
6618985,7,4
5481306,9,4
5493379,11,7
10882915,45,33
11155960,9,5
8685002,23,18
7190618,9,8
9727092,16,12
9902261,5,3
10137444,23,6
4661770,3,3
4458791,1,1
7180046,9,9
4405495,1,1
11011770,12,10
10188549,4,3
10838354,16,13
11176133,8,8
D851900,4,4
8602754,8,8
9600146,40,39
6662527,11,8
D889305,7,7
9399762,32,27
7339287,12,8
4084898,9,3
10635314,10,7
9729332,22,22
7735092,22,17
D418719,5,5
6263280,5,5
7924432,53,40
8527584,18,18
8959480,9,9
11015970,25,19
7690517,13,6
7672741,15,12
9458210,2,1
4206706,3,1
6731752,5,5
D812301,7,7
9055308,7,7
5237563,65,50
10111647,7,6
7821802,15,10
9072603,48,47
10902989,20,12
6851782,42,34
8950891,11,4
11027542,16,15
10823744,10,8
10219593,69,24
4824755,2,1
7380347,3,3
9396861,12,9
4121286,9,7
6438560,8,3
4939531,16,9
11176702,11,8
9983194,26,26
5788129,3,2
9172688,3,5
7837687,102,86
D868672,8,3
4807371,11,5
11313867,49,24
9948262,8,8
8235432,15,8
5560216,5,4
D621572,11,7
5148066,17,3
8851232,11,8
10694292,5,5
8145397,7,7
6206192,1,1
7936438,10,9
7623605,10,8
4248599,2,2
5497304,4,3
11172551,5,3
6699447,6,7
9983517,3,2
D843685,5,5
7428915,8,4
10046444,18,15
8887422,12,9
9002518,50,26
9967990,10,10
7711004,9,8
8486525,42,17
7087501,16,8
8161030,10,9
10215441,21,14
8719615,13,13
7233785,9,9
9959160,6,6
7313747,7,4
6830721,11,5
10642051,22,14
4063799,7,2
5808393,5,3
11387439,1,1
10265223,17,12
10268116,33,32
8523914,16,11
6141073,15,7
11252429,10,10
8091632,13,7
11212274,7,7
5006760,2,1
D960522,8,8
7455874,5,3
5599764,6,3
9258236,8,8
5577796,7,4
8233194,3,1
10460145,10,4
D642341,7,5
7640065,16,12
9173209,19,19
10924123,6,5
9701668,5,5
4284061,3,3
10161888,36,27
11298477,33,21
4283924,1,1
8257217,4,4
4565945,6,2
9151311,11,6
4617179,1,1
9741591,50,35
11137168,2,2
4054485,3,1
4418724,12,3
10385613,13,5
10321544,7,7
6052280,13,8
6272206,6,2
5493070,7,4
4328227,1,2
9172597,3,3
9152617,32,31
9061661,2,1
D845362,7,4
D699469,9,8
6311039,15,13
7069237,10,10
4665406,21,10
5733464,3,3
9006182,15,15
10087908,6,6
6212706,9,7
9358566,13,13
8785315,10,6
7963915,171,55
5604491,5,5
7404980,3,3
7121848,10,4
3979829,7,2
8090139,5,2
3992064,5,4
8649720,26,25
7257526,6,5
5577149,5,3
4497615,10,2
6186127,6,5
11213403,16,7
4795167,3,2
9549653,6,6
11377666,57,165
9851857,9,9
7716503,4,4
8300784,13,13
4525788,39,33
D496909,10,2
10708653,10,9
10945569,9,7
10141829,2,2
6196415,2,1
11241757,11,11
5439985,13,9
9137571,8,7
7582928,42,22
6913284,2,2
6646677,32,28
7678390,27,10
RE43353,6,6
11424325,11,11
9196223,9,9
D353450,7,6
10707728,4,3
7063917,1,1
6511234,5,1
8811351,9,9
8009395,7,4
10743312,12,11
8959336,8,8
5394848,18,13
7221424,36,36
7453896,7,7
9049610,19,16
5649439,9,3
10976390,6,5
8350440,4,4
D252504,2,1
6305214,15,4
9862040,14,9
10553375,14,9
10214684,1,1
10875371,6,6
9046672,43,43
9749047,5,4
10447496,38,26
5694670,4,2
9086736,13,8
8123479,2,2
11441206,5,5
PP30330,2,2
7341849,12,10
4343073,5,1
4710077,5,2
6411260,9,6
9954733,3,3
5566502,13,10
8040924,22,21
D588376,8,3
8520933,7,7
10876401,8,5
4449640,9,2
10873970,12,10
7286027,33,22
8186520,22,17
9814437,6,6
8435077,15,15
5825561,9,6
8346860,5,5
11342406,14,14
11307883,2,1
4071843,7,3
9259177,20,20
8243800,5,3
11393489,9,9
7187336,6,5
4585080,11,4
4380193,2,1
7010603,12,12
4936044,6,2
8007407,5,3
8641483,22,13
9271315,8,8
5363793,22,8
7953453,1,1
9793589,4,4
10168140,7,7
7626930,7,3
11397472,10,7
D954440,8,8
5755157,6,6
6323134,7,7
11139044,14,11
6460058,13,13
8235238,40,32
11182976,2,1
10812535,4,4
6255281,35,7
10812163,11,11
9564942,14,10
11009639,3,1
8043401,2,1
6302612,20,16
10298614,3,3
7546035,8,3
11271017,16,16
5326251,3,2
8618013,16,16
8309564,11,11
4580990,7,1
4503491,4,2
11396444,13,5
10989397,7,4
9068911,11,11
4009739,6,2
4676849,2,2
9145532,7,7
6492510,4,4
9822831,3,3
D484571,4,1
7188315,4,4
9373190,22,14
6719100,16,13
10435915,94,40
6023538,66,40
6571505,12,4
8706210,45,34
6071211,5,5
6193899,13,7
10087750,12,9
4497054,12,12
4442715,10,3
9711917,15,5
6799154,9,9
7921433,2,2
8565397,20,18
7062569,11,4
10581904,13,11
8394260,1,1
5925189,5,2
4947411,5,4
9621629,11,11
7989244,7,3
4001198,7,3
4489651,31,21
9048890,6,4
9503602,8,8
D669808,4,4
7901295,28,7
7827129,6,3
11359606,24,13
7108592,30,16
D261144,6,5
6914326,21,7
5193387,13,13
8042650,3,2
3937437,7,2
4983873,6,3
D300947,5,3
5995395,7,5
4897515,9,3
7303519,21,9
6439885,6,1
7929903,6,6
6749712,2,2
7111632,5,5
8516033,92,27
4392330,13,4
5593297,14,9
9502388,39,22
7445067,9,9
5766570,21,17
9541878,13,13
5532977,10,9
8474111,16,3
D765005,6,6
7493330,7,7
5958625,24,15
10672002,8,8
11191196,13,6
7822282,28,25
11359237,5,4
10449457,7,5
5186168,33,11
7249254,11,11
7909783,8,8
10748982,21,12
4661123,5,4
4866421,9,8
5231997,25,23
10772629,109,62
4209229,5,2
7709055,9,5
11176914,26,26
7254111,7,6
7210872,17,9
6775936,19,6
7852869,7,2
7512046,10,9
6998880,2,2
9306913,10,10
4586502,15,4
8189531,7,6
6129364,16,4
11102602,6,6
11393772,6,3
7953434,32,27
11193524,40,19
10864237,16,14
9648807,4,4
7398284,8,7
5572466,26,14
8490829,7,7
3957179,12,2
8528885,16,6
8769996,7,6
5152128,9,5
4169069,11,11
10525151,2,1
6995839,5,5
8376159,7,7
9497117,38,34
8497583,9,4
8955204,2,1
6767804,13,8
4365836,12,7
5971913,9,6
9859371,10,9
9144601,7,4
8908389,18,17
11177609,12,10
9029156,9,9
10605508,8,8
5847468,44,11
4792082,4,3
D710448,7,4
4144472,1,1
7159618,11,6
11321002,8,6
D648547,6,4
7603858,14,10
11149568,17,9
6808585,4,2
8495114,6,4
6936143,3,3
4915188,10,6
4962292,4,4
10565890,5,4
D899605,7,2
D259676,7,2
4396699,1,1
11220631,14,8
11122130,7,7
7508904,11,8
4865127,16,8
11256841,20,18
4275628,10,4
10149264,5,4
9423383,80,53
10957233,17,15
D258678,5,1
9648011,3,3
5784363,3,2
8203116,17,15
8898689,8,6
6223716,16,14
8120063,7,5
8978131,3,3
RE29696,5,7
9207222,5,4
4825451,3,2
7408523,8,5
10816486,27,17
D495518,7,4
D414595,6,2
8928882,28,14
5936346,23,14
10593725,13,9
10118171,13,9
5679388,4,1
8081064,7,7
5073440,3,2
D715073,7,2
6412941,14,14
5260788,9,7
10121766,9,5
D308684,5,2
10432143,7,6
9783775,19,13
7666276,3,3
8066839,27,9
D835932,4,4
7505485,3,3
10885690,30,15
10517154,9,6
6599116,9,7
8362470,1,1
9104897,8,8
7868826,5,5
10054427,14,14
D418492,8,4
10533654,14,13
4653582,7,3
5999425,6,5
7665142,24,17
11238472,6,6
5580103,8,3
8970896,4,4
8726665,37,31
6418827,18,7
8234438,10,9
11147385,42,27
D451660,4,3
7407088,8,6
5764254,27,15
8159216,9,7
5600777,11,7
8537700,6,6
8250520,10,10
5008161,6,2
8444909,10,3
9147523,11,7
11419183,11,6
D483374,7,5
6965753,10,9
8152232,16,16
8744326,3,3
D944433,8,8
9805340,6,5
10048280,5,5
10229279,34,30
7097889,4,4
7172385,28,25
D955786,7,7
6583436,8,8
8930912,8,8
8264140,4,2
5988539,9,5
5775684,11,11
9518912,4,4
8880313,1,1
8733212,43,30
9257734,15,9
4768270,6,3
10252546,13,12
8011523,15,12
4374426,6,3
8468911,7,4
4722037,2,1
10293441,18,18
7902513,7,7
9046813,6,6
5623097,13,5
8741041,1,1
9647824,9,8
7060913,6,6
4832267,9,6
9716984,5,5
D730423,7,7
10878560,32,14
D270549,4,3
11108413,12,10
5125358,13,11
5969663,42,14
4164079,7,5
4120266,10,6
9164345,8,4
7972073,20,7
5568583,9,5
4642009,3,1
9933545,4,3
7677676,4,2
6435948,23,16
6774921,10,10
9050132,18,9
D465570,2,4
D783778,7,7
8349383,7,7
9547842,7,7
4953416,5,3
6545216,9,8
5672539,12,5
6116054,3,2
6498562,5,5
9217279,7,4
10042116,10,7
10498122,21,18
D531736,6,5
9078580,24,21
7485051,10,10
6649002,33,27
6393294,10,10
4285485,5,1
D948507,14,13
4035686,7,3
9838006,16,13
9399830,7,7
7824561,11,4
7429097,70,42
D776016,7,6
8171171,22,18
5717901,4,4
7751941,33,28
3936866,7,2
8012621,3,2
7155353,13,13
6251768,7,7
10846710,13,8
10846816,12,12
9876257,13,6
6371697,10,7
10876944,11,5
6787590,0,0
7177182,37,27
6000996,10,8
9433490,24,17
10292010,11,10
5762543,14,8
9176751,5,4
5954905,1,1
10256253,7,7
D521967,7,4
10958865,4,4
5971788,6,4
6839671,6,6
4163621,7,3
8062132,10,10
10457045,20,20
9134283,6,4
6534543,0,0
8931263,5,4
11251383,17,8
11088466,12,11
5771874,7,5
8572515,10,10
7440986,4,4
11284121,6,6
7253692,9,6
D613215,7,6
7609909,13,9
6006272,4,3
9025583,43,36
D809475,7,5
7877665,11,7
10869955,7,6
9192708,12,12
7999104,1,1
7663064,39,12
10988603,3,2
7623702,16,9
6557127,3,2
9928729,9,9
4075615,6,1
7066817,9,5
D519456,5,4
D500008,7,4
9866284,13,4
11024893,7,4
7999517,2,2
9527331,23,11
11211673,12,12
7354062,4,2
7954215,23,11
6849528,14,6
8359400,69,58
5195572,12,2
D904677,7,5
10203391,15,7
9930310,20,18
4803316,30,17
10576784,3,3
10527197,14,9
9887004,7,4
5653924,38,16
10884792,7,7
8175465,8,7
D376381,6,3
4773280,8,2
5192389,22,16
6333309,19,18
11166119,2,2
11431156,17,16
6772754,10,6
9798068,23,14
7277415,20,19
5900933,2,2
9463654,12,11
5693421,11,4
7118892,60,46
9078205,13,13
D608457,5,4
4231165,2,2
7991313,17,15
5914282,5,5
7076548,17,17
9122012,14,11
9052405,15,13
8759499,9,9
5553196,77,27
8266916,7,4
7409065,6,5
9534228,28,51
10793970,8,3
10188220,11,8
9346356,39,15
6643765,151,148
5846693,92,22
9914723,13,13
7864118,11,6
6240867,13,10
5486292,1,1
7114238,10,4
6100864,15,15
9910255,15,8
10195809,7,5
6415852,2,2
6099287,7,4
8822829,7,7
11005675,12,12
9004687,11,10
11321788,8,6
9034286,1,1
9641237,14,14
6069662,17,10
8767602,12,11
11050489,5,3
8655750,7,5
4535747,6,1
6399502,13,4
3985233,5,3
10169707,21,21
10053275,26,15
8458647,5,5
9470281,12,10
4546970,18,8
4367023,4,3
8353334,13,7
4097778,15,4
8528511,68,46
9415881,2,1
7200969,8,3
7792469,34,30
6480223,3,2
5869106,11,5
8194398,97,27
6834813,5,4
4307596,5,3
4318949,11,2
9323371,10,9
9011543,68,26
6540495,7,4
6306706,5,5
6341768,6,4
10676303,31,20
4859129,4,1
8076785,15,15
11053308,48,29
7283693,15,6
9077277,4,2
5362261,13,11
8649716,7,7
5720623,5,3
10817428,4,4
10478799,5,4
8113090,9,8
5623134,9,5
10350734,17,12
7789320,10,7
D429262,10,4
9798391,22,19
8773618,10,10
D419210,7,3
6887679,6,4
5638613,4,1
8613883,10,10
10131803,16,10
4657671,12,3
10073900,6,6
6495048,3,3
D633529,8,2
5540306,13,8
7907868,19,19
9348027,21,11
6007367,6,2
10477999,7,5
D327582,6,1
6415464,6,6
8413219,5,5
7912694,23,21
D571973,7,7
8533388,11,11
9479763,15,13
8918529,9,9
D322507,4,1
4260894,4,2
8564443,13,13
4174743,7,2
8046162,13,9
10628480,10,9
10724525,20,20
9046598,11,11
5707053,11,6
D628832,7,7
5856773,8,4
11111180,9,5
5547560,1,1
10913969,18,14
9043442,11,11
9312538,5,5
9753674,16,8
9844992,36,16
9758168,5,5
9091159,26,15
10008659,41,30
9420352,10,8
D632143,7,2
11334843,57,54
4041218,2,1
5271731,4,2
7895557,4,4
D789911,7,7
4884684,7,3
9951898,8,8
9975805,10,6
D400898,6,3
11311533,1,1
8329192,2,2
6726823,81,55
10547156,25,13
9999379,14,13
5400552,5,3
6758134,4,2
9998486,7,7
9521662,5,4
9308907,2,2
4962761,22,7
10473653,4,3
5549175,17,11
D741885,6,6
6418677,37,37
5743224,5,3
9006091,16,16
6538573,4,4
8574779,2,2
10619238,7,6
4078592,7,3
4402253,4,2
4641855,6,3
7623440,124,108
8775656,5,5
10307665,4,4
7225598,6,3
7292757,4,4
10764635,10,10
7537219,4,4
5063020,4,2
8914734,13,13
6876764,7,4
6904785,0,0
D416923,5,1
7957166,25,17
5369737,4,4
4378724,3,1
4662366,4,3
6986762,7,6
4687243,5,4
4779854,2,2
11224574,4,3
7540667,4,4
6483687,4,2
10947264,10,10
D884608,8,8
6305003,19,15
6336919,4,4
10379964,16,16
D562441,4,4
7991390,2,2
4027445,3,1
4856804,12,5
8232930,6,6
7505876,14,8
7595187,6,6
9722612,4,4
4407020,3,3
7758663,13,11
8322595,8,4
11149210,2,2
D372157,5,3
10000942,8,7
4031004,21,6
6549368,5,4
8901838,17,15
10572528,5,5
D801843,6,5
4799633,8,2
5245094,1,1
6031243,9,9
7195504,21,17
7161356,16,10
5211384,19,14
5209588,5,3
4464197,16,6
10513703,8,8
9104077,9,9
9047371,7,7
7903888,48,24
8985914,4,3
6533697,5,3
8188818,4,4
4386501,4,4
8554111,12,8
10535300,9,8
10336452,15,8
10238430,50,14
10306023,9,9
7094154,8,8
4852518,2,1
6866597,5,2
9685857,10,4
10250630,4,3
D806370,8,6
D846463,10,9
8635319,8,6
8620537,21,16
8984937,15,6
6103487,2,2
10124790,4,3
D682362,7,7
6634933,19,7
