patent_id,cpc_sequence,cpc_section,cpc_class,cpc_subclass,cpc_group,cpc_type
7668586,6,A,A61,A61K,A61K49/0056,inventional
9010044,8,E,E04,E04B,E04B1/665,inventional
9526866,1,A,A61,A61B,A61B5/062,inventional
6813831,8,B,B41,B41J,B41J2002/14419,additional
10828816,4,B,B29,B29C,B29C45/73,inventional
4427704,7,A,A23,A23L,A23L29/256,inventional
4842549,0,H,H01,H01R,H01R13/5837,inventional
4969413,0,B,B63,B63B,B63B21/48,inventional
11200344,0,G,G06,G06F,G06F21/36,inventional
10739433,4,A,A61,A61B,A61B5/053,additional
10098165,4,H,H04,H04W,H04W76/38,inventional
6811873,0,D,D04,D04H,D04H3/02,inventional
8744113,1,G,G02,G02C,G02C11/10,inventional
10470304,10,H,H01,H01L,H01L51/0097,additional
10250718,4,H,H04,H04N,H04N21/6581,inventional
10846822,9,G,G06,G06T,G06T2207/10016,additional
8299148,1,D,D01,D01D,D01D5/084,inventional
8304414,18,A,A61,A61P,A61P19/10,inventional
5705821,1,G,G01,G01B,G01B11/20,inventional
8246548,4,A,A61,A61B,A61B5/022,additional
11083517,2,A,A61,A61B,A61B5/062,additional
5285600,1,B,B23,B23Q,B23Q1/70,inventional
6831939,3,C,C21,C21C,C21C5/562,inventional
8471341,4,H,H01,H01L,H01L29/665,additional
4493722,0,C,C03,C03B,C03B9/3825,inventional
10190970,3,G,G01,G01N,G01N21/553,inventional
11075375,9,H,H01,H01M,H01M10/446,inventional
9362253,23,H,H01,H01L,H01L2224/24226,additional
10877878,0,G,G06,G06F,G06F3/041661,inventional
7611847,4,C,C12,C12Q,C12Q2600/112,additional
10698323,5,H,H01,H01L,H01L22/14,inventional
5570193,1,G,G01,G01N,G01N21/534,inventional
9923232,2,C,C01,C01D,C01D15/04,inventional
10851161,29,C,C07,C07K,C07K2317/92,additional
10841083,0,H,H04,H04L,H04L9/0827,inventional
7756101,1,H,H04,H04W,H04W28/26,additional
5982868,16,H,H04,H04Q,H04Q2213/13095,additional
9679961,13,H,H01,H01L,H01L29/0649,inventional
11010988,3,G,G06,G06Q,G06Q20/102,inventional
4812253,8,C,C11,C11D,C11D1/123,additional
10862931,5,H,H04,H04L,H04L51/212,inventional
8459574,0,F,F02,F02M,F02M61/18,inventional
8673046,2,Y,Y02,Y02A,Y02A40/20,additional
7280728,14,C,C03,C03B,C03B2201/36,additional
7944205,3,G,G01,G01R,G01R33/34023,inventional
6148145,0,F,F24,F24H,F24H1/142,inventional
8618240,1,A,A61,A61J,A61J1/00,inventional
9832203,3,H,H04,H04L,H04L63/20,inventional
9186759,0,B,B23,B23P,B23P15/02,inventional
10783277,5,H,H04,H04L,H04L9/0897,inventional
9331640,47,H,H03,H03F,H03F2200/222,additional
6235386,7,B,B32,B32B,B32B2307/7265,additional
10914376,2,F,F16,F16D,F16D25/10,inventional
9207718,7,G,G06,G06F,G06F1/1688,inventional
7708539,5,B,B29,B29C,B29C48/916,inventional
7567372,0,G,G09,G09G,G09G3/3433,inventional
7989049,25,Y,Y10,Y10T,Y10T83/04,additional
6278124,0,H,H01,H01J,H01J37/3174,inventional
10403560,2,G,G06,G06F,G06F1/20,inventional
9854310,8,H,H04,H04N,H04N7/17354,inventional
5020794,1,A,A63,A63B,A63B21/00058,additional
7485954,18,H,H01,H01L,H01L2924/01013,additional
10363826,7,B,B64,B64F,B64F1/007,inventional
5427640,1,Y,Y10,Y10T,Y10T156/1052,additional
10939711,7,A,A41,A41D,A41D2500/20,additional
4619857,0,E,E04,E04C,E04C2/06,inventional
6199403,3,F,F25,F25J,F25J1/0042,inventional
8830985,1,H,H04,H04J,H04J11/0023,inventional
7076349,2,G,G08,G08G,G08G1/054,inventional
11023740,1,G,G06,G06V,G06V40/168,inventional
7664646,4,H,H04,H04L,H04L65/80,inventional
6504640,1,G,G02,G02F,G02F2201/12,additional
7224066,2,H,H01,H01L,H01L23/49575,inventional
5264613,2,C,C07,C07C,C07C69/80,inventional
8691069,4,C,C07,C07C,C07C51/02,inventional
10940629,13,B,B29,B29K,B29K2627/18,additional
6154310,0,G,G02,G02F,G02F1/3137,inventional
11236794,8,F,F16,F16F,F16F1/377,inventional
9989361,2,G,G01,G01F,G01F23/292,inventional
7234795,25,B,B41,B41J,B41J2/16585,additional
6592901,18,A,A61,A61P,A61P11/06,inventional
9999121,3,H,H01,H01L,H01L23/64,inventional
8123981,4,C,C04,C04B,C04B2235/3225,additional
10939287,0,H,H04,H04W,H04W12/033,inventional
9499277,17,Y,Y02,Y02T,Y02T50/40,additional
7770116,1,G,G06,G06F,G06F16/739,inventional
6525384,0,H,H01,H01L,H01L21/28052,inventional
10277519,8,H,H04,H04L,H04L12/66,inventional
8327318,2,G,G06,G06F,G06F8/71,inventional
8942886,1,F,F01,F01D,F01D21/003,inventional
5195281,0,E,E04,E04D,E04D13/0477,inventional
6445277,3,H,H01,H01H,H01H37/761,inventional
6669934,7,A,A01,A01K,A01K2217/05,additional
7493401,0,H,H04,H04M,H04M15/70,inventional
11282791,24,H,H01,H01L,H01L24/92,additional
11105976,2,G,G02,G02B,G02B6/125,inventional
7468252,6,C,C12,C12Q,C12Q1/6804,additional
6918079,1,G,G11,G11B,G11B20/1217,inventional
10631501,1,A,A01,A01H,A01H5/10,inventional
8109299,1,B,B67,B67C,B67C3/2625,inventional
6022743,36,C,C12,C12N,C12N2503/04,additional
10124437,5,B,B23,B23K,B23K20/004,inventional
8901813,0,H,H01,H01L,H01L27/3272,inventional
9756100,8,H,H04,H04N,H04N21/637,inventional
8136155,0,H,H04,H04L,H04L63/104,inventional
9180898,0,B,B62,B62B,B62B3/02,inventional
5737738,6,G,G06,G06F,G06F2201/82,additional
10055042,2,G,G06,G06F,G06F3/0412,inventional
10599653,31,G,G06,G06F,G06F16/254,inventional
9404408,9,Y,Y02,Y02T,Y02T10/12,additional
9878139,44,Y,Y02,Y02A,Y02A90/10,additional
7989595,28,C,C07,C07K,C07K2317/24,additional
9768392,3,H,H01,H01L,H01L51/0072,inventional
7969007,2,H,H01,H01L,H01L23/3185,inventional
11358365,21,B,B29,B29L,B29L2031/7232,additional
9396421,0,G,G06,G06K,G06K19/0614,inventional
9576827,7,H,H01,H01L,H01L24/80,additional
9507839,1,G,G06,G06F,G06F16/10,inventional
9774006,0,H,H01,H01L,H01L51/5268,inventional
6444765,7,C,C08,C08F,C08F4/65912,additional
7209158,4,H,H04,H04N,H04N2201/02439,additional
10999573,7,H,H01,H01L,H01L33/06,inventional
10501258,19,B,B29,B29C,B29C66/71,additional
10089528,8,G,G06,G06V,G06V10/62,additional
5853938,7,C,C01,C01P,C01P2004/50,additional
8543791,1,G,G06,G06F,G06F12/08,inventional
9744883,2,B,B60,B60N,B60N2/6009,inventional
10944466,5,H,H04,H04B,H04B7/024,additional
8414922,6,A,A61,A61K,A61K31/4045,inventional
5874135,0,C,C09,C09K,C09K11/025,inventional
8345390,1,B,B82,B82Y,B82Y25/00,inventional
9294534,4,H,H04,H04N,H04N21/64322,inventional
6259293,4,H,H03,H03L,H03L7/0812,inventional
6646483,3,H,H03,H03L,H03L7/0995,inventional
9670435,0,C,C11,C11D,C11D3/378,inventional
8746985,0,B,B60,B60B,B60B27/0094,inventional
8763254,6,Y,Y10,Y10T,Y10T29/49622,additional
7925229,2,H,H03,H03F,H03F3/72,inventional
7096986,32,B,B62,B62D,B62D24/02,inventional
4957977,6,D,D21,D21H,D21H17/375,inventional
6297381,21,C,C07,C07D,C07D249/08,inventional
4944965,0,B,B29,B29B,B29B9/14,inventional
11116643,6,A,A61,A61F,A61F2002/30405,additional
10932519,0,A,A43,A43B,A43B13/184,inventional
5639887,0,C,C07,C07D,C07D209/48,inventional
9661713,17,H,H02,H02J,H02J13/00,inventional
11241826,23,B,B29,B29C,B29C2035/0838,additional
10875138,1,B,B23,B23Q,B23Q5/263,inventional
5602043,2,H,H01,H01L,H01L37/02,inventional
7503079,0,A,A42,A42B,A42B5/00,inventional
3985026,1,G,G01,G01N,G01N33/386,additional
10795595,101,H,H05,H05K,H05K7/1492,additional
11378303,9,H,H01,H01L,H01L21/027,inventional
10872074,14,G,G06,G06F,G06F16/2358,inventional
9950536,0,B,B41,B41J,B41J2/17506,inventional
3954243,2,F,F25,F25D,F25D23/067,inventional
11238840,10,H,H04,H04R,H04R1/028,inventional
9979805,0,H,H04,H04M,H04M1/0262,inventional
6335542,14,G,G02,G02F,G02F1/13454,additional
10985050,17,H,H01,H01L,H01L2224/05166,additional
9474687,4,A,A61,A61K,A61K47/549,inventional
5499474,2,B,B05,B05C,B05C17/002,inventional
8619763,0,H,H04,H04N,H04N21/4345,inventional
9419128,1,H,H01,H01L,H01L27/088,inventional
8891533,1,H,H04,H04L,H04L12/2852,inventional
11193007,0,C,C08,C08L,C08L23/06,inventional
8202384,40,Y,Y10,Y10T,Y10T156/1049,additional
8264763,4,G,G02,G02B,G02B5/02,inventional
8225842,0,B,B22,B22D,B22D17/32,inventional
4936947,2,C,C30,C30B,C30B15/28,inventional
11308574,8,G,G06,G06N,G06N3/0454,inventional
10385051,5,C,C07,C07D,C07D401/12,inventional
10642089,7,G,G09,G09G,G09G3/36,additional
11308691,3,G,G06,G06T,G06T17/10,inventional
5728193,1,Y,Y02,Y02P,Y02P10/134,additional
10954868,1,F,F01,F01L,F01L1/34,inventional
6937323,0,G,G01,G01N,G01N35/00069,inventional
4546352,5,G,G07,G07D,G07D7/12,inventional
7768016,17,H,H01,H01L,H01L45/1233,additional
9149774,15,C,C02,C02F,C02F2307/02,additional
7667006,3,C,C07,C07K,C07K2317/76,additional
9177878,4,H,H01,H01L,H01L28/20,inventional
11104321,9,B,B60,B60T,B60T2210/12,additional
7316850,7,Y,Y10,Y10T,Y10T428/12917,additional
6587555,4,H,H04,H04M,H04M3/42153,additional
10729156,4,A,A23,A23C,A23C9/1425,inventional
6956041,10,A,A61,A61P,A61P1/04,inventional
5477936,31,B,B60,B60L,B60L2240/425,additional
7373910,3,F,F16,F16J,F16J15/3268,inventional
9850898,2,F,F04,F04C,F04C2/084,inventional
7685788,0,E,E04,E04B,E04B1/2403,inventional
8733528,2,F,F16,F16H,F16H57/0424,inventional
4542774,4,F,F17,F17C,F17C2201/0119,additional
11024786,9,H,H01,H01L,H01L2224/48227,additional
5523212,1,C,C07,C07D,C07D219/02,inventional
6626552,4,G,G02,G02F,G02F1/133618,additional
7028692,49,A,A61,A61M,A61M25/1011,additional
5957869,3,A,A61,A61B,A61B5/6829,additional
11294210,3,G,G02,G02F,G02F1/13458,inventional
6692658,5,C,C09,C09K,C09K2019/0448,additional
7070769,1,A,A61,A61K,A61K8/8152,inventional
6433765,0,G,G09,G09G,G09G3/3648,inventional
9074321,8,C,C08,C08K,C08K7/02,inventional
11207656,8,G,G01,G01N,G01N2015/0088,additional
4055159,0,F,F02,F02M,F02M23/025,inventional
9639557,0,G,G06,G06F,G06F16/29,inventional
6130054,2,Y,Y10,Y10S,Y10S435/97,additional
8367067,15,A,A61,A61K,A61K2039/6068,additional
9897854,7,B,B82,B82Y,B82Y20/00,additional
5933567,1,G,G11,G11B,G11B15/1875,inventional
5496435,0,H,H01,H01L,H01L23/49558,inventional
4356919,0,B,B65,B65D,B65D25/22,inventional
10020289,32,H,H01,H01L,H01L2924/181,additional
10955934,6,G,G06,G06F,G06F3/0231,inventional
7327430,1,G,G02,G02F,G02F1/13452,inventional
5712029,7,Y,Y10,Y10T,Y10T428/26,additional
9974512,6,A,A61,A61B,A61B6/032,additional
11181074,3,F,F02,F02K,F02K1/06,additional
10902349,0,G,G06,G06N,G06N20/00,inventional
9413038,11,H,H01,H01M,H01M50/548,inventional
5745555,1,G,G06,G06Q,G06Q20/341,inventional
9205217,4,A,A61,A61M,A61M16/208,inventional
8017241,18,H,H01,H01L,H01L51/0081,additional
7159996,2,G,G02,G02F,G02F1/133608,additional
4805894,2,B,B65,B65H,B65H31/24,inventional
9285454,1,G,G01,G01S,G01S5/0205,inventional
7558622,24,A,A61,A61B,A61B5/6838,inventional
7709759,10,H,H01,H01L,H01L2924/01029,additional
6887310,1,C,C25,C25D,C25D11/024,inventional
5106171,1,B,B60,B60T,B60T8/17616,inventional
10398427,19,A,A61,A61B,A61B2017/0462,additional
6094047,5,G,G11,G11B,G11B33/10,additional
8047694,1,F,F21,F21S,F21S41/151,inventional
4318758,1,H,H01,H01F,H01F1/14775,inventional
7356370,0,G,G11,G11B,G11B20/10527,inventional
10941758,11,F,F04,F04B,F04B39/123,inventional
10944036,17,H,H01,H01L,H01L2224/2919,additional
8585672,1,A,A61,A61F,A61F13/551,inventional
11273682,3,B,B60,B60G,B60G15/062,inventional
8588797,0,H,H04,H04B,H04B7/024,inventional
10345567,1,G,G02,G02B,G02B21/0056,inventional
10966328,27,B,B32,B32B,B32B2307/748,additional
8843643,8,H,H04,H04L,H04L61/30,inventional
10875871,4,C,C07,C07D,C07D213/57,inventional
10195228,8,A,A61,A61L,A61L2430/02,additional
9495088,7,G,G06,G06F,G06F3/04855,inventional
4291667,0,B,B23,B23D,B23D61/021,inventional
6654951,0,G,G06,G06F,G06F8/433,inventional
10876674,3,C,C23,C23C,C23C4/18,inventional
4615316,1,F,F01,F01P,F01P7/167,inventional
9488648,19,Y,Y10,Y10T,Y10T436/24,additional
6807957,8,Y,Y02,Y02T,Y02T10/12,additional
8778200,1,B,B41,B41J,B41J2/1603,inventional
7549539,11,B,B65,B65D,B65D2501/2435,additional
11095127,1,H,H02,H02J,H02J3/00,inventional
7173923,2,H,H04,H04L,H04L69/08,inventional
4753772,0,F,F16,F16F,F16F1/46,inventional
8822455,0,A,A61,A61P,A61P25/28,inventional
8296550,10,G,G06,G06F,G06F9/3857,inventional
5115072,4,C,C08,C08G,C08G18/2805,inventional
9403532,9,B,B60,B60W,B60W2050/0074,additional
8461611,6,H,H01,H01L,H01L33/06,additional
10295834,5,G,G02,G02F,G02F1/133526,additional
9196876,2,H,H01,H01L,H01L27/323,inventional
10105526,7,A,A61,A61M,A61M2037/0053,additional
8042803,5,B,B65,B65H,B65H2404/63,additional
7295831,7,H,H04,H04W,H04W48/02,additional
4573616,1,B,B22,B22D,B22D41/26,inventional
6469041,0,C,C07,C07D,C07D231/12,inventional
4885008,9,C,C10,C10L,C10L1/2225,additional
4992033,1,F,F01,F01C,F01C1/0215,inventional
5855306,0,A,A63,A63C,A63C17/00,inventional
7791449,0,H,H01,H01C,H01C7/102,inventional
10419855,3,H,H05,H05B,H05B3/30,inventional
5045463,6,C,C07,C07K,C07K2319/02,additional
7138589,1,H,H01,H01H,H01H27/00,additional
9728446,13,H,H01,H01L,H01L21/76877,inventional
7882744,3,G,G01,G01L,G01L19/0636,inventional
7177455,1,A,A61,A61B,A61B6/4233,inventional
10770517,0,G,G06,G06F,G06F3/0412,inventional
9449991,5,H,H01,H01L,H01L29/7869,inventional
11283160,7,H,H04,H04B,H04B1/0057,inventional
8811920,24,H,H03,H03F,H03F2203/21157,additional
8678529,4,A,A47,A47B,A47B2210/0032,additional
9076891,36,H,H01,H01L,H01L2924/0665,additional
8028904,9,G,G07,G07F,G07F17/42,inventional
7746219,1,B,B60,B60D,B60D1/01,inventional
11440622,0,B,B62,B62M,B62M9/1242,inventional
8545975,22,Y,Y10,Y10T,Y10T428/31765,additional
5956250,6,G,G01,G01S,G01S19/47,inventional
6913938,4,G,G05,G05B,G05B19/41865,inventional
9019739,5,G,G11,G11C,G11C7/1039,additional
7093921,5,B,B41,B41J,B41J2/04588,inventional
11432775,2,A,A61,A61B,A61B5/1102,inventional
8238437,2,H,H04,H04N,H04N19/146,inventional
3936284,3,Y,Y10,Y10S,Y10S116/25,additional
9665978,0,G,G06,G06T,G06T17/205,inventional
10858293,12,C,C04,C04B,C04B2235/95,additional
11264992,36,H,H01,H01L,H01L2224/0401,additional
11153921,1,H,H04,H04W,H04W76/15,inventional
11072010,0,B,B21,B21D,B21D3/10,inventional
6717248,17,H,H01,H01L,H01L2224/45124,additional
9274807,9,G,G09,G09G,G09G5/14,inventional
10059078,78,B,B32,B32B,B32B5/024,additional
6807116,0,G,G11,G11C,G11C29/50012,inventional
11132219,0,G,G06,G06F,G06F9/485,inventional
10055030,3,G,G06,G06F,G06F3/0442,inventional
5724328,4,G,G11,G11B,G11B19/20,inventional
8735457,3,C,C08,C08J,C08J11/04,inventional
7894203,11,H,H01,H01L,H01L2224/32225,additional
5698399,1,C,C12,C12Q,C12Q2600/156,additional
9481791,0,C,C08,C08L,C08L83/06,inventional
10541951,7,H,H04,H04L,H04L12/1827,inventional
7297700,42,A,A61,A61P,A61P35/00,inventional
10236122,14,C,C01,C01P,C01P2006/40,additional
9971764,0,G,G06,G06F,G06F40/30,inventional
6689448,4,Y,Y10,Y10T,Y10T428/24058,additional
9447379,3,C,C12,C12N,C12N5/0642,inventional
5784507,7,G,G02,G02B,G02B2006/12195,additional
6448666,6,H,H01,H01L,H01L21/31629,inventional
6663666,11,A,A61,A61F,A61F2250/0098,additional
8613995,51,B,B32,B32B,B32B38/12,additional
5785418,4,F,F21,F21S,F21S45/37,inventional
7077327,19,G,G06,G06K,G06K7/14,inventional
8540667,0,A,A61,A61M,A61M25/1011,inventional
9337390,12,H,H01,H01L,H01L33/24,inventional
9408980,3,A,A61,A61M,A61M5/31511,additional
8381074,5,H,H03,H03M,H03M13/09,additional
9177810,2,H,H01,H01L,H01L21/28518,inventional
9889838,14,F,F02,F02D,F02D2200/101,additional
6838483,18,C,C07,C07D,C07D257/04,inventional
6149652,1,A,A61,A61B,A61B17/7062,inventional
8945990,43,H,H01,H01L,H01L2224/85409,additional
5496429,35,B,B29,B29C,B29C66/9513,additional
10202275,0,B,B81,B81B,B81B7/007,inventional
5951727,1,A,A47,A47H,A47H23/08,inventional
4088639,1,C,C08,C08F,C08F8/10,inventional
8320389,1,H,H04,H04L,H04L45/28,inventional
7776067,6,A,A61,A61B,A61B17/704,inventional
8518311,6,D,D04,D04H,D04H3/03,inventional
10285511,5,A,A47,A47F,A47F5/105,inventional
6032049,1,H,H04,H04B,H04B1/713,inventional
9671715,2,G,G03,G03G,G03G15/04063,additional
8831870,1,G,G08,G08G,G08G1/166,inventional
10301254,18,C,C08,C08F,C08F8/32,inventional
7044623,7,F,F21,F21V,F21V31/00,inventional
10487025,9,B,B01,B01J,B01J29/74,inventional
9034013,1,A,A61,A61B,A61B17/06166,inventional
10534962,3,G,G06,G06T,G06T15/04,inventional
9320967,16,A,A63,A63F,A63F13/822,inventional
8544883,1,B,B60,B60R,B60R21/2338,inventional
9328641,7,F,F01,F01N,F01N2450/02,additional
8685152,2,B,B01,B01D,B01D2259/40096,additional
7337679,0,G,G01,G01D,G01D11/245,inventional
9860376,2,H,H04,H04M,H04M19/04,inventional
6605607,5,A,A61,A61P,A61P25/14,inventional
7406660,3,G,G06,G06F,G06F40/226,inventional
5557809,0,A,A47,A47K,A47K13/16,inventional
4989182,1,G,G11,G11C,G11C8/14,inventional
9937876,6,B,B60,B60S,B60S1/56,inventional
10220082,2,C,C07,C07K,C07K14/4748,inventional
6190549,1,B,B67,B67D,B67D1/0057,inventional
8187549,26,G,G01,G01N,G01N35/00613,additional
7771541,1,H,H01,H01L,H01L23/3128,additional
7541084,39,B,B29,B29K,B29K2023/0641,additional
6826800,7,Y,Y10,Y10T,Y10T16/191,additional
8288362,10,A,A61,A61K,A61K47/38,inventional
9975544,14,B,B60,B60Y,B60Y2300/20,additional
5941967,0,G,G06,G06F,G06F13/364,inventional
9230949,20,H,H01,H01L,H01L24/83,inventional
7218633,4,H,H04,H04L,H04L12/66,inventional
10385427,2,C,C22,C22C,C22C38/00,inventional
4199284,0,B,B23,B23D,B23D77/12,inventional
8022526,8,H,H01,H01L,H01L2224/73253,additional
8141349,6,F,F01,F01N,F01N11/002,additional
10403497,18,H,H01,H01L,H01L29/7802,additional
9993149,4,G,G02,G02B,G02B26/02,inventional
10511031,9,Y,Y02,Y02E,Y02E60/50,additional
8966388,0,G,G06,G06Q,G06Q10/06,inventional
9079782,5,C,C01,C01G,C01G23/043,inventional
11187298,10,F,F16,F16F,F16F9/3214,additional
9437371,14,Y,Y02,Y02E,Y02E60/13,additional
5163741,3,Y,Y10,Y10T,Y10T137/7877,additional
10455692,2,H,H01,H01L,H01L23/552,inventional
9303761,6,A,A01,A01G,A01G23/00,additional
9034727,3,H,H01,H01L,H01L25/0657,inventional
6452754,3,G,G11,G11B,G11B5/4846,additional
9279379,8,F,F02,F02D,F02D2200/1002,additional
5554112,2,A,A61,A61B,A61B2018/00196,additional
9769699,0,H,H04,H04W,H04W28/0278,inventional
10540340,1,G,G06,G06F,G06F16/122,inventional
9352193,4,A,A63,A63B,A63B37/04,inventional
4543663,8,G,G02,G02B,G02B6/3598,additional
10327337,15,H,H05,H05K,H05K2203/1545,additional
8627238,1,G,G03,G03F,G03F1/70,inventional
6713499,9,A,A61,A61P,A61P25/14,inventional
5213068,16,F,F02,F02M,F02M35/116,additional
8658153,34,A,A61,A61P,A61P35/00,inventional
8858904,4,B,B01,B01J,B01J37/0248,inventional
6123092,2,Y,Y10,Y10T,Y10T137/0318,additional
8747178,5,H,H01,H01L,H01L27/3283,additional
8821650,5,D,D01,D01F,D01F9/08,inventional
11334709,6,H,H04,H04L,H04L67/52,inventional
7147899,0,F,F01,F01D,F01D5/288,inventional
4042250,2,Y,Y10,Y10S,Y10S297/04,additional
11430126,9,G,G06,G06T,G06T2207/10088,additional
10037805,4,G,G11,G11C,G11C11/5628,inventional
11107306,1,B,B64,B64C,B64C39/024,inventional
8664997,2,H,H03,H03K,H03K17/145,inventional
8319337,15,H,H01,H01L,H01L2224/1148,additional
10501801,3,A,A61,A61P,A61P37/02,inventional
7880293,10,H,H01,H01L,H01L2224/73253,additional
8184463,0,H,H01,H01L,H01L25/0657,inventional
8367962,1,B,B23,B23K,B23K9/044,inventional
7750367,1,H,H01,H01L,H01L21/02381,inventional
6933158,1,H,H01,H01L,H01L21/26513,inventional
5418402,1,H,H02,H02J,H02J7/1438,inventional
6095861,1,H,H01,H01R,H01R13/6582,inventional
8807956,0,F,F04,F04D,F04D27/004,inventional
11089930,10,A,A47,A47L,A47L9/22,inventional
10564672,5,H,H04,H04M,H04M1/236,inventional
9628448,5,H,H04,H04L,H04L63/0869,inventional
10952348,1,G,G06,G06F,G06F1/1633,inventional
11325106,8,B,B01,B01J,B01J35/0026,inventional
9649373,6,C,C07,C07C,C07C237/44,inventional
7260986,0,G,G01,G01F,G01F1/6842,inventional
4241818,1,F,F16,F16D,F16D27/004,additional
8203305,1,G,G01,G01R,G01R31/367,inventional
9275831,4,G,G01,G01N,G01N1/32,inventional
6792458,1,G,G06,G06Q,G06Q30/06,inventional
6074884,1,G,G01,G01N,G01N33/5434,inventional
7732041,2,Y,Y10,Y10T,Y10T428/24802,additional
4376711,21,C,C10,C10N,C10N2010/10,additional
6922909,0,A,A45,A45D,A45D20/122,inventional
6095396,5,H,H01,H01L,H01L2924/00014,additional
10866932,30,G,G06,G06F,G06F2212/60,additional
10799357,8,A,A61,A61B,A61B2017/0417,additional
8792788,0,H,H04,H04J,H04J14/02,inventional
9446944,5,H,H01,H01L,H01L23/49838,inventional
9721284,1,A,A63,A63F,A63F13/00,inventional
6645276,2,B,B01,B01D,B01D2257/7022,additional
9155166,12,F,F21,F21W,F21W2131/40,additional
5591796,6,C,C08,C08L,C08L2205/03,additional
9955377,3,H,H04,H04W,H04W72/0413,inventional
11010600,4,G,G06,G06N,G06N3/0445,inventional
8183209,27,A,A61,A61P,A61P29/00,inventional
9879875,20,G,G05,G05B,G05B2219/34477,additional
9660606,13,H,H03,H03F,H03F2200/387,additional
10919153,5,Y,Y10,Y10S,Y10S901/49,additional
10508549,0,F,F01,F01D,F01D5/141,inventional
7361665,0,C,C07,C07D,C07D401/04,inventional
9666473,6,H,H01,H01L,H01L27/14689,inventional
5482368,1,B,B01,B01F,B01F35/213,inventional
6189265,18,E,E05,E05Y,E05Y2800/25,additional
9462103,1,H,H04,H04L,H04L51/046,inventional
7713781,4,H,H01,H01L,H01L24/48,additional
7987094,20,G,G11,G11B,G11B20/00115,inventional
10462530,1,G,G10,G10L,G10L15/005,inventional
6767302,1,F,F16,F16H,F16H2007/0806,additional
6176341,2,B,B62,B62D,B62D6/008,inventional
11278268,6,A,A61,A61M,A61M25/0147,inventional
5132840,0,B,B60,B60R,B60R1/0602,inventional
9450535,1,H,H01,H01L,H01L31/02021,inventional
10956735,11,G,G06,G06V,G06V40/165,inventional
6348504,1,A,A61,A61K,A61K31/18,inventional
5974951,2,A,A23,A23L,A23L19/19,inventional
6556763,4,H,H04,H04Q,H04Q1/064,inventional
6501944,0,H,H03,H03J,H03J3/08,inventional
7872385,0,H,H02,H02K,H02K5/225,inventional
8718735,8,A,A61,A61B,A61B5/1455,inventional
9479397,0,H,H04,H04L,H04L41/0886,inventional
4223635,0,A,A01,A01J,A01J5/08,inventional
10330910,4,G,G02,G02B,G02B21/26,inventional
6904248,4,G,G03,G03G,G03G21/1814,inventional
10818581,42,H,H01,H01L,H01L2224/85181,additional
10727228,7,H,H01,H01L,H01L29/0865,inventional
9732281,1,C,C01,C01B,C01B3/34,inventional
9903989,8,C,C23,C23C,C23C28/322,inventional
4921492,4,A,A61,A61M,A61M2202/02,additional
7189660,6,H,H01,H01L,H01L21/3142,inventional
9275831,2,G,G01,G01N,G01N1/08,inventional
6482334,5,H,H01,H01B,H01B1/128,inventional
9929703,2,H,H03,H03F,H03F1/342,inventional
5745915,0,G,G06,G06F,G06F3/061,inventional
8044596,0,H,H05,H05B,H05B45/60,inventional
5401770,6,A,A61,A61K,A61K31/415,inventional
10420249,1,E,E04,E04H,E04H5/00,inventional
11260474,31,C,C04,C04B,C04B2235/6026,additional
10950322,3,G,G09,G09G,G09G2310/0286,additional
8161822,0,F,F03,F03D,F03D1/065,inventional
10050171,7,H,H01,H01L,H01L31/1872,inventional
4776704,3,B,B01,B01F,B01F25/43141,inventional
7430854,7,F,F02,F02D,F02D2041/1423,additional
9979044,3,H,H01,H01G,H01G11/82,inventional
5098751,9,B,B65,B65D,B65D2577/2033,additional
11277438,11,G,G06,G06F,G06F21/55,additional
6839892,0,G,G06,G06F,G06F11/362,inventional
9024446,6,H,H01,H01L,H01L2224/451,additional
9596484,2,H,H04,H04N,H04N19/159,inventional
6988387,0,B,B21,B21B,B21B25/00,inventional
11074382,0,G,G06,G06F,G06F30/3323,inventional
9525559,6,H,H04,H04M,H04M15/65,inventional
9243331,1,B,B05,B05D,B05D1/60,inventional
5537957,2,F,F02,F02B,F02B41/00,inventional
6992905,0,G,G11,G11C,G11C5/145,inventional
7794557,1,B,B82,B82Y,B82Y30/00,inventional
5869027,6,A,A61,A61K,A61K8/88,inventional
9401129,2,G,G06,G06F,G06F3/0386,inventional
10528419,8,G,G11,G11C,G11C29/765,additional
10754893,0,G,G06,G06F,G06F16/787,inventional
8322553,8,B,B65,B65D,B65D2543/00694,additional
11435650,11,G,G08,G08G,G08G5/025,inventional
8695504,1,F,F41,F41H,F41H11/02,inventional
7266149,2,G,G06,G06T,G06T7/0012,inventional
7084711,0,H,H04,H04L,H04L7/0331,inventional
5679539,5,B,B01,B01J,B01J20/265,inventional
9974122,3,H,H05,H05B,H05B33/02,inventional
8184775,1,A,A61,A61B,A61B6/032,inventional
10995714,2,F,F02,F02B,F02B61/045,inventional
4754224,1,H,H03,H03H,H03H11/245,inventional
6827656,1,A,A63,A63B,A63B60/00,inventional
9968654,0,A,A61,A61K,A61K38/2242,inventional
6908897,3,A,A61,A61P,A61P5/48,inventional
9576281,2,G,G06,G06F,G06F1/163,inventional
7018764,6,G,G03,G03G,G03G9/08793,inventional
3930306,21,H,H01,H01L,H01L2924/0103,additional
