patent_id,cpc_sequence,cpc_section,cpc_class,cpc_subclass,cpc_group,cpc_type
7166308,2,A,A61,A61K,A61K31/704,inventional
10805229,8,H,H04,H04N,H04N1/33376,inventional
7427377,14,G,G01,G01N,G01N21/7703,inventional
9767589,3,G,G01,G01C,G01C21/3647,additional
7793581,1,B,B32,B32B,B32B17/10036,inventional
11093611,3,G,G06,G06F,G06F2221/034,additional
8469689,0,B,B29,B29C,B29C45/1756,inventional
9560947,4,A,A47,A47L,A47L2201/04,additional
6386384,6,F,F17,F17C,F17C2205/0115,additional
9526782,9,G,G01,G01N,G01N33/564,inventional
5730969,1,B,B82,B82Y,B82Y5/00,inventional
9440904,6,B,B01,B01J,B01J37/0018,inventional
9833554,6,G,G01,G01L,G01L7/088,inventional
9403193,4,E,E01,E01H,E01H10/007,inventional
7600302,4,Y,Y10,Y10T,Y10T24/45607,additional
8004379,0,H,H01,H01F,H01F3/14,inventional
4214933,11,B,B29,B29C,B29C66/8122,inventional
5451635,7,Y,Y10,Y10T,Y10T428/31855,additional
10653073,2,H,H01,H01L,H01L33/06,inventional
10364931,6,C,C23,C23C,C23C18/1824,inventional
8675317,3,H,H01,H01L,H01L43/10,inventional
11395703,12,A,A61,A61B,A61B2034/731,additional
9289327,21,Y,Y10,Y10T,Y10T156/1057,additional
7863801,0,H,H03,H03H,H03H9/02834,inventional
8375096,13,H,H04,H04L,H04L12/1895,inventional
5302172,3,A,A61,A61K,A61K31/445,inventional
6557277,17,F,F15,F15B,F15B2211/46,additional
4643854,4,B,B29,B29C,B29C49/0042,inventional
7329737,10,A,A61,A61P,A61P25/00,inventional
10022702,3,B,B01,B01J,B01J35/023,inventional
11270973,43,Y,Y10,Y10T,Y10T428/2852,additional
9446937,1,B,B81,B81B,B81B2203/0136,additional
10914105,5,E,E05,E05Y,E05Y2600/626,additional
3943355,0,F,F21,F21V,F21V17/18,inventional
11065560,9,C,C02,C02F,C02F2301/046,additional
6762804,2,G,G02,G02F,G02F1/1337,additional
6569633,4,G,G01,G01N,G01N33/92,inventional
10232968,3,B,B65,B65B,B65B51/14,inventional
10309393,4,F,F02,F02M,F02M59/48,inventional
10760446,7,B,B22,B22F,B22F10/20,additional
7479177,45,C,C10,C10M,C10M2219/086,additional
10886708,1,H,H01,H01T,H01T13/20,inventional
10082794,16,G,G08,G08G,G08G1/0129,additional
10884195,182,H,H05,H05K,H05K7/1487,additional
7022933,2,B,B23,B23K,B23K11/062,inventional
10009884,4,H,H04,H04W,H04W72/0413,inventional
7685481,0,G,G11,G11C,G11C29/56,inventional
7751412,0,H,H04,H04L,H04L12/2872,inventional
5217075,6,E,E21,E21B,E21B47/0175,inventional
4851276,9,Y,Y10,Y10T,Y10T428/257,additional
6984653,4,A,A61,A61P,A61P31/12,inventional
10772736,7,A,A61,A61F,A61F2002/30354,additional
10797390,7,H,H04,H04B,H04B7/18508,additional
8349721,7,H,H01,H01L,H01L23/49894,inventional
11277512,19,H,H04,H04M,H04M2203/308,additional
7199738,3,G,G10,G10K,G10K11/346,inventional
5099193,4,G,G08,G08C,G08C2201/40,additional
11205164,5,G,G06,G06Q,G06Q20/4015,inventional
8617205,2,A,A61,A61B,A61B90/39,additional
10894732,6,C,C02,C02F,C02F2101/16,additional
11247190,26,B,B01,B01J,B01J20/28016,additional
9939817,7,B,B60,B60N,B60N2/4279,inventional
7046425,9,G,G02,G02F,G02F2203/026,additional
11332204,11,B,B62,B62J,B62J50/22,additional
7531508,18,A,A61,A61P,A61P31/10,inventional
9139652,9,C,C07,C07K,C07K2317/54,additional
9511135,12,A,A61,A61K,A61K2039/55566,additional
8158832,2,B,B05,B05D,B05D3/067,inventional
11443719,0,G,G06,G06F,G06F3/0346,inventional
6537407,2,B,B32,B32B,B32B37/0015,inventional
9648433,5,H,H04,H04R,H04R2201/003,additional
5805763,4,H,H04,H04N,H04N7/17354,inventional
10135890,1,H,H04,H04L,H04L43/087,inventional
9620542,1,C,C08,C08L,C08L101/00,inventional
4228581,2,H,H01,H01L,H01L29/0661,inventional
5706809,1,A,A61,A61B,A61B5/02007,inventional
4828347,1,H,H02,H02K,H02K33/00,inventional
10844403,13,C,C12,C12N,C12N15/85,inventional
8719857,2,H,H04,H04N,H04N21/4312,inventional
10246818,12,D,D06,D06N,D06N2201/082,additional
11389969,1,B,B25,B25J,B25J13/089,inventional
9425407,4,H,H01,H01L,H01L51/0074,inventional
7753473,0,B,B41,B41J,B41J2/16511,inventional
10667883,0,A,A61,A61B,A61B90/35,inventional
11153059,0,H,H04,H04L,H04L5/0096,inventional
11444014,12,H,H01,H01L,H01L2924/181,additional
10885587,2,H,H04,H04W,H04W4/021,inventional
10385027,3,A,A61,A61P,A61P3/10,inventional
11326785,5,F,F24,F24H,F24H1/52,inventional
11063010,16,H,H01,H01L,H01L2224/0215,additional
11258024,7,H,H01,H01G,H01G9/2031,additional
11433455,6,B,B32,B32B,B32B15/015,inventional
9571890,2,H,H04,H04N,H04N21/25891,inventional
10951231,6,H,H03,H03M,H03M7/18,inventional
6876077,11,H,H01,H01L,H01L2224/05184,additional
6173376,1,G,G06,G06F,G06F11/1451,inventional
5618367,11,B,B32,B32B,B32B2311/18,additional
7780419,6,F,F05,F05D,F05D2240/303,additional
8804507,6,G,G06,G06F,G06F5/06,additional
9326672,6,A,A61,A61B,A61B1/0661,additional
6074485,2,G,G01,G01Q,G01Q30/02,inventional
10804282,3,H,H01,H01L,H01L27/11529,inventional
10536044,9,H,H02,H02K,H02K2203/09,additional
9406349,11,H,H01,H01L,H01L29/0665,inventional
6924345,11,C,C07,C07C,C07C253/30,inventional
10079223,11,H,H01,H01L,H01L27/156,additional
10830502,6,F,F25,F25B,F25B2313/02541,additional
10445643,8,G,G06,G06Q,G06Q20/0655,inventional
10695861,0,B,B23,B23K,B23K20/127,inventional
10936120,8,G,G06,G06F,G06F2203/04104,additional
7115198,3,C,C07,C07C,C07C2/66,inventional
9545001,4,H,H01,H01H,H01H85/0417,additional
7955573,3,B,B01,B01L,B01L2200/021,additional
5176687,0,A,A61,A61B,A61B17/00234,inventional
7670471,9,B,B01,B01L,B01L2300/0864,additional
6319428,54,C,C07,C07D,C07D277/64,inventional
11006033,1,H,H04,H04N,H04N5/23212,inventional
10212519,3,A,A47,A47C,A47C7/727,inventional
11107030,19,B,B64,B64C,B64C2201/14,additional
5726638,1,B,B60,B60R,B60R16/0315,additional
8717447,15,G,G02,G02B,G02B2027/014,additional
8936522,7,A,A63,A63B,A63B60/10,inventional
7713317,5,H,H01,H01M,H01M8/0668,inventional
11315410,1,G,G08,G08C,G08C23/04,inventional
7474429,5,H,H04,H04L,H04L69/329,inventional
7476557,23,H,H01,H01L,H01L2924/07802,additional
8447348,2,H,H01,H01Q,H01Q21/26,inventional
5462471,0,A,A42,A42B,A42B1/004,inventional
7749931,13,C,C04,C04B,C04B2235/3272,additional
7367060,6,H,H04,H04L,H04L63/10,inventional
5736426,1,H,H01,H01L,H01L23/485,inventional
10345582,21,A,A61,A61B,A61B2090/502,additional
7983721,3,H,H01,H01Q,H01Q9/0407,inventional
4591271,4,G,G01,G01N,G01N21/59,additional
9285588,8,G,G02,G02B,G02B2027/0118,additional
11109912,15,A,A61,A61B,A61B2218/002,additional
10098671,14,A,A61,A61F,A61F2230/0071,additional
6297077,5,B,B29,B29L,B29L2017/006,additional
10559084,5,G,G06,G06T,G06T2207/10016,additional
4258533,0,B,B65,B65B,B65B53/02,inventional
10407512,22,C,C12,C12N,C12N15/62,inventional
6046603,1,H,H03,H03K,H03K19/17752,inventional
8929716,1,G,G11,G11B,G11B27/329,inventional
10168658,1,B,B23,B23K,B23K31/02,inventional
10655990,0,G,G01,G01F,G01F1/662,inventional
9271724,1,A,A61,A61B,A61B17/0482,inventional
11217850,15,B,B60,B60L,B60L50/64,additional
11324363,5,A,A47,A47K,A47K13/04,additional
6905648,3,A,A63,A63B,A63B37/0033,inventional
9524774,4,G,G06,G06F,G06F12/0246,additional
7169779,22,A,A61,A61P,A61P25/28,inventional
9087109,2,G,G06,G06F,G06F3/0482,inventional
9388611,0,E,E05,E05C,E05C9/047,inventional
6746769,14,B,B29,B29C,B29C2949/072,additional
5646864,2,H,H04,H04L,H04L43/00,inventional
11221504,0,G,G02,G02C,G02C13/003,inventional
9262986,3,H,H04,H04N,H04N19/17,inventional
9034692,13,H,H01,H01L,H01L2224/73265,additional
8802871,1,A,A61,A61P,A61P25/28,inventional
10865298,12,C,C08,C08L,C08L2310/00,additional
6589089,5,B,B63,B63B,B63B13/00,additional
10208566,3,E,E21,E21B,E21B34/102,inventional
9637180,0,B,B62,B62D,B62D35/00,inventional
11020569,1,A,A61,A61M,A61M5/158,inventional
7368116,4,A,A61,A61P,A61P35/00,inventional
6708103,2,F,F02,F02D,F02D37/02,inventional
10407595,4,C,C09,C09J,C09J11/08,inventional
10212684,6,H,H04,H04W,H04W88/182,additional
6886587,7,Y,Y10,Y10T,Y10T137/8242,additional
11048740,115,H,H04,H04L,H04L2101/00,additional
6711000,1,H,H01,H01G,H01G9/0003,inventional
8278062,27,G,G01,G01N,G01N2333/91051,additional
11429548,5,G,G06,G06F,G06F3/0665,inventional
10894583,0,B,B63,B63B,B63B32/50,inventional
9260509,2,A,A61,A61P,A61P37/04,inventional
10843962,6,C,C03,C03C,C03C17/3613,inventional
4925142,3,F,F16,F16B,F16B3/005,inventional
7179835,17,C,C07,C07D,C07D409/14,inventional
7054750,2,E,E21,E21B,E21B41/00,inventional
4439327,3,B,B01,B01D,B01D29/605,inventional
6578165,2,G,G01,G01R,G01R31/31858,inventional
6856009,3,H,H01,H01L,H01L24/10,inventional
7625310,10,B,B60,B60W,B60W10/02,inventional
10673638,3,G,G06,G06F,G06F21/57,inventional
9406985,3,C,C01,C01B,C01B32/162,inventional
10397557,2,G,G02,G02B,G02B6/0025,inventional
10354784,8,C,C22,C22C,C22C38/002,inventional
7578758,8,A,A63,A63B,A63B2069/0008,additional
7595062,0,A,A61,A61K,A61K35/38,inventional
6844196,1,G,G01,G01N,G01N21/77,inventional
6737186,2,C,C22,C22C,C22C33/0285,inventional
6220398,2,B,B62,B62L,B62L3/00,inventional
10822124,20,B,B65,B65B,B65B61/28,inventional
10075811,1,G,G01,G01S,G01S5/02,inventional
10487104,8,C,C07,C07H,C07H19/213,inventional
8418589,7,Y,Y10,Y10T,Y10T83/889,additional
7020296,2,H,H04,H04R,H04R25/558,additional
10873253,2,H,H02,H02M,H02M7/53871,inventional
8423626,12,G,G11,G11B,G11B2020/00014,additional
6871755,6,B,B65,B65H,B65H2701/1936,additional
10085841,27,A,A61,A61F,A61F2230/0026,additional
9167871,0,A,A44,A44B,A44B19/42,inventional
6486197,0,C,C07,C07D,C07D493/04,inventional
10668262,5,A,A61,A61B,A61B2017/32113,additional
10369382,2,A,A61,A61N,A61N5/1082,inventional
4693536,0,H,H01,H01R,H01R4/2454,inventional
11436994,0,G,G09,G09G,G09G5/06,inventional
8955196,3,E,E05,E05D,E05D11/0081,additional
6769790,2,H,H05,H05B,H05B47/105,inventional
10728122,7,H,H04,H04L,H04L9/40,additional
8965539,2,G,G05,G05B,G05B2219/32268,additional
7287551,3,F,F16,F16K,F16K31/524,inventional
8333671,14,A,A63,A63B,A63B2220/53,additional
5217154,10,H,H01,H01L,H01L2224/78318,additional
9235719,8,G,G06,G06F,G06F21/79,inventional
9122178,0,G,G03,G03F,G03F1/84,inventional
10626125,35,A,A61,A61P,A61P25/32,inventional
9705784,0,H,H04,H04L,H04L45/16,inventional
10046666,1,B,B60,B60L,B60L50/40,inventional
4267985,3,Y,Y10,Y10T,Y10T225/371,additional
7153146,0,H,H01,H01R,H01R9/0524,inventional
10797465,0,H,H01,H01S,H01S3/137,inventional
8323323,62,B,B29,B29C,B29C66/73161,additional
4722618,4,F,F16,F16F,F16F2236/022,additional
10870319,13,C,C08,C08L,C08L9/02,inventional
4332606,1,B,B07,B07C,B07C5/3412,inventional
10927062,5,C,C02,C02F,C02F1/04,additional
10855405,2,H,H03,H03M,H03M13/6306,inventional
10543704,0,B,B41,B41M,B41M1/34,inventional
10277670,5,H,H04,H04N,H04N19/436,additional
8365768,1,Y,Y10,Y10T,Y10T137/85954,additional
10121061,1,G,G06,G06V,G06V20/53,inventional
10773491,15,B,B32,B32B,B32B27/34,inventional
4485062,3,B,B29,B29C,B29C48/05,additional
10096623,14,H,H01,H01L,H01L27/3262,inventional
7585844,5,A,A61,A61P,A61P29/00,inventional
10439562,5,H,H03,H03F,H03F3/21,inventional
11095599,1,H,H04,H04L,H04L63/08,inventional
8575724,18,H,H01,H01L,H01L2224/97,additional
6408393,6,Y,Y02,Y02D,Y02D10/00,additional
11058152,1,A,A24,A24F,A24F40/40,inventional
11211640,1,H,H01,H01M,H01M4/38,inventional
5916563,4,A,A61,A61K,A61K39/00,additional
10859062,4,F,F05,F05B,F05B2240/313,additional
4668551,2,F,F16,F16L,F16L59/065,inventional
8018844,1,H,H04,H04L,H04L41/06,inventional
9101690,45,C,C07,C07K,C07K2319/60,additional
7771024,2,B,B41,B41J,B41J2/14427,inventional
10519555,4,C,C25,C25B,C25B11/057,inventional
9920320,0,C,C12,C12N,C12N15/113,inventional
11186493,14,B,B82,B82Y,B82Y30/00,additional
9475486,20,B,B60,B60W,B60W2510/244,additional
6680849,1,H,H05,H05K,H05K9/0049,inventional
7741642,2,H,H01,H01L,H01L27/1214,inventional
5893600,5,E,E06,E06B,E06B3/5807,inventional
8647224,3,F,F16,F16H,F16H1/28,inventional
9125023,2,H,H04,H04W,H04W4/16,inventional
11455952,5,G,G09,G09G,G09G2300/0861,additional
5352398,0,B,B29,B29C,B29C33/46,inventional
10629689,55,H,H01,H01L,H01L2924/1203,additional
9159621,4,H,H01,H01L,H01L2221/68377,additional
7872417,12,H,H01,H01L,H01L2224/48257,additional
3974885,0,B,B25,B25D,B25D9/18,inventional
10971357,11,H,H01,H01L,H01L21/02329,inventional
6156697,1,B,B01,B01J,B01J20/20,inventional
10801359,7,Y,Y02,Y02T,Y02T50/60,additional
10485914,15,A,A61,A61M,A61M2205/702,additional
5061023,0,E,E05,E05D,E05D1/04,inventional
6519635,4,H,H04,H04L,H04L69/08,additional
7410884,15,H,H01,H01L,H01L2224/05124,additional
8716165,5,B,B01,B01J,B01J37/0244,inventional
10957613,9,H,H01,H01L,H01L2224/48091,additional
9662134,5,A,A61,A61B,A61B17/1613,inventional
9605363,41,H,H01,H01G,H01G11/36,inventional
4147081,0,A,A21,A21C,A21C15/00,inventional
11390673,11,C,C07,C07K,C07K2317/73,additional
10619230,14,F,F16,F16C,F16C2204/66,additional
8445416,1,C,C08,C08L,C08L63/00,inventional
10322639,5,H,H02,H02J,H02J7/02,inventional
7192607,6,A,A61,A61K,A61K31/522,inventional
9340536,11,C,C07,C07B,C07B2200/07,additional
10865586,0,E,E05,E05B,E05B17/22,inventional
5848819,0,B,B60,B60J,B60J7/1234,inventional
6228846,20,Y,Y02,Y02A,Y02A50/30,additional
5208248,1,C,C07,C07D,C07D413/04,inventional
6531828,1,B,B82,B82Y,B82Y10/00,inventional
5540147,1,B,B41,B41M,B41M1/34,inventional
9356049,12,H,H01,H01L,H01L29/78633,additional
8349921,1,C,C08,C08J,C08J5/18,inventional
9433339,7,A,A61,A61B,A61B1/00119,inventional
10792107,7,A,A61,A61B,A61B34/30,inventional
9202524,25,H,H04,H04N,H04N21/4821,inventional
9228113,6,B,B05,B05D,B05D2201/02,additional
8741784,5,H,H01,H01L,H01L21/28202,inventional
6648007,1,Y,Y10,Y10T,Y10T137/5762,additional
6638388,12,Y,Y10,Y10T,Y10T428/31504,additional
10425997,2,B,B29,B29C,B29C73/10,inventional
8511263,3,F,F02,F02F,F02F7/0073,inventional
9966218,4,H,H01,H01J,H01J37/14,inventional
9505697,11,B,B01,B01J,B01J27/198,inventional
10099986,2,C,C01,C01G,C01G9/04,inventional
6459919,4,F,F24,F24C,F24C7/08,inventional
11159803,9,H,H04,H04N,H04N19/156,additional
4159414,6,H,H05,H05K,H05K2203/125,additional
4154285,0,B,B22,B22D,B22D17/14,inventional
5096782,4,B,B32,B32B,B32B2327/12,additional
8184185,0,H,H04,H04N,H04N5/3575,inventional
5768390,2,H,H04,H04L,H04L2209/125,additional
8611122,7,H,H01,H01L,H01L27/10897,inventional
6547860,28,Y,Y10,Y10S,Y10S55/05,additional
10103105,24,H,H01,H01L,H01L2224/81193,additional
10046517,9,B,B29,B29C,B29C66/71,additional
8347899,0,B,B05,B05B,B05B13/0436,inventional
10345714,2,G,G01,G01J,G01J1/429,inventional
4645565,6,D,D21,D21H,D21H13/46,inventional
10372778,1,G,G06,G06F,G06F3/0488,inventional
5900078,0,C,C22,C22C,C22C19/055,inventional
4126458,1,Y,Y10,Y10T,Y10T428/2991,additional
5627314,13,Y,Y10,Y10S,Y10S73/01,additional
10461014,18,H,H01,H01L,H01L2224/16225,additional
6129773,5,C,C10,C10L,C10L1/1881,additional
9371352,14,C,C07,C07K,C07K16/30,inventional
10702285,22,A,A61,A61B,A61B2017/00331,additional
6600917,0,H,H04,H04W,H04W48/16,inventional
9793420,5,Y,Y10,Y10T,Y10T428/265,additional
10277486,4,H,H04,H04L,H04L63/10,inventional
7534671,0,H,H01,H01L,H01L27/0629,inventional
10775389,6,C,C12,C12Q,C12Q2600/156,additional
10643476,0,G,G01,G01S,G01S5/0247,inventional
8203148,24,H,H01,H01L,H01L27/10879,additional
7074196,2,G,G01,G01N,G01N33/497,inventional
4089367,3,A,A23,A23G,A23G3/0226,inventional
9017412,15,A,A61,A61F,A61F2002/30616,additional
4003675,0,F,F01,F01D,F01D17/162,inventional
8240046,24,F,F05,F05D,F05D2240/303,additional
6270310,2,F,F05,F05D,F05D2260/35,additional
6384861,4,H,H04,H04N,H04N5/775,additional
6928730,3,F,F28,F28F,F28F13/08,inventional
7355653,1,H,H04,H04N,H04N9/642,inventional
10283380,1,B,B08,B08B,B08B1/04,inventional
9038645,6,D,D06,D06P,D06P5/2011,inventional
11420994,13,C,C07,C07H,C07H15/18,inventional
10562488,2,F,F16,F16F,F16F9/06,inventional
10337686,6,F,F21,F21S,F21S41/43,inventional
10489904,3,G,G06,G06K,G06K9/629,inventional
10026174,5,G,G16,G16H,G16H20/40,inventional
10742753,1,G,G06,G06F,G06F16/958,inventional
10738751,9,F,F02,F02M,F02M2025/0845,additional
10558182,4,F,F24,F24F,F24F11/56,additional
10528934,4,G,G06,G06Q,G06Q20/102,inventional
4916451,1,G,G01,G01S,G01S1/024,inventional
7948000,14,H,H01,H01L,H01L2924/16195,additional
11256034,3,G,G02,G02B,G02B6/4206,inventional
6890319,3,A,A61,A61M,A61M5/3286,inventional
11088076,10,H,H01,H01L,H01L24/09,inventional
9373565,11,H,H01,H01L,H01L23/50,inventional
8303681,16,C,C04,C04B,C04B2235/3258,additional
10724162,10,D,D07,D07B,D07B2207/4045,additional
9020399,7,G,G03,G03G,G03G2221/163,additional
4567618,4,A,A63,A63B,A63B2047/046,additional
4689657,6,Y,Y10,Y10S,Y10S438/94,additional
6490627,7,H,H04,H04N,H04N21/2662,inventional
6486405,0,H,H01,H01B,H01B11/005,inventional
8434431,11,F,F02,F02M,F02M69/046,additional
9005108,3,A,A61,A61D,A61D19/027,inventional
10192511,1,G,G09,G09G,G09G3/36,inventional
6275324,1,G,G02,G02B,G02B26/001,inventional
7723276,6,C,C10,C10M,C10M2207/2815,additional
5820489,3,C,C08,C08L,C08L23/10,inventional
7713623,2,C,C08,C08F,C08F2/32,inventional
8810888,1,H,H01,H01L,H01L51/0508,inventional
10743637,9,A,A45,A45D,A45D2040/227,additional
6936673,5,Y,Y02,Y02W,Y02W30/91,additional
6927479,18,H,H01,H01L,H01L2224/48095,additional
8365251,5,A,A63,A63F,A63F2300/532,additional
4172749,11,B,B29,B29C,B29C48/001,additional
9174517,0,E,E05,E05F,E05F15/622,inventional
10941973,7,F,F25,F25D,F25D23/02,inventional
10168986,2,A,A61,A61B,A61B5/74,inventional
11152219,3,H,H01,H01L,H01L21/31105,inventional
3982441,1,G,G01,G01C,G01C19/20,inventional
7176496,1,G,G02,G02F,G02F1/136286,inventional
9580677,2,C,C12,C12N,C12N5/0602,additional
5607935,4,A,A61,A61P,A61P25/16,inventional
6414014,6,A,A61,A61K,A61K31/425,inventional
5554651,33,A,A61,A61K,A61K31/715,inventional
11070911,4,G,G10,G10K,G10K11/17885,inventional
5516044,0,A,A01,A01M,A01M7/006,inventional
9635336,7,H,H04,H04N,H04N19/44,additional
6502943,2,G,G02,G02B,G02B5/0226,inventional
11394439,3,H,H04,H04B,H04B7/024,inventional
7306367,3,G,G01,G01J,G01J2005/0077,additional
5679866,10,A,A01,A01N,A01N37/38,inventional
8998981,4,A,A61,A61B,A61B2090/376,additional
11257220,11,G,G06,G06T,G06T2207/20081,additional
9918189,0,H,H04,H04W,H04W4/021,inventional
10864351,28,A,A61,A61B,A61B2017/2215,additional
11229523,8,A,A61,A61F,A61F2002/30433,additional
10113689,3,F,F16,F16M,F16M11/041,inventional
4545555,2,F,F16,F16M,F16M11/2064,inventional
10953222,1,A,A61,A61B,A61B5/24,inventional
8287327,1,A,A63,A63H,A63H2200/00,additional
6075115,4,C,C08,C08G,C08G63/6886,additional
6620409,1,A,A61,A61K,A61K8/42,inventional
11400182,10,A,A61,A61Q,A61Q19/00,inventional
6548467,4,C,C11,C11D,C11D3/3915,inventional
6816963,0,G,G06,G06F,G06F9/4416,inventional
10378035,6,C,C12,C12N,C12N2310/16,additional
5551729,0,G,G09,G09F,G09F3/0292,inventional
8159927,2,G,G09,G09G,G09G2370/18,additional
10862507,1,H,H03,H03M,H03M7/4093,inventional
8300935,7,A,A63,A63B,A63B2024/0025,additional
9961615,0,H,H04,H04W,H04W48/06,inventional
5713541,2,B,B60,B60L,B60L9/22,inventional
11018391,16,H,H01,H01M,H01M2220/20,additional
9987789,4,B,B29,B29C,B29C49/06,additional
8994456,6,H,H03,H03F,H03F2200/255,additional
10374340,1,A,A61,A61B,A61B5/287,inventional
10870630,5,A,A61,A61K,A61K31/4365,inventional
9644312,1,D,D06,D06N,D06N3/14,inventional
8062912,8,H,H01,H01L,H01L2224/45144,additional
11393369,2,G,G09,G09G,G09G2310/0286,additional
11375173,2,H,H04,H04N,H04N5/23238,inventional
8440571,8,H,H01,H01L,H01L21/0234,inventional
9356583,3,H,H03,H03K,H03K3/356121,inventional
4691360,1,A,A63,A63H,A63H5/00,inventional
4578132,4,D,D06,D06N,D06N2203/02,additional
11174845,2,F,F03,F03D,F03D13/20,inventional
11137719,1,G,G03,G03H,G03H1/2294,inventional
10813148,7,H,H04,H04W,H04W80/02,additional
5429870,6,C,C04,C04B,C04B35/62897,inventional
7660596,0,H,H04,H04Q,H04Q3/0062,inventional
9732813,7,F,F16,F16D,F16D2125/52,additional
9681561,2,H,H02,H02J,H02J4/00,inventional
10870712,11,C,C08,C08F,C08F2420/10,additional
8755631,7,H,H04,H04N,H04N1/0044,inventional
10729502,0,A,A61,A61B,A61B34/25,inventional
6486132,6,A,A61,A61P,A61P37/04,inventional
9389793,0,G,G06,G06F,G06F3/0622,inventional
5004628,1,B,B05,B05C,B05C5/0254,inventional
9029216,6,H,H01,H01L,H01L29/6656,inventional
9916545,4,G,G06,G06Q,G06Q2220/00,additional
5131061,0,H,H04,H04B,H04B10/801,inventional
11450381,4,G,G11,G11C,G11C7/1075,inventional
9958271,3,G,G01,G01C,G01C19/5747,inventional
7027118,0,G,G02,G02F,G02F1/13718,inventional
9506898,2,Y,Y10,Y10T,Y10T436/25625,additional
9903407,0,F,F16,F16B,F16B37/043,inventional
4095187,1,H,H03,H03D,H03D3/241,inventional
4891339,8,C,C01,C01P,C01P2004/64,additional
10824200,33,Y,Y10,Y10T,Y10T428/266,additional
6208948,0,G,G06,G06F,G06F11/2635,inventional
11241317,3,A,A61,A61L,A61L27/10,inventional
8047684,10,G,G02,G02B,G02B15/14,additional
7741541,0,C,C12,C12N,C12N15/8289,inventional
7836364,7,G,G11,G11C,G11C2029/4402,additional
10597769,9,H,H01,H01F,H01F3/04,inventional
8396905,0,G,G06,G06F,G06F11/1453,inventional
6923979,1,B,B05,B05B,B05B5/007,inventional
4691933,3,B,B62,B62B,B62B5/0485,additional
11368794,6,H,H04,H04R,H04R29/004,inventional
8776495,4,F,F01,F01N,F01N2610/03,additional
5871536,6,A,A61,A61F,A61F2002/075,additional
9072352,15,Y,Y10,Y10T,Y10T24/32,additional
7898508,1,G,G09,G09G,G09G3/3216,inventional
8507020,4,B,B65,B65B,B65B31/043,inventional
9831323,2,H,H01,H01L,H01L21/02532,inventional
7938456,1,F,F16,F16L,F16L37/42,inventional
8329263,51,C,C04,C04B,C04B2235/3272,additional
6610673,0,A,A61,A61K,A61K9/2009,inventional
10655148,2,C,C12,C12N,C12N2510/02,additional
8642393,10,H,H01,H01L,H01L25/0657,additional
11167092,4,A,A61,A61M,A61M5/31558,inventional
9911111,0,G,G06,G06Q,G06Q20/20,inventional
5156409,1,A,A63,A63B,A63B2208/12,additional
7390908,7,A,A61,A61P,A61P3/10,inventional
5516444,21,C,C10,C10M,C10M2217/043,additional
5285407,5,G,G09,G09G,G09G2300/0842,additional
7563176,3,A,A63,A63B,A63B60/54,inventional
6747957,5,H,H04,H04L,H04L43/10,inventional
5942456,6,B,B01,B01J,B01J35/04,inventional
11112725,0,G,G03,G03G,G03G15/0863,inventional
6638726,4,G,G01,G01N,G01N33/5044,inventional
8933395,31,B,B03,B03C,B03C5/005,additional
8204379,2,H,H04,H04J,H04J14/0205,additional
9542322,16,H,H04,H04L,H04L67/568,inventional
7059369,2,F,F16,F16L,F16L27/1275,inventional
