patent_id,sequence,disamb_inventor_id_20170808,disamb_inventor_id_20171003,disamb_inventor_id_20171226,disamb_inventor_id_20180528,disamb_inventor_id_20181127,disamb_inventor_id_20190312,disamb_inventor_id_20190820,disamb_inventor_id_20191008,disamb_inventor_id_20191231,disamb_inventor_id_20200331,disamb_inventor_id_20200630,disamb_inventor_id_20200929,disamb_inventor_id_20201229,disamb_inventor_id_20211230,disamb_inventor_id_20220630,disamb_inventor_id_20220929
4663914,0,3938648-1,3938648-1,3938648-1,3938648-1,3938648-1,3938648-1,3938648-1,3938648-1,3938648-1,3938648-1,3938648-1,3938648-1,fl:r_ln:ganz-4,fl:ro_ln:ganz-1,fl:ro_ln:ganz-1,fl:ro_ln:ganz-1
8580503,0,8580503-1,8580503-1,8580503-1,8580503-1,8580503-1,8580503-1,8580503-1,8580503-1,8580503-1,8580503-1,8580503-1,8580503-1,fl:y_ln:goren-4,fl:ya_ln:goren-2,fl:ya_ln:goren-2,fl:ya_ln:goren-2
4579550,0,4579550-1,4579550-1,4579550-1,4579550-1,4579550-1,4579550-1,4579550-1,4579550-1,4579550-1,4579550-1,4579550-1,4579550-1,fl:r_ln:walker-124,fl:ro_ln:walker-79,fl:ro_ln:walker-55,fl:ro_ln:walker-55
9308872,1,3957044-2,4856672-1,8678257-2,8678257-2,8678257-2,8678257-2,8678257-2,8678257-2,8678257-2,8678257-2,8678257-2,8678257-2,fl:j_ln:sullivan-78,fl:jo_ln:sullivan-22,fl:jo_ln:sullivan-12,fl:jo_ln:sullivan-9
10464660,0,,,,,,,,,4693672-1,4693672-1,4693672-1,4693672-1,fl:p_ln:carvalho-1,fl:pa_ln:carvalho-1,fl:pa_ln:carvalho-1,fl:pa_ln:carvalho-1
6295716,1,5455223-3,5455223-3,5455223-3,5455223-3,5455223-3,5455223-3,5455223-3,5455223-3,5455223-3,5455223-3,5455223-3,5455223-3,fl:w_ln:carter-10,fl:wi_ln:carter-7,fl:wi_ln:carter-9,fl:wi_ln:carter-9
D743129,3,4962481-1,7055797-3,8046342-1,8046342-1,8046342-1,D620497-3,D620497-3,D620497-3,D620497-3,D620497-3,D620497-3,D620497-3,fl:j_ln:choi-908,fl:ju_ln:choi-390,fl:ju_ln:choi-260,fl:ju_ln:choi-279
6524051,0,4679268-3,5784238-1,5784238-1,4679268-3,4679268-3,4679268-3,4679268-3,4679268-3,4679268-3,4679268-3,4679268-3,4679268-3,fl:e_ln:nering-2,fl:er_ln:nering-1,fl:er_ln:nering-1,fl:er_ln:nering-1
10494450,1,,,,,,,,,10494450-2,10494450-2,10494450-2,10494450-2,fl:p_ln:pal-4,fl:pa_ln:pal-3,fl:pa_ln:pal-2,fl:pa_ln:pal-2
8731970,1,8510127-2,8510127-2,8510127-2,8510127-2,8510127-2,8510127-2,8510127-2,8510127-2,8510127-2,8510127-2,8510127-2,8510127-2,fl:v_ln:roe-1,fl:vi_ln:roe-1,fl:vi_ln:roe-1,fl:vi_ln:roe-1
10923116,5,,,,,,,,,,,,,,fl:ma_ln:gitchell-1,fl:ma_ln:gitchell-1,fl:ma_ln:gitchell-1
10706426,0,,,,,,,,,,,,,,fl:jo_ln:ward-67,fl:jo_ln:ward-58,fl:jo_ln:ward-59
9458602,1,5303690-1,5303690-1,5303690-1,7004521-1,10024032-2,5303690-1,5303690-1,5303690-1,5303690-1,5303690-1,5303690-1,5303690-1,fl:a_ln:ishii-17,fl:ak_ln:ishii-25,fl:ak_ln:ishii-11,fl:ak_ln:ishii-11
8390941,0,6266195-1,6266195-1,6266195-1,6266195-1,6266195-1,6266195-1,6266195-1,6266195-1,6266195-1,6266195-1,6266195-1,6266195-1,fl:y_ln:shinohara-32,fl:yo_ln:shinohara-15,fl:yo_ln:shinohara-12,fl:yo_ln:shinohara-9
8566037,1,4628468-2,4628468-2,4945494-3,4628468-2,4628468-2,5831609-2,5831609-2,4628468-2,5831609-2,4628468-2,4628468-2,6629082-4,fl:a_ln:katz-13,fl:al_ln:katz-9,fl:al_ln:katz-7,fl:al_ln:katz-5
7489408,1,7327473-2,7327473-2,7489408-2,7327473-2,7327473-2,7327473-2,7327473-2,7327473-2,7327473-2,7327473-2,7327473-2,7327473-2,fl:s_ln:tang-24,fl:sh_ln:tang-70,fl:sh_ln:tang-16,fl:sh_ln:tang-14
10006328,0,,,,,10006328-1,10006328-1,10006328-1,10006328-1,10006328-1,10006328-1,10006328-1,10006328-1,fl:t_ln:oya-25,fl:ta_ln:oya-12,fl:ta_ln:oya-8,fl:ta_ln:oya-5
11002692,1,,,,,,,,,,,,,,fl:ja_ln:hradil-1,fl:ja_ln:hradil-1,fl:ja_ln:hradil-1
7588771,0,4778759-1,4778759-1,4778759-1,4778759-1,10076569-1,4778759-1,4778759-1,4778759-1,4778759-1,4778759-1,4778759-1,4778759-1,fl:a_ln:szalay-1,fl:al_ln:szalay-1,fl:al_ln:szalay-1,fl:al_ln:szalay-1
11243416,0,,,,,,,,,,,,,,fl:th_ln:howell-19,fl:th_ln:howell-9,fl:th_ln:howell-9
10383884,4,,,,,,,5055296-2,5055296-2,5055296-2,5055296-2,5055296-2,5055296-2,fl:s_ln:tanaka-238,fl:s._ln:tanaka-1,fl:s._ln:tanaka-1,fl:s._ln:tanaka-1
5224157,0,4638992-2,4638992-2,4638992-2,4638992-2,10024605-1,4638992-2,4638992-2,4638992-2,4638992-2,4638992-2,4638992-2,4638992-2,fl:h_ln:yamada-98,fl:hi_ln:yamada-144,fl:hi_ln:yamada-73,fl:hi_ln:yamada-66
D855979,0,,,,,,,D854317-1,D854317-1,D854317-1,D854317-1,D854317-1,D854317-1,fl:s_ln:rahardjo-1,fl:sr_ln:rahardjo-1,fl:sr_ln:rahardjo-1,fl:sr_ln:rahardjo-1
11329955,0,,,,,,,,,,,,,,,fl:si_ln:soman-1,fl:si_ln:soman-1
8417410,1,7801695-3,7801695-3,7801695-3,7801695-3,7801695-3,7801695-3,7801695-3,7801695-3,7801695-3,7801695-3,7801695-3,7801695-3,fl:j_ln:goericke-1,fl:ja_ln:goericke-1,fl:ja_ln:goericke-1,fl:ja_ln:goericke-1
9593763,1,8512415-6,9593763-2,9593763-2,9593763-2,9593763-2,9593763-2,9593763-2,9593763-2,9593763-2,9593763-2,9593763-2,9593763-2,fl:a_ln:hofmann-16,fl:an_ln:hofmann-10,fl:an_ln:hofmann-6,fl:an_ln:hofmann-6
10636181,0,,,,,,,,,,,5604741-3,5604741-3,fl:f_ln:lu-40,fl:fa_ln:lu-54,fl:fa_ln:lu-16,fl:fa_ln:lu-16
10543930,1,,,,,,,,,,9557416-3,9557416-3,9557416-3,fl:e_ln:sebastian-1,fl:el_ln:sebastian-1,fl:el_ln:sebastian-1,fl:el_ln:sebastian-1
7547970,0,6191409-1,6191409-1,6191409-1,6191409-1,10057531-3,6191409-1,6191409-1,6191409-1,6191409-1,6191409-1,6191409-1,6191409-1,fl:y_ln:muramatsu-19,fl:yo_ln:muramatsu-11,fl:yo_ln:muramatsu-7,fl:yo_ln:muramatsu-7
8188228,3,6277972-2,6277972-2,6277972-2,6277972-2,6277972-2,6277972-2,6277972-2,6277972-2,6277972-2,6277972-2,6277972-2,6277972-2,fl:r_ln:hubert-1,fl:re_ln:hubert-2,fl:re_ln:hubert-2,fl:re_ln:hubert-2
11331070,5,,,,,,,,,,,,,,,fl:jo_ln:kruecker-1,fl:jo_ln:kruecker-1
8907120,6,3972926-1,3972926-1,3972926-1,3972926-1,3972926-1,3972926-1,3972926-1,3972926-1,3972926-1,3972926-1,3972926-1,3972926-1,fl:g_ln:moore-29,fl:ge_ln:moore-14,fl:ge_ln:moore-14,fl:ge_ln:moore-14
5591522,2,5591522-3,5591522-3,5591522-3,5591522-3,5591522-3,5591522-3,5591522-3,5591522-3,5591522-3,5591522-3,5591522-3,5591522-3,fl:r_ln:asano-5,fl:ry_ln:asano-3,fl:ry_ln:asano-3,fl:ry_ln:asano-3
D473526,1,4602414-4,4602414-4,5682932-1,4602414-4,4602414-4,D270227-2,D270227-2,D270227-2,D270227-2,D270227-2,D270227-2,D473526-2,fl:g_ln:ediger-1,fl:gl_ln:ediger-4,fl:gl_ln:ediger-1,fl:gl_ln:ediger-1
5130701,2,5130701-3,5130701-3,5130701-3,5130701-3,5130701-3,5130701-3,5130701-3,5130701-3,5130701-3,5130701-3,5130701-3,5130701-3,fl:j_ln:saltzman-3,fl:je_ln:saltzman-3,fl:je_ln:saltzman-3,fl:je_ln:saltzman-3
6637491,1,5537923-2,5537923-2,6073422-2,6073422-2,6073422-2,6073422-2,6073422-2,6073422-2,6073422-2,6073422-2,6073422-2,6073422-2,fl:r_ln:phillips-38,fl:ri_ln:phillips-19,fl:ri_ln:phillips-8,fl:ri_ln:phillips-8
5750044,1,5750044-2,5436781-3,5750044-2,5750044-2,5750044-2,5436781-3,5750044-2,5436781-3,5436781-3,5436781-3,5436781-3,5436781-3,fl:t_ln:yamamoto-66,fl:to_ln:yamamoto-114,fl:to_ln:yamamoto-5,fl:to_ln:yamamoto-5
D397862,3,D383513-1,D383513-1,D383513-1,D383513-1,D383513-1,D383513-1,D383513-1,D383513-1,D383513-1,D383513-1,D383513-1,D383513-1,fl:c_ln:ryan-5,fl:cr_ln:ryan-1,fl:cr_ln:ryan-1,fl:cr_ln:ryan-1
6721134,0,4662830-1,4662830-1,4662830-1,4662830-1,4662830-1,4662830-1,4662830-1,4662830-1,4662830-1,4662830-1,4662830-1,4662830-1,fl:k_ln:pottebaum-2,fl:ke_ln:pottebaum-2,fl:ke_ln:pottebaum-2,fl:ke_ln:pottebaum-2
5730456,0,5730456-1,5730456-1,5730456-1,5730456-1,5730456-1,5730456-1,5730456-1,5730456-1,5730456-1,5730456-1,5730456-1,5730456-1,fl:j_ln:bowers-29,fl:jo_ln:bowers-24,fl:jo_ln:bowers-15,fl:jo_ln:bowers-18
10584186,0,,,,,,,,,,6737470-2,6737470-2,6737470-2,fl:y_ln:yan-60,fl:yu_ln:yan-46,fl:yu_ln:yan-14,fl:yu_ln:yan-14
5112775,0,5112775-1,5112775-1,5112775-1,5112775-1,5112775-1,5112775-1,5112775-1,5112775-1,5112775-1,5112775-1,5112775-1,5112775-1,fl:m_ln:iida-25,fl:ma_ln:iida-33,fl:ma_ln:iida-24,fl:ma_ln:iida-18
9674802,0,7046963-1,7046963-1,7046963-1,7046963-1,10003998-3,6859606-2,6836356-3,6836356-3,7046963-1,7046963-1,6836356-3,6859606-2,fl:t_ln:luo-22,fl:ta_ln:luo-34,fl:ta_ln:luo-5,fl:ta_ln:luo-5
10617021,0,,,,,,,,,,,D721740-2,D721740-2,fl:p_ln:olivieri-1,fl:pa_ln:olivieri-1,fl:pa_ln:olivieri-1,fl:pa_ln:olivieri-1
D782514,10,D782514-11,D782514-11,D782514-11,D782514-11,D782514-11,D782514-11,D782514-11,D782514-11,D782514-11,D782514-11,D782514-11,D782514-11,fl:p_ln:charron-2,fl:ph_ln:charron-3,fl:ph_ln:charron-3,fl:ph_ln:charron-3
6439394,2,5485355-1,6439394-3,6439394-3,6439394-3,6439394-3,6439394-3,5485355-1,5485355-1,5485355-1,5485355-1,5485355-1,5485355-1,fl:m_ln:voskoboinik-2,fl:mo_ln:voskoboinik-2,fl:mo_ln:voskoboinik-2,fl:mo_ln:voskoboinik-2
10552371,0,,,,,,,,,,10545913-1,10545913-1,10545913-1,fl:z_ln:liao-68,fl:ze_ln:liao-1,fl:ze_ln:liao-4,fl:ze_ln:liao-4
6946633,0,6946633-1,6946633-1,6946633-1,6946633-1,6946633-1,6946633-1,6946633-1,6946633-1,6946633-1,6946633-1,6946633-1,6946633-1,fl:s_ln:takaba-2,fl:sa_ln:takaba-1,fl:sa_ln:takaba-1,fl:sa_ln:takaba-1
7722819,3,5736252-2,5736252-2,7718132-4,7718132-4,7718132-4,7718132-4,7718132-4,7718132-4,7718132-4,7718132-4,7718132-4,7718132-4,fl:k_ln:gray-45,fl:ke_ln:gray-27,fl:ke_ln:gray-25,fl:ke_ln:gray-25
3965849,0,3965849-1,3965849-1,3965849-1,3965849-1,3965849-1,3965849-1,3965849-1,3965849-1,3965849-1,3965849-1,3965849-1,3965849-1,fl:g_ln:gee-6,fl:gl_ln:gee-5,fl:gl_ln:gee-4,fl:gl_ln:gee-4
8699875,1,8699875-2,8699875-2,8699875-2,8699875-2,8699875-2,8699875-2,8699875-2,8699875-2,8699875-2,8699875-2,8699875-2,8699875-2,fl:g_ln:tali-1,fl:gi_ln:tali-1,fl:gi_ln:tali-1,fl:gi_ln:tali-1
4523668,2,3957916-1,3957916-1,3957916-1,3957916-1,3957916-1,3957916-1,3957916-1,3957916-1,3957916-1,3957916-1,3957916-1,3957916-1,fl:s_ln:tanno-1,fl:se_ln:tanno-1,fl:se_ln:tanno-1,fl:se_ln:tanno-1
11432951,4,,,,,,,,,,,,,,,,fl:ke_ln:covington-1
8579582,0,4148355-1,4148355-1,4148355-1,4148355-1,4148355-1,4148355-1,4148355-1,4148355-1,4148355-1,4148355-1,4148355-1,4148355-1,fl:k_ln:gehring-2,fl:ke_ln:gehring-2,fl:ke_ln:gehring-2,fl:ke_ln:gehring-2
7883357,0,7074055-3,7074055-3,7618263-2,7618263-2,7618263-2,7618263-2,7618263-2,7618263-2,7618263-2,7618263-2,7618263-2,7618263-2,fl:n_ln:lin-23,fl:na_ln:lin-19,fl:na_ln:lin-4,fl:na_ln:lin-4
4131790,0,4131790-1,4131790-1,4131790-1,4131790-1,4131790-1,4131790-1,4131790-1,4131790-1,4131790-1,4131790-1,4131790-1,4131790-1,hupw7wq9fh7g42nm6cgiwdm8o,hupw7wq9fh7g42nm6cgiwdm8o,hupw7wq9fh7g42nm6cgiwdm8o,hupw7wq9fh7g42nm6cgiwdm8o
10835216,1,,,,,,,,,,,,,fl:s_ln:gleiman-1,fl:se_ln:gleiman-1,fl:se_ln:gleiman-1,fl:se_ln:gleiman-1
8748899,2,4728543-2,4811179-2,4811179-2,4687822-2,10000108-2,4563372-3,4811179-2,4563372-3,4563372-3,4811179-2,4687822-2,4563372-3,fl:a_ln:yamada-32,fl:at_ln:yamada-11,fl:at_ln:yamada-6,fl:at_ln:yamada-6
D260670,0,D260669-1,D260669-1,D260669-1,D260669-1,D260669-1,D260669-1,D260669-1,D260669-1,D260669-1,D260669-1,D260669-1,D260669-1,fl:j_ln:armstrong-7,fl:je_ln:armstrong-18,fl:je_ln:armstrong-17,fl:je_ln:armstrong-17
6957723,0,5425575-7,5425575-7,5425575-7,5425575-7,5425575-7,5425575-7,5425575-7,5425575-7,5425575-7,5425575-7,5425575-7,5425575-7,fl:d_ln:baumann-5,fl:di_ln:baumann-3,fl:di_ln:baumann-3,fl:di_ln:baumann-3
5800125,0,5429208-1,5429208-1,5429208-1,5429208-1,5429208-1,5429208-1,5429208-1,5429208-1,5429208-1,5429208-1,5429208-1,5429208-1,fl:c_ln:largillier-1,fl:ch_ln:largillier-1,fl:ch_ln:largillier-1,fl:ch_ln:largillier-1
8069021,3,7809534-4,7809534-4,7809534-4,7809534-4,7809534-4,7809534-4,7809534-4,7809534-4,7809534-4,7809534-4,7809534-4,7809534-4,fl:a_ln:takus-1,fl:a._ln:takus-1,fl:a._ln:takus-1,fl:a._ln:takus-1
6737396,1,5151410-2,5151410-2,5151410-2,5151410-2,5151410-2,5151410-2,5151410-2,5151410-2,5151410-2,5151410-2,5151410-2,5151410-2,fl:p_ln:blanc-2,fl:pi_ln:blanc-1,fl:pi_ln:blanc-1,fl:pi_ln:blanc-1
9252731,0,9252731-1,9252731-1,9252731-1,9252731-1,9252731-1,9252731-1,9252731-1,9252731-1,9252731-1,9252731-1,9252731-1,9252731-1,fl:e_ln:kenig-1,fl:ey_ln:kenig-1,fl:ey_ln:kenig-1,fl:ey_ln:kenig-1
9139635,1,6632440-3,6632440-3,6632440-3,6632440-3,10081803-1,6632440-3,6632440-3,6632440-3,6632440-3,6632440-3,6632440-3,9139635-2,fl:j_ln:chaddock-1,fl:jo_ln:chaddock-1,fl:jo_ln:chaddock-1,fl:jo_ln:chaddock-1
5146317,2,3971517-6,3971517-6,4673791-2,3971517-6,10036666-4,3971517-6,3971517-6,3971517-6,3971517-6,3971517-6,3971517-6,3971517-6,fl:k_ln:imai-43,fl:ki_ln:imai-10,fl:ki_ln:imai-10,fl:ki_ln:imai-10
4231789,1,4231789-2,4231789-2,4231789-2,4231789-2,4231789-2,4231789-2,4231789-2,4231789-2,4231789-2,4231789-2,4231789-2,4231789-2,fl:t_ln:onitake-2,lenj00lvwy75fcqw88jg62wc7,lenj00lvwy75fcqw88jg62wc7,lenj00lvwy75fcqw88jg62wc7
5589395,2,4915945-1,4915945-1,4915945-1,4915945-1,4915945-1,4915945-1,4915945-1,4915945-1,4915945-1,4915945-1,4915945-1,4915945-1,fl:h_ln:pelzer-1,fl:he_ln:pelzer-1,fl:he_ln:pelzer-1,fl:he_ln:pelzer-1
7646272,1,4642994-2,4642994-2,4642994-2,4642994-2,4642994-2,4642994-2,4642994-2,4642994-2,4642994-2,4642994-2,4642994-2,4642994-2,fl:f_ln:prenger-1,fl:f._ln:prenger-1,fl:f._ln:prenger-1,fl:f._ln:prenger-1
4352523,0,4216991-1,4216991-1,4216991-1,4216991-1,4216991-1,4216991-1,4216991-1,4216991-1,4216991-1,4216991-1,4216991-1,4216991-1,fl:r_ln:holobaugh-1,fl:ra_ln:holobaugh-1,fl:ra_ln:holobaugh-1,fl:ra_ln:holobaugh-1
8781453,0,8781453-1,8781453-1,8781453-1,8781453-1,8781453-1,8781453-1,8781453-1,8781453-1,8781453-1,8781453-1,8781453-1,8781453-1,fl:m_ln:belford-1,fl:mo_ln:belford-1,fl:mo_ln:belford-1,fl:mo_ln:belford-1
8838943,0,6286089-1,6286089-1,6286089-1,6286089-1,10025589-1,6286089-1,6286089-1,6286089-1,6286089-1,6286089-1,6286089-1,6286089-1,fl:d_ln:greiner-1,fl:da_ln:greiner-1,fl:da_ln:greiner-1,fl:da_ln:greiner-1
7320114,3,7320114-4,7320114-4,7320114-4,7320114-4,7320114-4,7320114-4,7320114-4,7320114-4,7320114-4,7320114-4,7320114-4,7320114-4,fl:c_ln:ju-19,fl:ch_ln:ju-31,fl:ch_ln:ju-25,fl:ch_ln:ju-25
8242791,1,6996495-2,6996495-2,6996495-2,6996495-2,6996495-2,6996495-2,6996495-2,6996495-2,6996495-2,6996495-2,6996495-2,6996495-2,fl:w_ln:moon-27,fl:wo_ln:moon-18,fl:wo_ln:moon-23,fl:wo_ln:moon-8
D302051,1,D301764-2,D301764-2,D301764-2,D301764-2,D301764-2,D301764-2,D301764-2,D301764-2,D301764-2,D301764-2,D301764-2,D301764-2,fl:d_ln:auslander-1,fl:da_ln:auslander-1,fl:da_ln:auslander-1,fl:da_ln:auslander-1
10331389,1,,,,,,,3951483-1,3936870-1,3951483-1,3951483-1,3951483-1,4889926-2,fl:t_ln:nakamura-175,fl:ta_ln:nakamura-140,fl:ta_ln:nakamura-79,fl:ta_ln:nakamura-87
10062378,0,,,,,10062378-1,4037522-2,4037522-2,3969268-1,4781197-1,4037522-2,3969268-1,3969268-1,fl:t_ln:fukuda-53,fl:ta_ln:fukuda-34,fl:ta_ln:fukuda-29,fl:ta_ln:fukuda-26
8105511,0,7241476-1,7241476-1,7241476-1,7241476-1,10100889-1,7241476-1,7241476-1,7241476-1,7241476-1,7241476-1,7241476-1,7241476-1,fl:a_ln:simpson-35,fl:al_ln:simpson-13,fl:al_ln:simpson-9,fl:al_ln:simpson-9
5183179,0,4036385-1,4036385-1,4036385-1,4036385-1,10124935-1,4036385-1,4036385-1,4036385-1,4036385-1,4036385-1,4732288-1,4036385-1,fl:g_ln:morris-56,fl:gl_ln:morris-5,fl:gl_ln:morris-2,fl:gl_ln:morris-2
6406347,1,5052973-4,5052973-4,6406347-2,5052973-4,5052973-4,5052973-4,5052973-4,5052973-4,5052973-4,5052973-4,5052973-4,5052973-4,fl:s_ln:huebl-1,fl:st_ln:huebl-1,fl:st_ln:huebl-1,fl:st_ln:huebl-1
5675067,0,5608141-1,5608141-1,5608141-1,5608141-1,5608141-1,5608141-1,5608141-1,5608141-1,5608141-1,5608141-1,5608141-1,5608141-1,fl:e_ln:paschal-1,fl:e._ln:paschal-1,fl:e._ln:paschal-1,fl:e._ln:paschal-1
8095199,1,6339453-1,6339453-1,6339453-1,8095199-2,10001686-2,6339453-1,6339453-1,6339453-1,6339453-1,6339453-1,6339453-1,6339453-1,fl:l_ln:chen-622,fl:le_ln:chen-52,fl:le_ln:chen-55,fl:le_ln:chen-55
4857673,0,3962531-2,3962531-2,3962531-2,3962531-2,3962531-2,3962531-2,3962531-2,3962531-2,3962531-2,3962531-2,3962531-2,3962531-2,fl:e_ln:wilkus-1,fl:ed_ln:wilkus-1,fl:ed_ln:wilkus-1,fl:ed_ln:wilkus-1
7042008,2,6975387-1,6975387-1,6975387-1,5899157-2,10025194-6,5899157-2,5899157-2,5899157-2,5899157-2,5899157-2,5899157-2,6802273-1,fl:y_ln:mizuno-37,fl:ya_ln:mizuno-12,fl:ya_ln:mizuno-9,fl:ya_ln:mizuno-8
10278054,6,,,,,,,7336645-3,7336645-3,7336645-3,7336645-3,7336645-3,7336645-3,fl:h_ln:lee-736,fl:ho_ln:lee-679,fl:ho_ln:lee-424,fl:ho_ln:lee-444
10180253,0,,,,,,4640901-1,4640901-1,4640901-1,4640901-1,4640901-1,4640901-1,5646205-1,fl:k_ln:lee-766,fl:ke_ln:lee-78,fl:ke_ln:lee-66,fl:ke_ln:lee-67
7748818,1,6984017-1,6984017-1,6984017-1,6984017-1,10035357-2,6984017-1,6984017-1,6984017-1,6984017-1,6984017-1,6984017-1,6984017-1,fl:n_ln:berry-5,fl:no_ln:berry-3,fl:no_ln:berry-3,fl:no_ln:berry-3
11047985,1,,,,,,,,,,,,,,fl:sh_ln:kan-5,fl:sh_ln:kan-6,fl:sh_ln:kan-6
7573072,4,7252787-7,7252787-7,7252787-7,7573072-5,7252787-7,7252787-7,7252787-7,7252787-7,7252787-7,7252787-7,7252787-7,7252787-7,fl:l_ln:briel-1,fl:li_ln:briel-1,fl:li_ln:briel-1,fl:li_ln:briel-1
11123680,9,,,,,,,,,,,,,,fl:yu_ln:zou-23,fl:yu_ln:zou-43,fl:yu_ln:zou-44
11191196,0,,,,,,,,,,,,,,fl:su_ln:kim-825,fl:su_ln:kim-397,fl:su_ln:kim-64
4404185,2,4404185-3,4404185-3,4404185-3,4404185-3,4404185-3,4404185-3,4404185-3,4404185-3,4404185-3,4404185-3,4404185-3,4404185-3,fl:m_ln:pirozzi-1,fl:ma_ln:pirozzi-1,fl:ma_ln:pirozzi-1,fl:ma_ln:pirozzi-1
9601278,1,5006421-1,5006421-1,8215151-3,5006421-1,10050320-2,5006421-1,5006421-1,5006421-1,5006421-1,5006421-1,5006421-1,5006421-1,fl:k_ln:yang-158,fl:ku_ln:yang-155,fl:ku_ln:yang-52,fl:ku_ln:yang-51
8343151,4,5312329-2,5312329-2,5312329-2,5312329-2,10117709-6,5312329-2,5312329-2,5312329-2,5312329-2,5312329-2,5312329-2,5312329-2,fl:a_ln:reschke-1,fl:ar_ln:reschke-1,fl:ar_ln:reschke-1,fl:ar_ln:reschke-1
4066772,0,3989707-3,3989707-3,3989707-3,3989707-3,3989707-3,3989707-3,3989707-3,3989707-3,3989707-3,3989707-3,3989707-3,3989707-3,fl:j_ln:vandenberk-1,fl:ja_ln:vandenberk-1,fl:ja_ln:vandenberk-1,fl:ja_ln:vandenberk-1
4110903,0,4110903-1,4110903-1,4110903-1,4110903-1,4110903-1,4110903-1,4110903-1,4110903-1,4110903-1,4110903-1,4110903-1,4110903-1,zvxeqbt54j2exq57apj34vc97,zvxeqbt54j2exq57apj34vc97,zvxeqbt54j2exq57apj34vc97,zvxeqbt54j2exq57apj34vc97
D786972,1,4573428-5,4573428-5,4573428-5,4573428-5,4573428-5,4573428-5,4573428-5,4573428-5,4573428-5,4573428-5,4573428-5,4573428-5,fl:t_ln:kato-145,fl:ts_ln:kato-31,fl:ts_ln:kato-7,fl:ts_ln:kato-7
D908707,0,,,,,,,,,,,,,,fl:se_ln:cho-125,fl:se_ln:cho-86,fl:se_ln:cho-86
10169950,2,,,,,,6575832-1,6575832-1,6575832-1,6575832-1,6575832-1,6575832-1,6575832-1,fl:v_ln:manfredi-3,fl:vi_ln:manfredi-3,fl:vi_ln:manfredi-3,fl:vi_ln:manfredi-3
5909742,1,5114607-1,5114607-1,5114607-1,5114607-1,5114607-1,5114607-1,5114607-1,5114607-1,5114607-1,5114607-1,5114607-1,5114607-1,fl:p_ln:deck-3,fl:ph_ln:deck-2,fl:ph_ln:deck-1,fl:ph_ln:deck-1
10919693,2,,,,,,,,,,,,,,fl:ca_ln:stegemoeller-1,fl:ca_ln:stegemoeller-1,fl:ca_ln:stegemoeller-1
10853870,3,,,,,,,,,,,,,fl:d_ln:merritt-9,fl:de_ln:merritt-1,fl:de_ln:merritt-1,fl:de_ln:merritt-1
D515413,0,6508355-1,6508355-1,6508355-1,6508355-1,6508355-1,D426381-1,D426381-1,D426381-1,D426381-1,D426381-1,D426381-1,D426381-1,fl:k_ln:au-19,fl:ki_ln:au-1,fl:ki_ln:au-1,fl:ki_ln:au-1
10531190,4,,,,,,,,,,7356388-5,7356388-5,7356388-5,fl:r_ln:lord-3,fl:ri_ln:lord-3,fl:ri_ln:lord-3,fl:ri_ln:lord-3
10855320,1,,,,,,,,,,,,,fl:j_ln:moore-237,fl:ja_ln:moore-6,fl:ja_ln:moore-64,fl:ja_ln:moore-64
4885031,1,4322248-2,4322248-2,4322248-2,4322248-2,4322248-2,4322248-2,4322248-2,4322248-2,4322248-2,4322248-2,4322248-2,4322248-2,fl:j_ln:mullendore-1,fl:ja_ln:mullendore-1,fl:ja_ln:mullendore-1,fl:ja_ln:mullendore-1
7042591,2,5203028-1,5203028-1,5203028-1,5203028-1,5203028-1,5203028-1,5203028-1,5203028-1,5203028-1,5203028-1,5203028-1,5203028-1,fl:m_ln:shiraishi-44,fl:mi_ln:shiraishi-9,fl:mi_ln:shiraishi-8,fl:mi_ln:shiraishi-8
5043163,12,5043163-13,5043163-13,5043163-13,5043163-13,5043163-13,5043163-13,5043163-13,5043163-13,5043163-13,5043163-13,5043163-13,5043163-13,fl:a_ln:deak-2,fl:an_ln:deak-3,fl:an_ln:deak-3,fl:an_ln:deak-3
5790553,1,5790553-2,5790553-2,5790553-2,5790553-2,5790553-2,5790553-2,5790553-2,5790553-2,5790553-2,5790553-2,5790553-2,5790553-2,tly9lwkhb4r5e9k2dy9pxefhb,tly9lwkhb4r5e9k2dy9pxefhb,tly9lwkhb4r5e9k2dy9pxefhb,tly9lwkhb4r5e9k2dy9pxefhb
8719105,0,8666835-1,8666835-1,8666835-1,8666835-1,8666835-1,8666835-1,8666835-1,8666835-1,8666835-1,8666835-1,8666835-1,8666835-1,fl:w_ln:minnis-1,fl:wi_ln:minnis-1,fl:wi_ln:minnis-1,fl:wi_ln:minnis-1
11180688,4,,,,,,,,,,,,,,fl:ak_ln:saito-6,fl:ak_ln:saito-12,fl:ak_ln:saito-17
7574686,1,5444566-2,5444566-2,7536665-2,5444566-2,5444566-2,5444566-2,5444566-2,5444566-2,5444566-2,5444566-2,5444566-2,5444566-2,fl:r_ln:lawson-38,fl:ra_ln:lawson-5,fl:ra_ln:lawson-5,fl:ra_ln:lawson-5
10587830,2,,,,,,,,,,9736414-1,9736414-1,9736414-1,fl:s_ln:gesset-1,fl:st_ln:gesset-1,fl:st_ln:gesset-1,fl:st_ln:gesset-1
