patent_id,term_extension
7663492,423.0
10166853,138.0
7772369,24.0
8052939,229.0
6690547,16.0
11116578,766.0
8115954,983.0
8278744,468.0
8436693,753.0
9166317,71.0
D262329,
7065478,854.0
8538105,126.0
10870593,112.0
9529415,
8480175,338.0
PP28062,132.0
8059548,1185.0
10832979,96.0
7754267,90.0
10319544,56.0
7317586,225.0
9780775,
9654883,256.0
D677542,
8644030,636.0
10336895,59.0
7647238,2137.0
6633872,280.0
10292586,854.0
8586763,148.0
8739568,1148.0
10448870,876.0
8627710,590.0
7078894,248.0
7996761,833.0
9236408,77.0
8827397,1278.0
9901310,217.0
7839279,361.0
7567814,965.0
10505814,61.0
10835215,466.0
7200964,47.0
6982307,15.0
8296582,383.0
7816717,259.0
7543658,3.0
10597730,100.0
8233619,1073.0
10484181,179.0
8026873,717.0
D816943,
7679734,491.0
7942722,349.0
6766338,571.0
9476726,1568.0
11384431,678.0
9339634,72.0
6644287,63.0
10107359,
10332568,1.0
9316075,520.0
10736540,
D550787,
7584628,455.0
8020303,304.0
6979305,
11034275,8.0
7382737,855.0
10555806,74.0
6780674,45.0
8542349,119.0
7680057,580.0
7037680,444.0
10748691,85.0
D307138,
D478817,
11145015,154.0
9737983,8.0
10798692,148.0
11377170,318.0
D661165,
9434392,214.0
D249101,
11352877,29.0
6909970,487.0
D315632,
9637103,67.0
D263540,
11076881,433.0
7737833,434.0
11293229,12.0
9619624,
7337897,19.0
7179222,457.0
10623948,
9397900,646.0
10729240,
7968093,
10218578,470.0
D479162,
11137731,79.0
9705917,
10642518,42.0
6642918,78.0
7323789,115.0
10247650,144.0
8716445,79.0
9568350,137.0
D507194,
7705660,373.0
7818308,312.0
6645484,167.0
10958696,
D746034,
8171589,127.0
7509462,520.0
8771480,
9427556,685.0
10151504,274.0
7918612,228.0
8711060,2038.0
9877659,741.0
8136701,754.0
10388184,169.0
9888076,14.0
8504236,298.0
8231107,324.0
8385071,89.0
7375929,427.0
10900848,
6977833,136.0
7527266,9.0
7751107,249.0
7674849,574.0
7708009,79.0
7683267,64.0
8866194,87.0
7934129,272.0
8983036,591.0
10803594,67.0
10023932,380.0
D426706,
6817855,235.0
7530439,399.0
11203555,318.0
D639227,
8665479,102.0
10280644,249.0
10014476,803.0
11366967,428.0
6852869,87.0
6977775,62.0
9072096,1640.0
10875803,300.0
7979193,475.0
D736582,
7026205,14.0
8283480,316.0
8648132,975.0
9604115,13.0
11271179,165.0
9502451,33.0
9484699,133.0
D346048,
D930547,
8531778,277.0
8127719,969.0
8665449,249.0
10284207,
8802373,
7097340,8.0
11397413,1107.0
D816260,
D326812,
9923787,129.0
8278840,267.0
9400989,280.0
7356085,621.0
7227572,672.0
8593969,584.0
8230253,1037.0
8307147,53.0
9410645,
8289386,531.0
6750825,1082.0
10561746,791.0
10144584,295.0
8500631,1336.0
9652521,957.0
9389317,495.0
9072569,335.0
8079711,259.0
9320989,347.0
6610484,
8968376,193.0
11094977,168.0
9222222,56.0
7316093,238.0
7909812,120.0
9160557,892.0
9861358,847.0
D296414,
D859351,
11213612,99.0
10693141,182.0
10779891,1355.0
D536797,
7084161,342.0
6947154,859.0
9160759,389.0
10187270,207.0
D843998,
9653574,
7923513,741.0
11062226,869.0
9318735,458.0
7263717,477.0
D797477,
6800194,49.0
11379560,511.0
9249072,5.0
9514158,182.0
7470576,68.0
D873647,
8947457,92.0
D344850,
6775829,519.0
6555668,
6511899,
8131231,1132.0
11362079,65.0
8194060,728.0
8582986,151.0
8557344,88.0
7497918,548.0
9678813,79.0
7216957,
11295089,137.0
7766359,11.0
8131445,
7095426,850.0
D810400,
6927563,349.0
D401567,
8023310,355.0
D819068,
11453751,470.0
7567139,119.0
6890367,26.0
8608940,299.0
8522735,109.0
11154987,441.0
11418686,630.0
8842678,199.0
8161430,833.0
D775746,
8336740,922.0
9320707,
7424545,784.0
8436885,106.0
6779730,28.0
7163043,140.0
D860292,
6515497,30.0
8569630,319.0
D764989,
8792494,124.0
10481776,4.0
9156075,309.0
11457437,180.0
10456319,65.0
10863761,74.0
9140465,279.0
D726509,
7188483,277.0
D499768,
8904891,645.0
8414060,116.0
7242862,838.0
D315000,
7348073,345.0
8590894,156.0
9171028,145.0
9855021,41.0
8690942,869.0
9882373,236.0
D926686,
8787649,151.0
4366091,
8748671,1612.0
10383101,3.0
7318159,128.0
7788247,343.0
D570534,
D507624,
D921501,
7775962,190.0
