application_id,patent_id,patent_application_type,filing_date,series_code,rule_47_flag
09/894354,6673793,9,2001-06-28,9,0.0
2019/16353897,10710447,16,2019-03-14,16,0.0
2002/10077949,6881528,10,2002-02-20,10,0.0
2006/11494907,7605816,11,2006-07-28,11,0.0
2015/14835731,9515693,14,2015-08-26,14,0.0
05/813518,4190375,5,1977-07-07,5,0.0
06/568598,4579861,6,1984-01-06,6,0.0
8                                   ,5853464,08,1997-05-08,08,0.0
05/791711,4117861,5,1977-04-28,5,0.0
2013/13759793,9387118,13,2013-02-05,13,0.0
2007/11770574,8106987,11,2007-06-28,11,0.0
07/908939,5263931,7,1992-07-06,7,0.0
2005/11100663,8386909,11,2005-04-07,11,0.0
06/500596,4494845,6,1983-06-02,6,0.0
2015/14642175,10066639,14,2015-03-09,14,0.0
05/751509,4054687,5,1976-12-17,5,0.0
2021/17226714,11355046,17,2021-04-09,17,0.0
07/791104,5184572,7,1991-11-12,7,0.0
29/176633,D489289,29,2003-02-27,29,0.0
8                                   ,5701707,8,1996-05-06,8,0.0
2011/13812184,9289715,13,2011-07-25,13,0.0
08/783437,6039200,8,1997-01-16,8,0.0
2005/11193234,7370726,11,2005-08-01,11,0.0
8                                   ,5843398,08,1996-04-26,08,0.0
06/863001,4693274,6,1986-05-14,6,0.0
2010/12795791,8117753,12,2010-06-08,12,0.0
2016/14989332,9518887,14,2016-01-06,14,0.0
2014/14293738,9321341,14,2014-06-02,14,0.0
2009/13258513,8933762,13,2009-03-26,13,0.0
2005/29232543,D537101,29,2005-06-21,29,0.0
2012/13632371,8816881,13,2012-10-01,13,0.0
2013/29470761,D725181,29,2013-10-24,29,0.0
06/404900,4500412,6,1982-08-03,6,0.0
09/445892,6740183,9,2000-04-24,9,0.0
05/921814,4221687,5,1978-07-03,5,0.0
2011/13300689,8939079,13,2011-11-21,13,0.0
2001/09995296,7187668,9,2001-11-27,9,0.0
2007/11797826,7759887,11,2007-05-08,11,0.0
07/328870,4970523,7,1989-03-27,7,0.0
07/495116,5054969,7,1990-03-16,7,0.0
2015/14682392,10082175,14,2015-04-09,14,0.0
2003/10346482,7054691,10,2003-01-17,10,0.0
2006/11493941,RE40375,11,2006-07-26,11,1.0
09/378148,6344568,9,1999-08-20,9,0.0
2012/13731442,8922116,13,2012-12-31,13,0.0
2003/29181215,D519940,29,2003-05-08,29,0.0
09/058755,6473659,9,1998-04-10,9,0.0
2007/11982619,7494445,11,2007-11-03,11,0.0
10/048471,6752400,10,2002-02-07,10,0.0
2018/16760853,11274526,16,2018-10-30,16,0.0
2018/16147071,10734001,16,2018-09-28,16,0.0
06/620796,D292067,6,1984-06-14,6,0.0
2007/11978737,7830591,11,2007-10-30,11,0.0
2016/15230886,10436616,15,2016-08-08,15,0.0
2014/14416053,9361728,14,2014-02-17,14,0.0
2019/29714789,D915966,29,2019-11-26,D,0.0
2002/10127937,6953552,10,2002-04-23,10,0.0
09/439834,6499081,9,1999-11-12,9,0.0
09/361232,6614663,9,1999-07-27,9,0.0
2019/16728881,10869108,16,2019-12-27,16,0.0
09/547721,6419267,9,2000-04-12,9,0.0
2016/15553722,10831732,15,2016-02-29,15,0.0
2013/13782791,9028774,13,2013-03-01,13,0.0
06/510601,D280053,6,1983-07-05,6,0.0
2011/13579531,8669339,13,2011-02-21,13,0.0
2005/11083738,7518086,11,2005-03-18,11,0.0
2016/15159282,9749040,15,2016-05-19,15,0.0
09/150965,6280911,9,1998-09-10,9,0.0
2016/16348804,11044713,16,2016-11-11,16,0.0
2019/16517229,10952578,16,2019-07-19,16,0.0
08/391392,5532263,8,1995-02-27,8,0.0
07/422087,PP7426,7,1989-10-16,7,0.0
2011/13184306,8147866,13,2011-07-15,13,0.0
10/231571,6794551,10,2002-08-30,10,0.0
09/382921,6331737,9,1999-08-25,9,0.0
2003/10498493,6980503,10,2003-10-07,10,0.0
2016/15753678,11177443,15,2016-08-20,15,0.0
2007/29291165,D621936,29,2007-08-16,29,0.0
08/031254,5284531,8,1993-03-10,8,0.0
08/305455,5589945,8,1994-09-13,8,0.0
2012/13490755,9477791,13,2012-06-07,13,0.0
1996/11119495,RE40546,11,1996-05-01,11,0.0
2008/12163914,7968989,12,2008-06-27,12,0.0
2016/15046120,10000244,15,2016-02-17,15,0.0
2020/16880468,11415925,16,2020-05-21,16,0.0
2018/16237034,11054227,16,2018-12-31,16,0.0
2011/13207143,8755611,13,2011-08-10,13,0.0
2009/12476372,8186022,12,2009-06-02,12,0.0
06/633732,4824595,6,1984-07-23,6,0.0
2008/29290854,D584175,29,2008-01-23,29,0.0
2012/14127941,9143716,14,2012-06-12,14,0.0
2006/11345413,7469629,11,2006-02-01,11,0.0
2020/17132965,11437897,17,2020-12-23,17,0.0
2010/13505380,9394840,13,2010-11-11,13,0.0
06/711161,4648847,6,1985-03-13,6,0.0
2018/16222851,11054364,16,2018-12-17,16,0.0
2014/14514473,9412174,14,2014-10-15,14,0.0
8                                   ,5780308,08,1997-05-12,08,0.0
2016/15298540,10323108,15,2016-10-20,15,0.0
2013/14648265,9926299,14,2013-11-29,14,0.0
2017/15842383,10438561,15,2017-12-14,15,0.0
09/728085,6437912,9,2000-11-30,9,0.0
2020/16739566,11094480,16,2020-01-10,16,0.0
06/932746,4762256,6,1986-11-19,6,0.0
2012/13534252,8396127,13,2012-06-27,13,0.0
08/924050,6017195,8,1997-08-28,8,0.0
2021/17150396,11378122,17,2021-01-15,17,0.0
2014/14325391,9280915,14,2014-07-08,14,0.0
2013/13934546,8878591,13,2013-07-03,13,0.0
06/876265,4715817,6,1986-06-19,6,0.0
2020/29743533,D959250,29,2020-07-22,D,0.0
8                                   ,5698002,8,1994-11-21,8,0.0
8                                   ,5682566,8,1995-09-20,8,0.0
2019/29678963,D920314,29,2019-01-31,D,0.0
2009/13258761,8954569,13,2009-04-20,13,0.0
2006/11443801,7645722,11,2006-05-30,11,0.0
07/337363,4929188,7,1989-04-13,7,0.0
05/755128,4109986,5,1976-12-28,5,0.0
07/550266,5228976,7,1990-07-09,7,0.0
2019/16692247,11307137,16,2019-11-22,16,0.0
2015/14751973,10190857,14,2015-06-26,14,0.0
2014/14151364,9138005,14,2014-01-09,14,0.0
2007/11954405,7971586,11,2007-12-12,11,0.0
2001/09940544,7034903,9,2001-08-29,9,0.0
2013/13953192,9740820,13,2013-07-29,13,0.0
2013/13935747,9088082,13,2013-07-05,13,0.0
10/059679,6592342,10,2002-01-30,10,0.0
2018/29647734,D938257,29,2018-05-15,D,0.0
2004/10597035,7712386,10,2004-12-22,10,0.0
2014/14260227,9340922,14,2014-04-23,14,0.0
29/098072,D413527,29,1998-12-21,29,0.0
06/027235,4266106,6,1979-04-05,6,0.0
07/986657,5539862,7,1992-12-08,7,0.0
2019/16729738,11106863,16,2019-12-30,16,0.0
07/011546,4745874,7,1987-02-06,7,0.0
2001/09930757,7006564,9,2001-08-15,9,0.0
2004/10953063,7898589,10,2004-09-30,10,0.0
09/753091,6720090,9,2001-01-02,9,0.0
2007/11872289,7953505,11,2007-10-15,11,0.0
2010/12801005,8333539,12,2010-05-17,12,0.0
09/123241,6088714,9,1998-07-27,9,0.0
09/040503,6201875,9,1998-03-17,9,0.0
2016/15557243,11158449,15,2016-03-11,15,0.0
2014/14287990,10809559,14,2014-05-27,14,0.0
2015/14607580,9466336,14,2015-01-28,14,0.0
2011/13277575,9786622,13,2011-10-20,13,0.0
2003/10696634,7023055,10,2003-10-29,10,0.0
2019/16436916,10834268,16,2019-06-11,16,0.0
2015/14979613,9361616,14,2015-12-28,14,0.0
06/493989,4499835,6,1983-05-12,6,0.0
06/450293,4465214,6,1982-12-16,6,0.0
2009/13381665,8596835,13,2009-08-03,13,0.0
2019/16386391,10461866,16,2019-04-17,16,0.0
2018/16058512,10363244,16,2018-08-08,16,0.0
2014/14157756,9575747,14,2014-01-17,14,0.0
2007/11865993,8021542,11,2007-10-02,11,0.0
2007/11942936,7859228,11,2007-11-20,11,0.0
08/980897,6050493,8,1997-12-01,8,0.0
06/002333,4276433,6,1979-01-10,6,0.0
06/156015,4423433,6,1980-06-03,6,0.0
2006/11333742,7730823,11,2006-01-17,11,0.0
09/200660,6315512,9,1998-11-25,9,0.0
29/097959,D416540,29,1998-12-17,29,0.0
2011/13042087,8614371,13,2011-03-07,13,0.0
09/754681,6578678,9,2001-01-03,9,0.0
2016/29563467,D787306,29,2016-05-04,29,0.0
06/113925,4301072,6,1980-01-21,6,0.0
10/102262,6736128,10,2002-03-20,10,0.0
06/946932,4741207,6,1986-12-29,6,0.0
2015/14666551,9826712,14,2015-03-24,14,0.0
2008/12192096,7710307,12,2008-08-14,12,0.0
2013/13765045,10796346,13,2013-02-12,13,0.0
8                                   ,5742699,8,1995-08-31,8,0.0
06/351961,4426884,6,1982-02-24,6,0.0
2020/16788862,11057961,16,2020-02-12,16,0.0
2005/11294446,8014285,11,2005-12-06,11,0.0
09/948088,6663592,9,2001-09-06,9,0.0
2010/12766408,8924671,12,2010-04-23,12,0.0
06/193074,4392587,6,1980-10-02,6,0.0
2012/13409393,8881130,13,2012-03-01,13,0.0
2011/13302822,9171105,13,2011-11-22,13,0.0
2013/14649653,9876642,14,2013-08-15,14,0.0
2015/14802534,10163243,14,2015-07-17,14,0.0
8                                   ,5771470,8,1995-08-31,8,0.0
06/200297,4358134,6,1980-10-24,6,0.0
2018/16196472,10577497,16,2018-11-20,16,0.0
2019/16278284,10889284,16,2019-02-18,16,0.0
2011/13018610,8964638,13,2011-02-01,13,0.0
09/859677,6441906,9,2001-05-18,9,0.0
09/346580,6182527,9,1999-07-02,9,0.0
09/446221,6465923,9,1999-12-16,9,0.0
2016/15368511,9757950,15,2016-12-02,15,0.0
2009/13254458,8586484,13,2009-12-16,13,0.0
09/516817,6473716,9,2000-03-01,9,0.0
06/835844,4695875,6,1986-03-03,6,0.0
2010/12766711,8182956,12,2010-04-23,12,0.0
2014/14193881,8921018,14,2014-02-28,14,0.0
2014/14332594,10656009,14,2014-07-16,14,0.0
2017/15405347,9911021,15,2017-01-13,15,0.0
06/670553,4633543,6,1984-11-09,6,0.0
2010/29356371,D634694,29,2010-02-24,29,0.0
2013/13766241,9404958,13,2013-02-13,13,0.0
29/157669,D469368,29,2002-03-18,29,0.0
2005/11317645,8495613,11,2005-12-22,11,0.0
2014/14895836,10316226,14,2014-06-02,14,0.0
2017/16333932,11199683,16,2017-09-18,16,0.0
2008/12179354,8234351,12,2008-07-24,12,0.0
09/600790,6562817,9,2000-07-21,9,0.0
2014/14504238,11049141,14,2014-10-01,14,0.0
2008/12191246,7714857,12,2008-08-13,12,0.0
2018/16020899,10880114,16,2018-06-27,16,0.0
2003/10403029,6923593,10,2003-04-01,10,0.0
2017/15808507,10612734,15,2017-11-09,15,0.0
09/349536,6401105,9,1999-07-08,9,0.0
2011/13230948,8891635,13,2011-09-13,13,0.0
06/415050,4438745,6,1982-09-07,6,0.0
2018/16606730,11451466,16,2018-04-13,16,0.0
2008/12599393,8962273,12,2008-05-09,12,0.0
07/646671,5129431,7,1991-01-28,7,0.0
2014/14271576,9544527,14,2014-05-07,14,0.0
2010/12825265,8726577,12,2010-06-28,12,0.0
08/082905,5355143,8,1993-06-28,8,0.0
29/041126,D377074,29,1995-07-07,29,0.0
07/419118,5068840,7,1989-10-10,7,0.0
2005/11569722,7768211,11,2005-06-03,11,0.0
2020/29750696,D931399,29,2020-09-16,D,0.0
07/252927,5050076,7,1988-10-04,7,0.0
2005/29235691,D556152,29,2005-08-03,29,0.0
2007/11868679,8230391,11,2007-10-08,11,0.0
2017/29617535,D865115,29,2017-09-14,D,0.0
08/882107,5989405,8,1997-06-25,8,0.0
2007/29283908,D561107,29,2007-08-27,29,0.0
05/772848,RE29642,5,1977-02-28,5,0.0
06/637336,4587550,6,1984-08-03,6,0.0
9                                   ,6168433,09,1999-11-30,09,0.0
2015/29515914,D764310,29,2015-01-28,29,0.0
06/921416,4727688,6,1986-10-22,6,0.0
2010/12813153,9450928,12,2010-06-10,12,0.0
09/058290,6107779,9,1998-04-10,9,0.0
2007/11979830,7906908,11,2007-11-08,11,0.0
2018/15956095,10813887,15,2018-04-18,15,0.0
2003/10351991,6884316,10,2003-01-28,10,0.0
05/511788,3940918,5,1974-10-03,5,0.0
2004/10805610,7153443,10,2004-03-18,10,0.0
2005/11102923,7256661,11,2005-04-08,11,0.0
2018/15869097,10593834,15,2018-01-12,15,0.0
08/139270,5473789,8,1993-10-18,8,0.0
2013/14404901,10702604,14,2013-05-30,14,0.0
05/823068,4159243,5,1977-08-09,5,0.0
2004/10856180,7262941,10,2004-05-28,10,0.0
05/608905,4032444,5,1975-08-29,5,0.0
08/255671,5590424,8,1994-06-08,8,0.0
05/633077,4065599,5,1975-11-18,5,0.0
2015/29543837,D780135,29,2015-10-28,29,0.0
2006/11386773,7944429,11,2006-03-23,11,0.0
2006/11922140,9878117,11,2006-06-05,11,0.0
2013/13846516,9576820,13,2013-03-18,13,0.0
07/299071,4850481,7,1989-01-19,7,0.0
8                                   ,5820264,08,1997-02-25,08,0.0
2018/16160352,10672382,16,2018-10-15,16,0.0
09/234042,5988019,9,1999-01-19,9,0.0
08/379873,5554252,8,1995-01-27,8,0.0
2007/11878196,8271254,11,2007-07-23,11,0.0
2012/14432888,9750919,14,2012-11-29,14,0.0
2013/14015030,9926273,14,2013-08-30,14,0.0
2013/13751300,8607231,13,2013-01-28,13,0.0
2003/10689547,7691541,10,2003-10-21,10,0.0
09/936347,6624315,9,2001-09-11,9,0.0
2019/16356517,10363246,16,2019-03-18,16,0.0
2016/15062467,10158162,15,2016-03-07,15,0.0
2014/29508690,D775548,29,2014-11-10,29,0.0
07/822086,5130915,7,1992-01-17,7,0.0
2007/11743464,7439691,11,2007-05-02,11,0.0
07/371769,4982740,7,1989-06-27,7,0.0
2017/15701968,10445395,15,2017-09-12,15,0.0
2013/13844519,9277255,13,2013-03-15,13,0.0
2004/10961661,7509450,10,2004-10-08,10,0.0
09/603433,6410945,9,2000-06-23,9,0.0
2009/12812554,8480846,12,2009-02-10,12,0.0
07/836447,D340085,7,1992-02-18,7,0.0
2007/11875193,7984409,11,2007-10-19,11,0.0
2014/14175951,8879184,14,2014-02-07,14,0.0
2012/13446207,8721703,13,2012-04-13,13,0.0
2018/16043351,10936277,16,2018-07-24,16,0.0
2003/10455192,7030154,10,2003-06-05,10,0.0
07/308380,D323261,7,1989-02-08,7,0.0
2017/15685676,10491867,15,2017-08-24,15,0.0
08/625993,5940600,8,1996-04-01,8,0.0
06/157846,4280288,6,1980-06-09,6,0.0
2012/13506950,PP24186,13,2012-05-25,13,0.0
2012/13539906,9378501,13,2012-07-02,13,0.0
2013/14236200,8833491,14,2013-02-20,14,0.0
07/779509,5245324,7,1991-10-18,7,0.0
2018/29636438,D860204,29,2018-02-08,D,0.0
09/131020,6075176,9,1998-08-07,9,0.0
2013/14072602,9043341,14,2013-11-05,14,0.0
2005/11661137,7804203,11,2005-09-07,11,0.0
2018/15879797,10749864,15,2018-01-25,15,0.0
2019/16522263,11322403,16,2019-07-25,16,0.0
2010/12950142,9664694,12,2010-11-19,12,0.0
2014/14586576,10137673,14,2014-12-30,14,0.0
2003/10454420,7290197,10,2003-06-03,10,0.0
D                                   ,D390161,D,1996-08-13,D,0.0
2017/15775720,10334477,15,2017-04-27,15,0.0
2013/13947910,8902948,13,2013-07-22,13,0.0
07/860733,5300777,7,1992-03-26,7,0.0
2018/15961017,11376392,15,2018-04-24,15,0.0
09/995063,6830164,9,2001-11-27,9,0.0
07/873270,5328210,7,1992-04-24,7,0.0
09/711083,6380814,9,2000-11-14,9,0.0
2014/14230149,9932829,14,2014-03-31,14,0.0
2002/10492681,6945242,10,2002-10-15,10,0.0
09/182233,6139448,9,1998-10-30,9,0.0
2019/16559901,11109054,16,2019-09-04,16,0.0
05/606542,3971045,5,1975-08-21,5,0.0
08/909189,5935670,8,1997-08-11,8,0.0
2016/15084836,9997960,15,2016-03-30,15,0.0
2018/15964579,10895640,15,2018-04-27,15,0.0
09/868759,6595774,9,2001-06-21,9,0.0
06/173281,4307753,6,1980-07-29,6,0.0
2002/10521332,7378947,10,2002-07-17,10,0.0
2002/10191692,6875976,10,2002-07-09,10,0.0
2007/11778137,7659809,11,2007-07-16,11,0.0
2018/15948073,10811777,15,2018-04-09,15,0.0
07/521548,5112780,7,1990-05-10,7,0.0
2010/13377019,8872512,13,2010-06-08,13,0.0
2012/13441349,8959191,13,2012-04-06,13,0.0
2018/16220499,10609050,16,2018-12-14,16,0.0
2010/12971148,9197380,12,2010-12-17,12,0.0
07/860144,5159878,7,1992-03-30,7,0.0
2014/14584584,9269410,14,2014-12-29,14,0.0
04/342850,3971846,4,1964-01-30,4,0.0
2016/15541115,10301399,15,2016-01-04,15,0.0
2005/11218860,7536150,11,2005-09-02,11,0.0
2015/14852657,9786112,14,2015-09-14,14,0.0
2019/29689617,D913818,29,2019-04-30,D,0.0
2014/14557737,9771336,14,2014-12-02,14,0.0
2012/29425089,D705203,29,2012-06-20,29,0.0
05/947987,4236210,5,1978-10-02,5,0.0
07/702367,5163222,7,1991-05-15,7,0.0
2018/29658485,D890813,29,2018-07-31,D,0.0
2017/29620684,D852659,29,2017-04-25,D,0.0
2021/29794253,D952295,29,2021-06-11,D,0.0
2005/11059783,7170197,11,2005-02-17,11,0.0
2009/12995706,8709777,12,2009-06-04,12,0.0
08/253492,5527453,8,1994-06-03,8,0.0
2012/13416770,8746924,13,2012-03-09,13,0.0
2012/14360618,9062235,14,2012-02-13,14,0.0
2006/29256450,D539048,29,2006-03-21,29,0.0
2007/11951958,8946878,11,2007-12-06,11,0.0
2004/10849110,7057467,10,2004-05-20,10,0.0
2012/13556286,9457929,13,2012-07-24,13,0.0
08/977379,5961311,8,1997-11-24,8,0.0
2017/15446502,10632348,15,2017-03-01,15,0.0
2019/16370071,10637194,16,2019-03-29,16,0.0
2018/29674216,D889413,29,2018-12-20,D,0.0
2012/14348559,9117625,14,2012-09-27,14,0.0
05/710165,4042891,5,1976-07-30,5,0.0
2003/10569875,8396500,10,2003-10-27,10,0.0
2017/15462947,10491075,15,2017-03-20,15,0.0
09/454344,6239844,9,1999-12-03,9,0.0
07/415613,4934353,7,1989-10-02,7,0.0
2016/15296555,9888269,15,2016-10-18,15,0.0
2020/16888231,11203870,16,2020-05-29,16,0.0
2015/14960190,9902115,14,2015-12-04,14,0.0
07/238004,4920730,7,1988-08-29,7,0.0
2006/11908451,8067231,11,2006-04-04,11,0.0
2017/15616672,10314796,15,2017-06-07,15,0.0
2004/10895347,7044015,10,2004-07-21,10,0.0
2010/12906445,8393245,12,2010-10-18,12,0.0
06/311303,4417188,6,1981-10-14,6,0.0
2012/29438437,D683717,29,2012-11-29,29,0.0
09/823748,6605277,9,2001-04-06,9,0.0
2014/14464260,9044730,14,2014-08-20,14,0.0
09/721641,6775379,9,2000-11-27,9,0.0
2015/15519176,9775580,15,2015-10-12,15,0.0
2019/16727584,10872834,16,2019-12-26,16,0.0
8                                   ,5682148,8,1995-04-12,8,0.0
2016/15191030,10944227,15,2016-06-23,15,0.0
08/060305,5277448,8,1993-05-10,8,0.0
2012/13466518,8787109,13,2012-05-08,13,0.0
2002/10119486,7041680,10,2002-04-10,10,0.0
2018/15992876,10578278,15,2018-05-30,15,0.0
09/317426,6369356,9,1999-05-24,9,0.0
08/877139,5945061,8,1997-06-17,8,0.0
2011/13989058,9224229,13,2011-11-23,13,0.0
09/074535,5928094,9,1998-05-07,9,0.0
2012/13483981,9609614,13,2012-05-30,13,0.0
2004/10955379,PP16351,10,2004-09-30,10,0.0
2003/10631935,7307599,10,2003-07-31,10,0.0
2008/12742913,8585127,12,2008-11-11,12,0.0
09/315432,6690649,9,1999-05-20,9,0.0
08/574018,5667687,8,1995-12-18,8,0.0
2006/11382349,7942830,11,2006-05-09,11,0.0
2003/10648272,6943616,10,2003-08-27,10,0.0
2013/13898104,8799156,13,2013-05-20,13,0.0
2011/29394533,D694223,29,2011-06-17,29,0.0
2016/15137449,9811993,15,2016-04-25,15,0.0
2018/16955427,11161633,16,2018-12-24,16,0.0
8                                   ,5698112,8,1995-10-26,8,0.0
2002/10096332,7295766,10,2002-03-08,10,0.0
09/259623,6351759,9,1999-02-26,9,0.0
2000/09577188,6976061,9,2000-05-24,9,0.0
2019/16539939,10999337,16,2019-08-13,16,0.0
2006/11483563,7847766,11,2006-07-11,11,0.0
2003/10510021,7883712,10,2003-04-01,10,0.0
2003/10688718,7258698,10,2003-10-17,10,0.0
2016/15195879,10164657,15,2016-06-28,15,0.0
2017/15473730,10578089,15,2017-03-30,15,0.0
2002/10500998,7364681,10,2002-11-11,10,0.0
2009/12424157,8358816,12,2009-04-15,12,0.0
05/721851,4112876,5,1976-09-09,5,0.0
2017/15456437,9813552,15,2017-03-10,15,0.0
08/371603,5471254,8,1995-01-12,8,0.0
2008/12263097,7807052,12,2008-10-31,12,0.0
05/673839,4028227,5,1976-04-05,5,0.0
2004/11023663,7016247,11,2004-12-29,11,0.0
2004/10840413,7306378,10,2004-05-06,10,0.0
2012/13439884,9087315,13,2012-04-05,13,0.0
08/275469,5531982,8,1994-07-14,8,0.0
2016/15562143,10384451,15,2016-05-09,15,0.0
2017/29596466,D853624,29,2017-03-08,D,0.0
29/148956,D467130,29,2001-09-27,29,0.0
2014/14228386,9302489,14,2014-03-28,14,0.0
2012/14370657,9471435,14,2012-06-11,14,0.0
2013/29445569,D711250,29,2013-02-13,29,0.0
2007/11715573,7360392,11,2007-03-07,11,0.0
2013/14010941,9233498,14,2013-08-27,14,0.0
2019/16265132,10953086,16,2019-02-01,16,0.0
05/842813,4132742,5,1977-10-17,5,0.0
2020/16921780,11177314,16,2020-07-06,16,0.0
06/944025,4817215,6,1986-12-22,6,0.0
05/391709,4054625,5,1973-08-27,5,0.0
2012/13359763,9361070,13,2012-01-27,13,0.0
2010/12660709,PP22321,12,2010-03-02,12,0.0
2012/13590480,8608164,13,2012-08-21,13,0.0
2013/29475932,D722645,29,2013-12-09,29,0.0
2006/11425793,7656062,11,2006-06-22,11,0.0
2017/15640692,10359233,15,2017-07-03,15,0.0
2014/14485468,9823198,14,2014-09-12,14,0.0
2018/16049528,11257823,16,2018-07-30,16,0.0
05/547756,3983802,5,1975-02-06,5,0.0
09/485418,6387497,9,2000-02-10,9,0.0
2012/13506155,PP24151,13,2012-03-30,13,0.0
2013/13774523,10128535,13,2013-02-22,13,0.0
8                                   ,5796577,08,1997-07-16,08,0.0
2015/14726028,10434308,14,2015-05-29,14,0.0
2008/12319136,8266453,12,2008-12-31,12,0.0
2009/12620769,8300633,12,2009-11-18,12,0.0
2018/16183986,11284967,16,2018-11-08,16,0.0
2015/14673077,9571877,14,2015-03-30,14,0.0
2012/13677635,9519463,13,2012-11-15,13,0.0
08/869900,6125105,8,1997-06-05,8,0.0
2014/14493324,9279646,14,2014-09-22,14,0.0
10/024319,6451959,10,2001-12-21,10,0.0
2015/14833968,9734379,14,2015-08-24,14,0.0
2000/10148273,7471362,10,2000-11-23,10,0.0
2009/12735841,8376365,12,2009-02-18,12,0.0
2005/10591949,7729731,10,2005-02-15,10,0.0
2007/11736152,7619842,11,2007-04-17,11,0.0
05/762243,4130180,5,1977-01-25,5,0.0
2020/16778475,11297269,16,2020-01-31,16,0.0
2005/11667024,7842172,11,2005-11-18,11,0.0
10/172412,6702086,10,2002-06-14,10,0.0
06/601803,4507357,6,1984-04-19,6,0.0
08/151577,5512468,8,1993-11-22,8,0.0
2015/14633860,9383688,14,2015-02-27,14,0.0
06/462920,4516346,6,1983-02-01,6,0.0
07/597512,5075880,7,1990-10-12,7,0.0
07/482376,5079860,7,1990-02-20,7,0.0
2012/13354930,8991598,13,2012-01-20,13,0.0
05/756910,4161765,5,1977-01-04,5,0.0
06/765415,4636498,6,1985-08-15,6,0.0
09/198166,6320880,9,1998-11-23,9,0.0
2013/13946318,9197191,13,2013-07-19,13,0.0
09/504518,6402822,9,2000-02-15,9,0.0
2009/12433152,8142315,12,2009-04-30,12,0.0
2003/10725360,RE40316,10,2003-12-01,10,0.0
2016/15169227,9936743,15,2016-05-31,15,0.0
29/152146,D468939,29,2001-12-13,29,0.0
2007/11621272,7883324,11,2007-01-09,11,0.0
07/097694,4813580,7,1987-09-17,7,0.0
2010/12896992,8371035,12,2010-10-04,12,0.0
08/618558,5660360,8,1996-03-20,8,0.0
2007/11961554,7505845,11,2007-12-20,11,0.0
06/807524,4693901,6,1985-12-10,6,0.0
2013/14033458,9124052,14,2013-09-21,14,0.0
2008/29310143,D587361,29,2008-07-28,29,0.0
09/087068,6542693,9,1998-05-29,9,0.0
06/539093,4471211,6,1983-10-05,6,0.0
06/386516,4470408,6,1982-06-09,6,0.0
09/615139,6382593,9,2000-07-13,9,0.0
05/552878,4019543,5,1975-02-25,5,0.0
2012/13590686,9436772,13,2012-08-21,13,0.0
07/298365,4939492,7,1989-01-18,7,0.0
2010/12694210,10048725,12,2010-01-26,12,0.0
10/020371,6545899,10,2001-12-12,10,0.0
2004/10963889,7145013,10,2004-10-13,10,0.0
2017/15670513,10486229,15,2017-08-07,15,0.0
08/985154,6117504,8,1997-12-11,8,0.0
09/656475,6584291,9,2000-09-06,9,0.0
08/918435,6038276,8,1997-08-26,8,0.0
8                                   ,5775174,08,1996-07-19,08,0.0
2016/15178743,9922593,15,2016-06-10,15,0.0
2007/12440334,8377355,12,2007-09-06,12,0.0
06/322841,4399062,6,1981-11-19,6,0.0
2020/16884938,10896073,16,2020-05-27,16,0.0
2003/10633573,7026762,10,2003-08-05,10,0.0
06/714006,4630867,6,1985-03-20,6,0.0
2008/12682555,9370774,12,2008-10-13,12,0.0
09/868372,6581803,9,2001-06-18,9,0.0
2020/16785821,11186767,16,2020-02-10,16,0.0
09/010376,6326994,9,1998-01-21,9,0.0
10/243175,6763305,10,2002-09-13,10,0.0
06/678534,4568064,6,1984-12-05,6,0.0
29/156893,D474074,29,2002-03-08,29,0.0
2019/16433787,10904936,16,2019-06-06,16,0.0
2012/29433628,D723994,29,2012-10-02,29,0.0
09/536111,6760668,9,2000-03-24,9,0.0
2012/13441588,8611696,13,2012-04-06,13,0.0
05/414701,3940932,5,1973-11-13,5,0.0
2013/14402175,9537048,14,2013-03-21,14,0.0
2016/15552088,10404060,15,2016-02-22,15,0.0
08/825988,6269078,8,1997-04-04,8,0.0
2006/11390996,7483197,11,2006-03-28,11,0.0
2013/13937170,9033853,13,2013-07-08,13,0.0
09/763849,6462160,9,2001-02-27,9,0.0
2014/29495587,D751360,29,2014-07-02,29,0.0
2019/16516680,11281873,16,2019-07-19,16,0.0
2015/14638464,9532526,14,2015-03-04,14,0.0
06/558527,4550872,6,1983-12-06,6,0.0
08/045345,5344982,8,1993-04-02,8,0.0
07/651414,5137650,7,1991-02-11,7,0.0
2012/13351864,8855976,13,2012-01-17,13,0.0
2010/12949828,8599204,12,2010-11-19,12,0.0
2010/12717402,8361738,12,2010-03-04,12,0.0
2013/14413967,9848790,14,2013-07-07,14,0.0
08/263094,5598283,8,1994-06-21,8,0.0
07/977659,5337561,7,1992-11-17,7,0.0
2018/15960157,10431757,15,2018-04-23,15,0.0
2008/12071747,8147876,12,2008-02-26,12,0.0
2017/15617000,10360958,15,2017-06-08,15,0.0
05/873100,4149160,5,1978-01-30,5,0.0
07/450060,5061613,7,1989-12-13,7,0.0
06/670499,4562991,6,1984-11-13,6,0.0
2011/13093889,8486109,13,2011-04-26,13,0.0
2009/12539645,8247203,12,2009-08-12,12,0.0
08/249351,5564639,8,1994-05-27,8,0.0
2004/10931586,7256191,10,2004-08-31,10,0.0
2019/29679555,D880501,29,2019-02-07,D,0.0
09/128227,5930577,9,1998-08-03,9,0.0
2014/14249246,9338685,14,2014-04-09,14,0.0
