patent_id,wipo_field_sequence,wipo_field_id,wipo_sector_title,wipo_field_title
4254831,0,35.0,Other fields,Civil engineering
9142565,0,8.0,Electrical engineering,Semiconductors
7287159,0,6.0,Electrical engineering,Computer technology
8645767,0,6.0,Electrical engineering,Computer technology
4972433,0,4.0,Electrical engineering,Digital communication
8393096,0,13.0,Instruments,Medical technology
6935951,0,12.0,Instruments,Control
5833226,0,25.0,Mechanical engineering,Handling
8393354,0,31.0,Mechanical engineering,Mechanical elements
7855475,0,35.0,Other fields,Civil engineering
9851111,0,30.0,Mechanical engineering,Thermal processes and apparatus
10552294,1,4.0,Electrical engineering,Digital communication
5770010,0,28.0,Mechanical engineering,Textile and paper machines
9531614,0,4.0,Electrical engineering,Digital communication
7584642,1,10.0,Instruments,Measurement
5093307,1,28.0,Mechanical engineering,Textile and paper machines
7786370,0,6.0,Electrical engineering,Computer technology
4282940,0,35.0,Other fields,Civil engineering
5133390,0,2.0,Electrical engineering,Audio-visual technology
5579258,0,6.0,Electrical engineering,Computer technology
8380084,0,3.0,Electrical engineering,Telecommunications
6844923,0,10.0,Instruments,Measurement
5119572,0,28.0,Mechanical engineering,Textile and paper machines
9863510,0,31.0,Mechanical engineering,Mechanical elements
4416860,2,35.0,Other fields,Civil engineering
4619848,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
10975492,0,21.0,Chemistry,"Surface technology, coating"
11401545,2,14.0,Chemistry,Organic fine chemistry
5605412,0,21.0,Chemistry,"Surface technology, coating"
6399312,1,15.0,Chemistry,Biotechnology
6358577,2,25.0,Mechanical engineering,Handling
9359257,0,20.0,Chemistry,"Materials, metallurgy"
7810133,1,4.0,Electrical engineering,Digital communication
9678420,1,6.0,Electrical engineering,Computer technology
9835792,3,8.0,Electrical engineering,Semiconductors
9022530,0,8.0,Electrical engineering,Semiconductors
8360355,0,32.0,Mechanical engineering,Transport
7654573,0,32.0,Mechanical engineering,Transport
9648905,1,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
5450406,1,3.0,Electrical engineering,Telecommunications
11115572,0,2.0,Electrical engineering,Audio-visual technology
8880552,0,6.0,Electrical engineering,Computer technology
7365455,2,32.0,Mechanical engineering,Transport
6054439,1,16.0,Chemistry,Pharmaceuticals
5208615,0,9.0,Instruments,Optics
9779623,0,12.0,Instruments,Control
10025218,1,3.0,Electrical engineering,Telecommunications
9731977,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
10833181,0,8.0,Electrical engineering,Semiconductors
11055890,0,6.0,Electrical engineering,Computer technology
9297864,0,10.0,Instruments,Measurement
11070422,0,4.0,Electrical engineering,Digital communication
4637580,0,25.0,Mechanical engineering,Handling
8547694,0,2.0,Electrical engineering,Audio-visual technology
8939693,0,31.0,Mechanical engineering,Mechanical elements
4489945,0,33.0,Other fields,"Furniture, games"
9163022,1,14.0,Chemistry,Organic fine chemistry
9296068,0,26.0,Mechanical engineering,Machine tools
10582236,0,4.0,Electrical engineering,Digital communication
10733559,1,6.0,Electrical engineering,Computer technology
10667828,0,13.0,Instruments,Medical technology
4357056,0,31.0,Mechanical engineering,Mechanical elements
11307546,1,6.0,Electrical engineering,Computer technology
10645281,1,6.0,Electrical engineering,Computer technology
9232376,1,3.0,Electrical engineering,Telecommunications
4317873,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
7083203,0,27.0,Mechanical engineering,"Engines, pumps, turbines"
4491807,0,5.0,Electrical engineering,Basic communication processes
8199649,0,4.0,Electrical engineering,Digital communication
3949961,2,32.0,Mechanical engineering,Transport
6053383,0,34.0,Other fields,Other consumer goods
7339172,1,10.0,Instruments,Measurement
8883725,1,11.0,Instruments,Analysis of biological materials
9483527,1,7.0,Electrical engineering,IT methods for management
4209299,0,10.0,Instruments,Measurement
10795592,1,4.0,Electrical engineering,Digital communication
9692759,0,4.0,Electrical engineering,Digital communication
4026865,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
9057970,0,9.0,Instruments,Optics
5219608,1,8.0,Electrical engineering,Semiconductors
7060864,0,14.0,Chemistry,Organic fine chemistry
6033456,0,20.0,Chemistry,"Materials, metallurgy"
10187173,1,9.0,Instruments,Optics
7239638,0,4.0,Electrical engineering,Digital communication
6078048,0,10.0,Instruments,Measurement
10028374,0,2.0,Electrical engineering,Audio-visual technology
10619688,1,32.0,Mechanical engineering,Transport
9884342,0,21.0,Chemistry,"Surface technology, coating"
6260402,0,26.0,Mechanical engineering,Machine tools
5687041,0,2.0,Electrical engineering,Audio-visual technology
7722879,0,16.0,Chemistry,Pharmaceuticals
4678580,1,19.0,Chemistry,Basic materials chemistry 
4380242,0,31.0,Mechanical engineering,Mechanical elements
8759690,0,8.0,Electrical engineering,Semiconductors
5489190,1,27.0,Mechanical engineering,"Engines, pumps, turbines"
7733293,0,33.0,Other fields,"Furniture, games"
4068268,0,2.0,Electrical engineering,Audio-visual technology
4985190,0,29.0,Mechanical engineering,Other special machines
10955526,2,3.0,Electrical engineering,Telecommunications
5165707,0,32.0,Mechanical engineering,Transport
11208021,0,32.0,Mechanical engineering,Transport
4739338,0,28.0,Mechanical engineering,Textile and paper machines
7121167,0,26.0,Mechanical engineering,Machine tools
8462169,1,6.0,Electrical engineering,Computer technology
5915130,0,4.0,Electrical engineering,Digital communication
4765915,1,28.0,Mechanical engineering,Textile and paper machines
9927856,0,6.0,Electrical engineering,Computer technology
8859831,0,19.0,Chemistry,Basic materials chemistry 
5345322,1,19.0,Chemistry,Basic materials chemistry 
5017310,0,23.0,Chemistry,Chemical engineering
11319489,3,28.0,Mechanical engineering,Textile and paper machines
10872128,2,7.0,Electrical engineering,IT methods for management
10137358,0,12.0,Instruments,Control
6593455,1,16.0,Chemistry,Pharmaceuticals
11206732,0,2.0,Electrical engineering,Audio-visual technology
4235899,1,16.0,Chemistry,Pharmaceuticals
10272967,0,32.0,Mechanical engineering,Transport
6956577,0,2.0,Electrical engineering,Audio-visual technology
7802495,1,35.0,Other fields,Civil engineering
11182029,0,6.0,Electrical engineering,Computer technology
8734866,1,18.0,Chemistry,Food chemistry
11207110,0,13.0,Instruments,Medical technology
9123685,0,8.0,Electrical engineering,Semiconductors
6550582,0,12.0,Instruments,Control
10797477,1,32.0,Mechanical engineering,Transport
10285223,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
7497477,0,31.0,Mechanical engineering,Mechanical elements
10335901,2,26.0,Mechanical engineering,Machine tools
4947988,0,25.0,Mechanical engineering,Handling
3961658,1,24.0,Chemistry,Environmental technology
11438490,0,2.0,Electrical engineering,Audio-visual technology
9890240,0,8.0,Electrical engineering,Semiconductors
5689617,0,6.0,Electrical engineering,Computer technology
8427325,2,12.0,Instruments,Control
7870211,0,4.0,Electrical engineering,Digital communication
4059594,1,19.0,Chemistry,Basic materials chemistry 
7071896,0,4.0,Electrical engineering,Digital communication
7834937,2,5.0,Electrical engineering,Basic communication processes
7082855,0,31.0,Mechanical engineering,Mechanical elements
10684104,1,17.0,Chemistry,"Macromolecular chemistry, polymers"
6080400,1,16.0,Chemistry,Pharmaceuticals
11095471,3,6.0,Electrical engineering,Computer technology
7205107,0,16.0,Chemistry,Pharmaceuticals
9131885,0,13.0,Instruments,Medical technology
6394958,0,13.0,Instruments,Medical technology
4732906,0,14.0,Chemistry,Organic fine chemistry
6148744,0,30.0,Mechanical engineering,Thermal processes and apparatus
11384441,1,24.0,Chemistry,Environmental technology
4370007,0,33.0,Other fields,"Furniture, games"
7057211,2,22.0,Chemistry,Micro-structural and nano-technology
8239227,0,7.0,Electrical engineering,IT methods for management
5409309,0,33.0,Other fields,"Furniture, games"
6865437,0,8.0,Electrical engineering,Semiconductors
7741524,1,14.0,Chemistry,Organic fine chemistry
7688140,0,5.0,Electrical engineering,Basic communication processes
7878725,0,9.0,Instruments,Optics
9668295,0,4.0,Electrical engineering,Digital communication
11078961,1,20.0,Chemistry,"Materials, metallurgy"
5363507,1,7.0,Electrical engineering,IT methods for management
9618415,0,10.0,Instruments,Measurement
10247643,2,31.0,Mechanical engineering,Mechanical elements
11014405,1,17.0,Chemistry,"Macromolecular chemistry, polymers"
8114363,1,20.0,Chemistry,"Materials, metallurgy"
5857637,0,25.0,Mechanical engineering,Handling
9970262,0,35.0,Other fields,Civil engineering
9962407,2,15.0,Chemistry,Biotechnology
5897414,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
11112204,0,29.0,Mechanical engineering,Other special machines
7239380,0,10.0,Instruments,Measurement
5100599,0,21.0,Chemistry,"Surface technology, coating"
4391359,0,25.0,Mechanical engineering,Handling
5829729,0,33.0,Other fields,"Furniture, games"
4390555,0,18.0,Chemistry,Food chemistry
7136393,0,4.0,Electrical engineering,Digital communication
9352058,1,19.0,Chemistry,Basic materials chemistry 
11155713,2,10.0,Instruments,Measurement
4842466,0,31.0,Mechanical engineering,Mechanical elements
9343911,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
9070544,1,26.0,Mechanical engineering,Machine tools
4029534,1,29.0,Mechanical engineering,Other special machines
7914161,0,32.0,Mechanical engineering,Transport
6074973,0,23.0,Chemistry,Chemical engineering
11408313,1,32.0,Mechanical engineering,Transport
7387019,0,10.0,Instruments,Measurement
6677033,1,28.0,Mechanical engineering,Textile and paper machines
9016668,0,29.0,Mechanical engineering,Other special machines
6271775,1,6.0,Electrical engineering,Computer technology
6714956,0,5.0,Electrical engineering,Basic communication processes
5626525,1,2.0,Electrical engineering,Audio-visual technology
9826852,1,25.0,Mechanical engineering,Handling
5024882,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
9143420,1,4.0,Electrical engineering,Digital communication
4167326,0,9.0,Instruments,Optics
8863085,0,6.0,Electrical engineering,Computer technology
9354703,0,6.0,Electrical engineering,Computer technology
10432797,0,2.0,Electrical engineering,Audio-visual technology
4759974,1,20.0,Chemistry,"Materials, metallurgy"
4910774,1,12.0,Instruments,Control
8061781,0,32.0,Mechanical engineering,Transport
7531031,0,14.0,Chemistry,Organic fine chemistry
9964288,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
8839188,0,6.0,Electrical engineering,Computer technology
6050475,0,26.0,Mechanical engineering,Machine tools
9958749,1,34.0,Other fields,Other consumer goods
8133899,1,14.0,Chemistry,Organic fine chemistry
10448960,0,13.0,Instruments,Medical technology
8402667,0,10.0,Instruments,Measurement
7249372,0,7.0,Electrical engineering,IT methods for management
5775427,0,35.0,Other fields,Civil engineering
8016488,0,31.0,Mechanical engineering,Mechanical elements
6065705,1,25.0,Mechanical engineering,Handling
4132287,0,35.0,Other fields,Civil engineering
6141423,1,4.0,Electrical engineering,Digital communication
11048972,2,7.0,Electrical engineering,IT methods for management
4350456,0,28.0,Mechanical engineering,Textile and paper machines
11412465,0,4.0,Electrical engineering,Digital communication
11079898,1,9.0,Instruments,Optics
9254410,0,33.0,Other fields,"Furniture, games"
5533945,0,31.0,Mechanical engineering,Mechanical elements
4321930,1,16.0,Chemistry,Pharmaceuticals
6997310,0,34.0,Other fields,Other consumer goods
8334894,0,10.0,Instruments,Measurement
5559549,0,4.0,Electrical engineering,Digital communication
8806643,0,4.0,Electrical engineering,Digital communication
5163052,0,6.0,Electrical engineering,Computer technology
6042300,0,29.0,Mechanical engineering,Other special machines
9718027,0,24.0,Chemistry,Environmental technology
10398059,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
5084711,0,3.0,Electrical engineering,Telecommunications
11350218,2,8.0,Electrical engineering,Semiconductors
11419586,0,13.0,Instruments,Medical technology
9219383,1,8.0,Electrical engineering,Semiconductors
8376483,0,34.0,Other fields,Other consumer goods
8655403,1,2.0,Electrical engineering,Audio-visual technology
4251556,0,18.0,Chemistry,Food chemistry
6742792,0,32.0,Mechanical engineering,Transport
9932441,0,17.0,Chemistry,"Macromolecular chemistry, polymers"
9722648,0,3.0,Electrical engineering,Telecommunications
11263938,0,2.0,Electrical engineering,Audio-visual technology
8351100,0,9.0,Instruments,Optics
10488233,0,10.0,Instruments,Measurement
4288396,1,32.0,Mechanical engineering,Transport
8591828,0,10.0,Instruments,Measurement
10925358,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
11076601,0,19.0,Chemistry,Basic materials chemistry 
9609132,2,4.0,Electrical engineering,Digital communication
6417744,1,8.0,Electrical engineering,Semiconductors
9829532,1,10.0,Instruments,Measurement
7863493,0,14.0,Chemistry,Organic fine chemistry
8268094,1,23.0,Chemistry,Chemical engineering
6486932,0,9.0,Instruments,Optics
10355732,0,3.0,Electrical engineering,Telecommunications
9160647,0,4.0,Electrical engineering,Digital communication
8310858,0,6.0,Electrical engineering,Computer technology
4968844,0,14.0,Chemistry,Organic fine chemistry
10047971,1,4.0,Electrical engineering,Digital communication
5053861,0,2.0,Electrical engineering,Audio-visual technology
4271169,0,14.0,Chemistry,Organic fine chemistry
4258374,0,28.0,Mechanical engineering,Textile and paper machines
10290613,1,22.0,Chemistry,Micro-structural and nano-technology
11253149,0,9.0,Instruments,Optics
11102938,0,29.0,Mechanical engineering,Other special machines
10255591,0,7.0,Electrical engineering,IT methods for management
6196565,0,13.0,Instruments,Medical technology
4149484,0,25.0,Mechanical engineering,Handling
10369533,1,24.0,Chemistry,Environmental technology
5812819,0,4.0,Electrical engineering,Digital communication
4077855,0,21.0,Chemistry,"Surface technology, coating"
10225864,0,4.0,Electrical engineering,Digital communication
8548216,0,6.0,Electrical engineering,Computer technology
8989134,0,4.0,Electrical engineering,Digital communication
10732531,0,9.0,Instruments,Optics
6291352,0,8.0,Electrical engineering,Semiconductors
5617957,0,9.0,Instruments,Optics
5644240,0,13.0,Instruments,Medical technology
8291537,1,13.0,Instruments,Medical technology
8988319,0,32.0,Mechanical engineering,Transport
8954827,0,4.0,Electrical engineering,Digital communication
9243194,0,19.0,Chemistry,Basic materials chemistry 
8302416,0,2.0,Electrical engineering,Audio-visual technology
6950780,1,9.0,Instruments,Optics
9409216,1,23.0,Chemistry,Chemical engineering
4337257,0,16.0,Chemistry,Pharmaceuticals
5577050,0,6.0,Electrical engineering,Computer technology
8281144,0,4.0,Electrical engineering,Digital communication
10390429,1,3.0,Electrical engineering,Telecommunications
7410093,0,2.0,Electrical engineering,Audio-visual technology
9813092,0,3.0,Electrical engineering,Telecommunications
9035733,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
7895032,0,6.0,Electrical engineering,Computer technology
7548803,0,32.0,Mechanical engineering,Transport
7325206,0,8.0,Electrical engineering,Semiconductors
7935849,0,14.0,Chemistry,Organic fine chemistry
4633082,0,1.0,Electrical engineering,"Electrical machinery, apparatus, energy"
7200389,2,6.0,Electrical engineering,Computer technology
8813193,0,4.0,Electrical engineering,Digital communication
