patent_id,ipc_sequence,classification_level,section,ipc_class,subclass,main_group,subgroup,symbol_position,classification_value,classification_status,classification_data_source,action_date,ipc_version_indicator
4697846,0,,A,47,C,3,00,,,,,,
10153933,0,A,H,4,L,27,26,F,I,B,H,2018-12-11,2006-01-01
10846040,1,A,H,4,M,1,0,L,I,B,H,2020-11-24,2006-01-01
7206991,0,A,G,11,C,29,00,F,I,B,H,2007-04-17,2006-01-01
9714547,1,A,F,16,L,25,06,L,I,B,H,2017-07-25,2006-01-01
9108120,3,A,B,1,B,1,00,L,I,B,H,2015-08-18,2006-01-01
10502912,0,A,G,2,B,6,44,F,I,B,H,2019-12-10,2006-01-01
9808007,0,A,A,1,N,43,56,F,I,B,H,2017-11-07,2006-01-01
11286400,1,A,A,43,B,1,14,L,I,B,H,2022-03-29,2006-01-01
5834739,3,,B,1,F,13,08,,,,,,
10998347,11,A,H,1,L,27,32,L,N,B,H,2021-05-04,2006-01-01
9518876,4,A,G,1,L,5,16,L,I,B,H,2016-12-13,2006-01-01
9370936,1,A,B,41,J,2,21,L,I,B,H,2016-06-21,2006-01-01
4494705,0,,B,65,H,29,70,,,,,,
7599390,0,A,H,4,J,3,00,F,I,B,H,2009-10-06,2006-01-01
9981615,9,A,H,4,W,84,12,L,N,B,H,2018-05-29,2009-01-01
10651089,2,A,H,1,L,21,265,L,I,B,H,2020-05-12,2006-01-01
8438320,0,A,G,6,F,13,00,F,I,B,H,2013-05-07,2006-01-01
6222457,0,,G,8,B,21,00,,,,,,
6882164,0,,G,1,R,027,/26,,,,,,
7878671,0,A,F,21,V,33,00,F,I,B,H,2011-02-01,2006-01-01
8739924,0,A,E,4,B,1,82,F,I,B,H,2014-06-03,2006-01-01
9607173,1,A,H,4,L,9,00,L,I,B,H,2017-03-28,2006-01-01
10098692,1,A,A,61,B,18,14,L,I,B,H,2018-10-16,2006-01-01
10958856,6,A,H,4,N,5,378,L,N,B,H,2021-03-23,2011-01-01
5547098,0,,B,65,D,21,02,,,,,,
10220779,10,A,F,21,S,41,16,L,I,B,H,2019-03-05,2018-01-01
9463192,9,A,C,7,D,239,47,L,I,B,H,2016-10-11,2006-01-01
5252801,0,,B,23,K,11,10,,,,,,
10103158,5,A,G,6,F,12,6,L,I,B,H,2018-10-16,2006-01-01
10109096,3,A,H,4,L,29,8,L,I,B,H,2018-10-23,2006-01-01
9468157,1,A,E,4,H,1,04,L,I,B,H,2016-10-18,2006-01-01
10495240,0,A,F,16,L,11,0,F,I,B,H,2019-12-03,2006-01-01
10839984,1,A,H,1,B,7,14,L,I,B,H,2020-11-17,2006-01-01
11233154,0,A,H,1,L,21,786,F,I,B,H,2022-01-25,2006-01-01
10911699,3,A,H,4,N,5,3745,L,I,B,H,2021-02-02,2011-01-01
11400586,1,A,B,25,J,9,10,L,I,B,H,2022-08-02,2006-01-01
7255696,0,A,A,61,B,18,14,F,I,B,H,2007-08-14,2006-01-01
5547605,2,,C,9,K,19;,3034,,,,,,
10822748,1,A,B,61,D,15,8,L,I,B,H,2020-11-03,2006-01-01
10667388,0,A,H,5,K,1,2,F,I,B,H,2020-05-26,2006-01-01
10075869,8,A,H,4,L,12,801,L,I,B,H,2018-09-11,2013-01-01
9102276,0,A,B,60,R,7,04,F,I,B,H,2015-08-11,2006-01-01
10207759,2,A,B,62,J,6,4,L,I,B,H,2019-02-19,2006-01-01
7820565,1,A,B,32,B,27,04,L,I,B,H,2010-10-26,2006-01-01
5324491,0,,C,1,G,43,00,,,,,,
6583803,0,,G,1,D,15,16,,,,,,
10497244,3,A,G,8,B,21,14,L,I,B,H,2019-12-03,2006-01-01
9235099,0,A,G,2,F,1,03,F,I,B,H,2016-01-12,2006-01-01
8610162,0,A,H,1,L,33,00,F,I,B,H,2013-12-17,2010-01-01
7043046,1,A,H,4,R,7,00,L,N,B,H,2006-05-09,2006-01-01
7498573,0,A,G,1,N,23,223,F,I,B,H,2009-03-03,2006-01-01
9926210,2,A,C,2,F,1,78,L,I,B,H,2018-03-27,2006-01-01
9744279,0,A,A,61,M,1,10,F,I,B,H,2017-08-29,2006-01-01
9201386,1,A,G,3,G,21,16,L,I,B,H,2015-12-01,2006-01-01
10435566,4,A,C,7,D,277,82,L,I,B,H,2019-10-08,2006-01-01
8921673,3,A,A,1,H,5,10,L,I,B,H,2014-12-30,2006-01-01
9512032,6,A,C,3,C,8,02,L,I,B,H,2016-12-06,2006-01-01
9463574,2,A,G,5,D,1,02,L,I,B,H,2016-10-11,2006-01-01
4192990,1,,B,30,B,15,34,,,,,,
6361371,0,,H,1,R,13,64,,,,,,
5884127,0,,G,3,G,15,01,,,,,,
11261544,1,A,D,4,H,1,56,L,I,B,H,2022-03-01,2006-01-01
4432463,0,,B,65,D,6,24,,,,,,
10615863,4,A,H,4,B,17,336,L,I,B,H,2020-04-07,2015-01-01
7091993,1,A,G,6,F,12,06,L,I,B,H,2006-08-15,2006-01-01
9581043,0,A,F,4,D,29,04,F,I,B,H,2017-02-28,2006-01-01
8325296,4,A,B,32,B,5,02,L,I,B,H,2012-12-04,2006-01-01
11308697,0,A,G,6,T,19,0,F,I,B,H,2022-04-19,2011-01-01
9297824,0,A,G,1,P,15,105,F,I,B,H,2016-03-29,2006-01-01
9726168,1,A,F,4,B,23,04,L,I,B,H,2017-08-08,2006-01-01
11019337,6,A,H,4,N,19,152,L,I,B,H,2021-05-25,2014-01-01
9040775,0,A,C,12,N,15,82,F,I,B,H,2015-05-26,2006-01-01
5285185,1,,G,6,F,1,035,,,,,,
7328163,1,A,G,6,Q,40,00,L,I,B,H,2008-02-05,2006-01-01
10560652,6,A,H,4,N,5,372,L,I,B,H,2020-02-11,2011-01-01
6379296,0,,A,61,B,1,06,,,,,,
9586379,6,A,B,32,B,5,02,L,I,B,H,2017-03-07,2006-01-01
5792897,0,,C,7,C,7,12,,,,,,
9971330,2,A,G,6,F,3,0484,L,I,B,H,2018-05-15,2013-01-01
9527107,7,A,C,23,C,14,34,L,I,B,H,2016-12-27,2006-01-01
11302182,0,A,G,8,G,1,17,F,I,B,H,2022-04-12,2006-01-01
10160629,0,A,B,66,F,11,4,F,I,B,H,2018-12-25,2006-01-01
9857504,2,A,G,2,B,6,122,L,I,B,H,2018-01-02,2006-01-01
5892596,0,,H,4,N,1,62,,,,,,
9067821,3,A,D,6,M,11,79,L,I,B,H,2015-06-30,2006-01-01
9343721,2,A,C,8,G,18,40,L,I,B,H,2016-05-17,2006-01-01
11270328,1,A,G,6,Q,30,2,L,I,B,H,2022-03-08,2012-01-01
10022929,1,A,B,60,C,9,20,L,I,B,H,2018-07-17,2006-01-01
11371909,1,A,G,1,L,5,0,L,I,B,H,2022-06-28,2006-01-01
10735846,6,A,H,4,M,1,60,L,I,B,H,2020-08-04,2006-01-01
5803027,0,,F,2,B,39,04,,,,,,
8889478,1,A,H,1,L,21,8239,L,I,B,H,2014-11-18,2006-01-01
11147033,2,A,H,4,L,27,26,L,I,B,H,2021-10-12,2006-01-01
9970129,3,A,D,6,N,3,12,L,I,B,H,2018-05-15,2006-01-01
10844218,1,A,C,8,G,59,0,L,I,B,H,2020-11-24,2006-01-01
10619782,1,A,F,16,L,55,10,L,I,B,H,2020-04-14,2006-01-01
4939134,0,,A,61,K,31,56,,,,,,
9866121,2,A,G,1,R,21,00,L,I,B,H,2018-01-09,2006-01-01
10317816,1,A,G,3,G,21,18,L,I,B,H,2019-06-11,2006-01-01
10055204,1,A,G,6,F,8,35,L,I,B,H,2018-08-21,2018-01-01
9796837,10,A,C,8,G,77,18,L,N,B,H,2017-10-24,2006-01-01
10456084,3,A,A,61,B,5,20,L,I,B,H,2019-10-29,2006-01-01
10128302,10,A,G,1,J,5,12,L,I,B,H,2018-11-13,2006-01-01
9741844,5,A,H,1,L,29,423,L,N,B,H,2017-08-22,2006-01-01
9327725,4,A,B,62,K,5,00,L,N,B,H,2016-05-03,2013-01-01
4156301,0,,E,5,D,7,04,,,,,,
6812340,0,,C,7,H,21,02,,,,,,
9360371,1,A,G,8,B,13,181,L,I,B,H,2016-06-07,2006-01-01
11315693,5,A,H,4,L,67,12,L,I,B,H,2022-04-26,2022-01-01
9622601,0,A,A,47,G,1,17,F,I,B,H,2017-04-18,2006-01-01
10729727,0,A,A,61,K,35,28,F,I,B,H,2020-08-04,2015-01-01
9780126,5,A,H,1,L,27,32,L,I,B,H,2017-10-03,2006-01-01
10466039,2,A,G,11,B,11,6,L,I,B,H,2019-11-05,2006-01-01
9090815,4,A,B,9,C,1,00,L,N,B,H,2015-07-28,2006-01-01
10212081,2,A,H,4,L,12,761,L,I,B,H,2019-02-19,2013-01-01
9338412,5,A,H,4,L,25,08,L,I,B,H,2016-05-10,2006-01-01
8951787,1,A,C,12,M,1,26,L,I,B,H,2015-02-10,2006-01-01
10213154,0,A,A,61,B,5,0,F,I,B,H,2019-02-26,2006-01-01
11224969,9,A,B,60,W,10,20,L,I,B,H,2022-01-18,2006-01-01
10792453,1,A,A,61,M,16,10,L,I,B,H,2020-10-06,2006-01-01
10776636,2,A,H,4,N,13,239,L,I,B,H,2020-09-15,2018-01-01
RE48131,0,A,H,4,L,12,851,F,I,B,H,2020-07-28,2013-01-01
D391922,0,,D,13,03,,,,,,,,
5195395,0,,B,62,D,1,06,,,,,,
7453316,0,A,H,3,F,3,38,F,I,B,H,2008-11-18,2006-01-01
8914300,0,A,G,6,Q,10,00,F,I,B,H,2014-12-16,2012-01-01
10149562,0,A,A,47,G,19,23,F,I,B,H,2018-12-11,2006-01-01
9969034,4,A,B,23,P,15,02,L,I,B,H,2018-05-15,2006-01-01
10487144,3,A,C,7,K,16,22,L,I,B,H,2019-11-26,2006-01-01
4767421,3,,B,32,B,17,06,,,,,,
4488055,1,,F,3,D,1,04,,,,,,
6058020,0,,H,5,K,7,02,,,,,,
8219379,1,A,G,6,F,13,00,L,I,B,H,2012-07-10,2006-01-01
10919239,0,A,B,29,C,70,38,F,I,B,H,2021-02-16,2006-01-01
11369956,3,A,H,2,M,3,156,L,I,B,H,2022-06-28,2006-01-01
8655310,1,A,H,4,M,1,68,L,I,B,H,2014-02-18,2006-01-01
10397564,5,A,H,4,N,7,18,L,I,B,H,2019-08-27,2006-01-01
4984225,1,,G,11,B,11,10,,,,,,
6191914,0,,G,11,B,17,04,,,,,,
11065191,6,A,C,8,F,220,12,L,I,B,H,2021-07-20,2006-01-01
5118640,0,,H,1,L,21,70,,,,,,
8892801,2,A,G,6,F,13,38,L,I,B,H,2014-11-18,2006-01-01
8816614,1,A,H,2,P,6,12,L,I,B,H,2014-08-26,2006-01-01
6883850,0,,B,60,R,011,/02,,,,,,
11030297,4,A,H,4,L,9,32,L,I,B,H,2021-06-08,2006-01-01
11197841,4,A,A,61,K,47,36,L,I,B,H,2021-12-14,2006-01-01
5858781,0,,C,12,N,5,06,,,,,,
10108098,3,A,H,2,K,41,2,L,I,B,H,2018-10-23,2006-01-01
5104915,0,,C,8,L,1,18,,,,,,
5277960,1,,B,32,B,15,08,,,,,,
11351071,0,A,A,61,F,15,0,F,I,B,H,2022-06-07,2006-01-01
7612022,0,A,C,9,K,8,68,F,I,B,H,2009-11-03,2006-01-01
8285487,1,A,G,1,N,33,00,L,N,B,H,2012-10-09,2006-01-01
10261058,3,A,G,6,F,19,18,L,I,B,H,2019-04-16,2011-01-01
8563290,4,A,C,12,N,15,75,L,N,B,H,2013-10-22,2006-01-01
5522773,0,,A,63,G,13,06,,,,,,
9114012,2,A,A,61,F,2,38,L,I,B,H,2015-08-25,2006-01-01
10588060,7,A,H,4,W,36,2,L,N,B,H,2020-03-10,2009-01-01
8289355,0,A,B,41,J,2,435,F,I,B,H,2012-10-16,2006-01-01
5523444,1,,C,7,F,7,16,,,,,,
10925548,4,A,G,16,H,50,20,L,I,B,H,2021-02-23,2018-01-01
6246892,0,,A,61,B,5,00,,,,,,
8916561,2,A,C,7,D,241,44,L,I,B,H,2014-12-23,2006-01-01
9093922,1,A,H,2,J,3,38,L,N,B,H,2015-07-28,2006-01-01
11038585,0,A,H,4,B,7,185,F,I,B,H,2021-06-15,2006-01-01
7329668,5,A,C,7,D,491,00,L,I,B,H,2008-02-12,2006-01-01
9555972,1,A,B,65,G,17,40,L,I,B,H,2017-01-31,2006-01-01
6314469,0,,G,6,F,15,16,,,,,,
9399746,10,A,C,7,C,2,06,L,N,B,H,2016-07-26,2006-01-01
9670593,0,A,C,30,B,15,02,F,I,B,H,2017-06-06,2006-01-01
9184042,1,A,H,1,L,21,31,L,I,B,H,2015-11-10,2006-01-01
10513551,9,A,C,7,K,16,0,L,I,B,H,2019-12-24,2006-01-01
9273205,5,A,C,8,L,33,14,L,I,B,H,2016-03-01,2006-01-01
9155022,15,A,H,4,W,8,22,L,I,B,H,2015-10-06,2009-01-01
9854414,3,A,H,4,L,5,14,L,I,B,H,2017-12-26,2006-01-01
9163205,4,A,D,6,C,15,00,L,N,B,H,2015-10-20,2006-01-01
9198369,4,A,A,1,G,1,00,L,I,B,H,2015-12-01,2006-01-01
9356021,5,A,H,1,L,21,8234,L,I,B,H,2016-05-31,2006-01-01
10232542,9,A,D,1,F,6,62,L,I,B,H,2019-03-19,2006-01-01
10000026,3,A,B,29,C,35,8,L,I,B,H,2018-06-19,2006-01-01
9276985,0,A,H,4,L,12,26,F,I,B,H,2016-03-01,2006-01-01
6173361,0,,G,6,F,13,00,,,,,,
6919427,0,,A,61,K,038,/00,,,,,,
6258647,1,,H,1,L,21,4763,,,,,,
11043314,1,A,H,5,K,9,0,L,I,B,H,2021-06-22,2006-01-01
9427824,3,A,B,23,K,26,38,L,I,B,H,2016-08-30,2014-01-01
4140834,2,,B,5,D,3,12,,,,,,
10062451,5,A,G,11,C,29,16,L,I,B,H,2018-08-28,2006-01-01
9923243,0,A,H,1,M,4,13,F,I,B,H,2018-03-20,2010-01-01
8810795,0,A,G,1,N,21,55,F,I,B,H,2014-08-19,2014-01-01
10469526,3,A,G,8,B,23,0,L,I,B,H,2019-11-05,2006-01-01
10987900,11,A,B,23,K,26,2,L,I,B,H,2021-04-27,2014-01-01
8575554,0,A,G,1,T,1,164,F,I,B,H,2013-11-05,2006-01-01
11239695,4,A,H,2,J,7,0,L,I,B,H,2022-02-01,2006-01-01
9866040,2,A,H,2,J,7,00,L,I,B,H,2018-01-09,2006-01-01
4558041,0,,C,7,J,1,00,,,,,,
9153547,9,A,H,5,K,1,03,L,I,B,H,2015-10-06,2006-01-01
7953120,1,A,G,1,R,31,08,L,I,B,H,2011-05-31,2006-01-01
10668051,11,A,C,7,D,401,12,L,I,B,H,2020-06-02,2006-01-01
10380715,2,A,G,6,T,19,0,L,I,B,H,2019-08-13,2011-01-01
6982448,1,A,H,1,L,29,94,L,I,B,H,2006-01-03,2006-01-01
9943683,3,A,A,61,N,1,372,L,I,B,H,2018-04-17,2006-01-01
10453848,5,A,H,1,L,27,92,L,I,B,H,2019-10-22,2006-01-01
9269119,3,A,A,61,B,5,00,L,I,B,H,2016-02-23,2006-01-01
8889800,9,A,B,5,D,3,02,L,I,B,H,2014-11-18,2006-01-01
9049823,1,A,A,23,J,3,16,L,I,B,H,2015-06-09,2006-01-01
4979946,1,,A,61,F,13,00,,,,,,
7189732,0,A,A,1,N,43,90,F,I,B,H,2007-03-13,2006-01-01
9903297,2,A,F,2,D,41,14,L,I,B,H,2018-02-27,2006-01-01
10578173,3,A,F,16,D,13,56,L,I,B,H,2020-03-03,2006-01-01
8907989,1,A,G,6,K,9,00,L,I,B,H,2014-12-09,2006-01-01
11266620,0,A,A,61,K,31,198,F,I,B,H,2022-03-08,2006-01-01
5938602,0,,A,61,B,5,00,,,,,,
9000045,26,A,C,7,D,307,68,L,I,B,H,2015-04-07,2006-01-01
10987439,0,A,A,61,L,2,10,F,I,B,H,2021-04-27,2006-01-01
10267076,0,A,E,6,B,1,4,F,I,B,H,2019-04-23,2006-01-01
9063032,1,A,G,6,E,3,00,L,I,B,H,2015-06-23,2006-01-01
10721834,2,A,H,5,K,5,0,L,I,B,H,2020-07-21,2006-01-01
5536352,0,,B,32,B,31,12,,,,,,
9561391,0,A,A,45,D,42,14,F,I,B,H,2017-02-07,2006-01-01
11130815,10,A,A,61,P,25,28,L,I,B,H,2021-09-28,2006-01-01
9531474,1,A,H,4,B,10,2575,L,I,B,H,2016-12-27,2013-01-01
9835200,1,A,F,16,C,23,08,L,I,B,H,2017-12-05,2006-01-01
9516662,5,A,H,4,L,12,26,L,I,B,H,2016-12-06,2006-01-01
9258617,18,A,H,4,N,21,845,L,I,B,H,2016-02-09,2011-01-01
10742941,5,A,G,2,B,26,6,L,N,B,H,2020-08-11,2006-01-01
6833924,0,,G,1,B,11,14,,,,,,
5020350,2,,B,21,D,37,18,,,,,,
5734759,0,,H,4,N,1,192,,,,,,
10686778,2,A,G,6,F,21,12,L,I,B,H,2020-06-16,2013-01-01
10968745,0,A,F,1,D,5,32,F,I,B,H,2021-04-06,2006-01-01
5806980,0,,G,1,K,7,04,,,,,,
10153450,2,A,C,7,F,7,8,L,I,B,H,2018-12-11,2006-01-01
9249012,1,A,B,81,C,1,00,L,I,B,H,2016-02-02,2006-01-01
9188060,5,A,F,16,C,3,20,L,I,B,H,2015-11-17,2006-01-01
9798425,3,A,G,2,F,1,1362,L,N,B,H,2017-10-24,2006-01-01
10968244,7,A,C,7,D,409,4,L,I,B,H,2021-04-06,2006-01-01
5307828,0,,A,45,B,9,04,,,,,,
7475707,1,A,D,3,D,39,02,L,I,B,H,2009-01-13,2006-01-01
11195281,1,A,G,6,T,7,0,L,I,B,H,2021-12-07,2017-01-01
9019227,0,A,G,6,F,3,041,F,I,B,H,2015-04-28,2006-01-01
10681937,4,A,A,24,D,3,12,L,I,B,H,2020-06-16,2006-01-01
9907280,0,A,A,1,H,5,10,F,I,B,H,2018-03-06,2006-01-01
6324789,1,,E,5,F,11,00,,,,,,
9131426,5,A,H,4,W,4,00,L,N,B,H,2015-09-08,2009-01-01
11286893,4,A,G,1,F,1,68,L,I,B,H,2022-03-29,2006-01-01
9055202,0,A,H,4,N,7,18,F,I,B,H,2015-06-09,2006-01-01
9394426,6,A,C,8,K,3,36,L,I,B,H,2016-07-19,2006-01-01
4155349,1,,G,8,B,17,04,,,,,,
11195929,6,A,H,1,L,29,423,L,I,B,H,2021-12-07,2006-01-01
4038140,2,,C,8,L,5,00,,,,,,
9361447,6,A,H,4,L,29,06,L,N,B,H,2016-06-07,2006-01-01
10731565,3,A,B,33,Y,30,0,L,N,B,H,2020-08-04,2015-01-01
9682246,1,A,A,61,N,1,40,L,I,B,H,2017-06-20,2006-01-01
9755033,5,A,H,1,L,21,3105,L,I,B,H,2017-09-05,2006-01-01
10857716,3,A,B,29,C,49,46,L,I,B,H,2020-12-08,2006-01-01
7390726,0,A,H,1,L,21,479,F,I,B,H,2008-06-24,2006-01-01
10381381,0,A,H,1,L,27,12,F,I,B,H,2019-08-13,2006-01-01
6187134,0,,H,1,L,21,00,,,,,,
9902546,1,A,B,65,D,81,32,L,I,B,H,2018-02-27,2006-01-01
10160756,5,A,A,61,K,31,454,L,I,B,H,2018-12-25,2006-01-01
5722300,0,,B,62,D,1,18,,,,,,
5321281,0,,H,1,L,29,00,,,,,,
10781610,0,A,E,5,B,47,0,F,I,B,H,2020-09-22,2006-01-01
5538502,0,,A,61,F,13,00,,,,,,
8871665,4,A,B,1,J,29,90,L,I,B,H,2014-10-28,2006-01-01
10410650,8,A,G,10,L,21,216,L,N,B,H,2019-09-10,2013-01-01
9789965,7,A,F,16,M,13,00,L,N,B,H,2017-10-17,2006-01-01
7839596,0,A,G,11,B,21,02,F,I,B,H,2010-11-23,2006-01-01
8002457,5,A,F,17,C,11,00,L,I,B,H,2011-08-23,2006-01-01
7247498,2,A,G,1,N,33,18,L,I,B,H,2007-07-24,2006-01-01
4961361,0,,G,10,C,3,10,,,,,,
10027576,0,A,H,4,L,12,721,L,I,B,H,2018-07-17,2013-01-01
8221400,0,A,A,61,B,18,18,F,I,B,H,2012-07-17,2006-01-01
9555121,5,A,A,61,K,9,48,L,I,B,H,2017-01-31,2006-01-01
11381549,1,A,G,6,F,15,16,L,I,B,H,2022-07-05,2006-01-01
4238832,1,,G,6,F,15,02,,,,,,
9503143,0,A,H,4,B,1,38,F,I,B,H,2016-11-22,2015-01-01
11302100,1,A,G,6,F,16,583,L,I,B,H,2022-04-12,2019-01-01
7168034,1,A,G,6,F,17,00,L,I,B,H,2007-01-23,2006-01-01
10678046,2,A,B,81,C,1,0,L,I,B,H,2020-06-09,2006-01-01
10703934,11,A,C,8,F,283,0,L,I,B,H,2020-07-07,2006-01-01
11214189,3,A,H,4,N,5,235,L,I,B,H,2022-01-04,2006-01-01
7744486,0,A,A,63,B,53,04,F,I,B,H,2010-06-29,2006-01-01
4801610,0,,A,61,K,31,22,,,,,,
10392405,0,A,C,7,D,498,8,F,I,B,H,2019-08-27,2006-01-01
10899303,2,A,B,60,R,21,26,L,I,B,H,2021-01-26,2011-01-01
4971955,0,,A,61,K,31,715,,,,,,
10210568,4,A,G,6,Q,40,4,L,I,B,H,2019-02-19,2012-01-01
11298385,6,A,C,12,N,1,20,L,I,B,H,2022-04-12,2006-01-01
8005261,0,A,G,6,K,9,00,F,I,B,H,2011-08-23,2006-01-01
10594116,4,A,G,5,B,15,2,L,I,B,H,2020-03-17,2006-01-01
10742377,3,A,H,4,W,72,4,L,I,B,H,2020-08-11,2009-01-01
10681910,7,A,A,61,L,9,0,L,I,B,H,2020-06-16,2006-01-01
10622634,1,A,H,1,M,4,14,L,I,B,H,2020-04-14,2006-01-01
10594689,3,A,G,6,K,9,0,L,N,B,H,2020-03-17,2006-01-01
7787035,2,A,H,4,N,5,202,L,I,B,H,2010-08-31,2006-01-01
9544385,1,A,H,4,L,29,08,L,I,B,H,2017-01-10,2006-01-01
9876748,0,A,H,4,L,12,58,F,I,B,H,2018-01-23,2006-01-01
4975701,0,,H,3,M,1,34,,,,,,
4323334,0,,F,4,C,19,00,,,,,,
8808823,6,A,E,4,G,23,00,L,I,B,H,2014-08-19,2006-01-01
10555950,4,A,A,61,K,31,452,L,I,B,H,2020-02-11,2006-01-01
10609170,1,A,G,6,F,16,957,L,I,B,H,2020-03-31,2019-01-01
10909420,1,A,G,6,K,9,62,L,I,B,H,2021-02-02,2006-01-01
8827279,0,A,A,63,G,19,20,F,I,B,H,2014-09-09,2006-01-01
11153562,3,A,H,4,N,19,176,L,I,B,H,2021-10-19,2014-01-01
3957166,0,,B,60,P,1,64,,,,,,
8989676,0,A,H,4,B,7,00,F,I,B,H,2015-03-24,2006-01-01
9455218,5,A,H,1,L,25,00,L,I,B,H,2016-09-27,2006-01-01
6232573,0,,C,22,C,14,00,,,,,,
8526890,0,A,H,4,B,17,00,F,I,B,H,2013-09-03,2006-01-01
7157585,3,A,A,61,K,31,16,L,N,B,H,2007-01-02,2006-01-01
9222420,5,A,F,1,N,3,10,L,N,B,H,2015-12-29,2006-01-01
RE30855,0,,C,22,C,33,02,,,,,,
4821615,2,,B,26,F,1,14,,,,,,
4651977,0,,B,60,G,11,54,,,,,,
8175971,0,A,G,6,Q,40,00,F,I,B,H,2012-05-08,2012-01-01
7082572,0,A,G,9,G,5,00,F,I,B,H,2006-07-25,2006-01-01
11302307,0,A,G,10,L,15,16,F,I,B,H,2022-04-12,2006-01-01
9422881,1,A,B,60,W,10,06,L,I,B,H,2016-08-23,2006-01-01
7091096,1,A,H,1,L,39,76,L,N,B,H,2006-08-15,2006-01-01
10138965,9,A,F,16,D,125,50,L,N,B,H,2018-11-27,2012-01-01
6225049,3,,C,12,N,15,85,,,,,,
10120563,6,A,A,47,G,19,14,L,I,B,H,2018-11-06,2006-01-01
10410871,2,A,H,1,L,27,88,L,I,B,H,2019-09-10,2006-01-01
5024597,0,,F,27,B,9,00,,,,,,
9832820,4,A,H,1,H,9,20,L,I,B,H,2017-11-28,2006-01-01
10304305,8,A,G,8,B,3,10,L,I,B,H,2019-05-28,2006-01-01
10468393,7,A,H,1,L,21,677,L,I,B,H,2019-11-05,2006-01-01
7711901,1,A,G,6,F,13,00,L,I,B,H,2010-05-04,2006-01-01
8950966,3,A,A,61,M,35,00,L,I,B,H,2015-02-10,2006-01-01
11177764,0,A,H,2,S,20,23,F,I,B,H,2021-11-16,2014-01-01
7041693,2,A,C,7,D,453,02,L,I,B,H,2006-05-09,2006-01-01
8053431,5,A,A,61,P,3,04,L,N,B,H,2011-11-08,2006-01-01
8226061,0,A,A,47,F,5,00,F,I,B,H,2012-07-24,2006-01-01
10255734,2,A,H,4,K,1,0,L,I,B,H,2019-04-09,2006-01-01
10253695,1,A,F,28,F,9,2,L,I,B,H,2019-04-09,2006-01-01
4564547,0,,B,32,B,3,12,,,,,,
4299261,1,,B,65,B,3,04,,,,,,
9612402,2,A,H,1,S,5,42,L,I,B,H,2017-04-04,2006-01-01
9136392,3,A,H,1,L,29,792,L,I,B,H,2015-09-15,2006-01-01
10718625,11,A,G,10,L,17,22,L,N,B,H,2020-07-21,2013-01-01
4242834,0,,A,1,G,23,02,,,,,,
9814922,1,A,A,63,B,21,075,L,I,B,H,2017-11-14,2006-01-01
10123241,1,A,H,4,W,36,0,L,I,B,H,2018-11-06,2009-01-01
9617253,1,A,C,7,D,417,14,L,I,B,H,2017-04-11,2006-01-01
6343623,0,,F,16,L,17,03,,,,,,
9611639,6,A,C,8,K,3,04,L,I,B,H,2017-04-04,2006-01-01
10789514,34,A,G,6,T,7,73,L,I,B,H,2020-09-29,2017-01-01
10791446,8,A,H,4,W,4,38,L,I,B,H,2020-09-29,2018-01-01
9792027,3,A,G,9,B,5,06,L,N,B,H,2017-10-17,2006-01-01
10184828,1,A,G,1,J,1,42,L,I,B,H,2019-01-22,2006-01-01
8373013,0,A,C,1,C,1,20,F,I,B,H,2013-02-12,2006-01-01
9439850,4,A,C,7,C,59,42,L,I,B,H,2016-09-13,2006-01-01
9453222,1,A,A,61,K,31,7088,L,I,B,H,2016-09-27,2006-01-01
4369508,0,,G,1,S,15,96,,,,,,
9727118,0,A,G,1,R,27,26,F,I,B,H,2017-08-08,2006-01-01
10568827,10,A,A,61,K,31,702,L,I,B,H,2020-02-25,2006-01-01
10253070,0,A,A,61,K,9,0,F,I,B,H,2019-04-09,2006-01-01
4709808,0,,C,8,J,3,20,,,,,,
7015494,2,A,H,1,L,29,88,L,I,B,H,2006-03-21,2006-01-01
7738819,0,A,G,3,G,15,08,F,I,B,H,2010-06-15,2006-01-01
6288637,0,,G,8,B,29,00,,,,,,
4643982,2,,C,3,C,10,02,,,,,,
9125481,0,A,A,46,B,5,02,F,I,B,H,2015-09-08,2006-01-01
9617118,5,A,D,7,B,5,04,L,I,B,H,2017-04-11,2006-01-01
9368903,1,A,H,1,R,13,52,L,I,B,H,2016-06-14,2006-01-01
9822711,5,A,F,2,D,41,00,L,I,B,H,2017-11-21,2006-01-01
8534465,1,A,C,8,F,120,06,L,I,B,H,2013-09-17,2006-01-01
7941848,1,A,G,6,F,12,14,L,I,B,H,2011-05-10,2006-01-01
9098913,0,A,G,6,T,7,00,F,I,B,H,2015-08-04,2006-01-01
9840605,0,A,C,8,J,9,12,L,I,B,H,2017-12-12,2006-01-01
4935980,0,,E,4,H,3,20,,,,,,
9570031,3,A,G,9,G,3,00,L,I,B,H,2017-02-14,2006-01-01
8012124,0,A,A,61,M,1,00,F,I,B,H,2011-09-06,2006-01-01
9646573,15,A,G,9,G,5,391,L,I,B,H,2017-05-09,2006-01-01
11042563,1,A,G,6,F,16,25,L,I,B,H,2021-06-22,2019-01-01
9670166,5,A,C,7,D,487,04,L,I,B,H,2017-06-06,2006-01-01
11376654,3,A,B,22,D,46,0,L,I,B,H,2022-07-05,2006-01-01
4867499,0,,B,62,D,25,00,,,,,,
