patent_id,ipc_sequence,classification_level,section,ipc_class,subclass,main_group,subgroup,symbol_position,classification_value,classification_status,classification_data_source,action_date,ipc_version_indicator
9117244,3,A,G,6,Q,40,06,L,I,B,H,2015-08-25,2012-01-01
7722892,1,A,A,1,N,25,30,L,I,B,H,2010-05-25,2006-01-01
7083956,1,A,C,12,P,1,04,L,I,B,H,2006-08-01,2006-01-01
7565374,0,A,G,6,F,17,30,F,I,B,H,2009-07-21,2006-01-01
10422124,2,A,F,16,H,21,54,L,I,B,H,2019-09-24,2006-01-01
9742561,3,A,H,4,L,29,06,L,I,B,H,2017-08-22,2006-01-01
9399267,1,A,B,23,K,26,067,L,I,B,H,2016-07-26,2006-01-01
4841167,0,,H,3,K,5,13,,,,,,
4237774,0,,F,1,B,13,06,,,,,,
D441578,0,,D,20,02,,,,,,,,
10082071,6,A,F,2,C,6,12,L,I,B,H,2018-09-25,2006-01-01
11076763,22,A,A,61,B,5,8,L,N,B,H,2021-08-03,2006-01-01
8471918,0,A,H,4,N,5,225,F,I,B,H,2013-06-25,2006-01-01
9683590,0,A,F,16,B,37,04,F,I,B,H,2017-06-20,2006-01-01
8288482,1,A,C,8,F,214,00,L,I,B,H,2012-10-16,2006-01-01
8607599,1,A,G,6,Q,50,00,L,I,B,H,2013-12-17,2012-01-01
6877836,0,,B,41,J,002,/165,,,,,,
10285275,5,A,H,5,K,1,11,L,I,B,H,2019-05-07,2006-01-01
8329119,1,A,B,1,L,3,00,L,I,B,H,2012-12-11,2006-01-01
9413800,9,A,H,4,W,88,06,L,N,B,H,2016-08-09,2009-01-01
9126041,0,A,A,61,N,1,00,F,I,B,H,2015-09-08,2006-01-01
8835187,1,A,B,82,Y,30,00,L,I,B,H,2014-09-16,2011-01-01
11451967,3,A,H,4,W,56,0,L,I,B,H,2022-09-20,2009-01-01
9844973,7,A,B,43,K,24,04,L,I,B,H,2017-12-19,2006-01-01
10183499,3,A,G,6,F,3,12,L,I,B,H,2019-01-22,2006-01-01
9865787,1,A,H,1,L,33,64,L,I,B,H,2018-01-09,2010-01-01
10942077,2,A,B,62,J,99,0,L,I,B,H,2021-03-09,2020-01-01
7267724,1,A,C,23,F,1,00,L,I,B,H,2007-09-11,2006-01-01
7388648,0,A,G,3,B,27,42,F,I,B,H,2008-06-17,2006-01-01
10985147,3,A,H,1,L,25,0,L,I,B,H,2021-04-20,2006-01-01
5712523,0,,H,1,L,41,08,,,,,,
9190918,0,A,H,2,J,3,12,F,I,B,H,2015-11-17,2006-01-01
9739316,0,A,F,16,D,3,32,F,I,B,H,2017-08-22,2006-01-01
11202454,1,A,A,47,J,37,7,L,I,B,H,2021-12-21,2006-01-01
9672440,6,A,H,4,N,1,21,L,I,B,H,2017-06-06,2006-01-01
9381261,15,A,A,61,K,49,00,L,I,B,H,2016-07-05,2006-01-01
9481292,0,A,B,60,Q,1,08,F,I,B,H,2016-11-01,2006-01-01
10676175,2,A,B,64,F,5,10,L,I,B,H,2020-06-09,2017-01-01
11439452,1,A,A,61,B,18,0,L,N,B,H,2022-09-13,2006-01-01
9586022,5,A,A,61,M,25,04,L,I,B,H,2017-03-07,2006-01-01
7994908,5,A,H,2,G,3,00,L,I,B,H,2011-08-09,2006-01-01
9287941,2,A,H,4,L,29,06,L,I,B,H,2016-03-15,2006-01-01
10344936,2,A,B,60,Q,1,26,L,I,B,H,2019-07-09,2006-01-01
10562734,2,A,B,65,H,75,24,L,I,B,H,2020-02-18,2006-01-01
8199292,0,A,G,2,F,1,1337,F,I,B,H,2012-06-12,2006-01-01
9378601,44,A,H,4,N,21,414,L,I,B,H,2016-06-28,2011-01-01
11360742,1,A,G,6,F,7,50,L,I,B,H,2022-06-14,2006-01-01
11008030,2,A,B,62,B,5,6,L,I,B,H,2021-05-18,2006-01-01
6772772,0,,B,8,B,3,02,,,,,,
11222321,4,A,G,6,F,9,54,L,I,B,H,2022-01-11,2006-01-01
10287672,6,A,C,23,C,14,2,L,I,B,H,2019-05-14,2006-01-01
10292922,2,A,A,61,K,8,6,L,I,B,H,2019-05-21,2006-01-01
9722206,0,A,H,1,L,33,00,F,I,B,H,2017-08-01,2010-01-01
10165301,1,A,H,4,N,19,52,L,I,B,H,2018-12-25,2014-01-01
7005226,3,A,G,3,C,5,17,L,I,B,H,2006-02-28,2006-01-01
9655758,4,A,A,61,B,17,072,L,I,B,H,2017-05-23,2006-01-01
11048741,5,A,G,6,F,40,284,L,I,B,H,2021-06-29,2020-01-01
9341324,3,A,F,21,L,4,04,L,N,B,H,2016-05-17,2006-01-01
4373905,0,,F,23,D,7,00,,,,,,
11092386,1,A,B,21,D,53,2,L,I,B,H,2021-08-17,2006-01-01
10697657,2,A,G,5,B,13,2,L,I,B,H,2020-06-30,2006-01-01
7736686,0,A,A,23,J,1,02,F,I,B,H,2010-06-15,2006-01-01
10657064,0,A,G,6,F,12,871,F,I,B,H,2020-05-19,2016-01-01
8167216,2,A,G,1,M,1,38,L,I,B,H,2012-05-01,2006-01-01
10162430,2,A,G,6,F,3,346,L,I,B,H,2018-12-25,2013-01-01
8409974,0,A,H,1,L,21,20,F,I,B,H,2013-04-02,2006-01-01
10061472,2,A,G,6,F,3,486,L,I,B,H,2018-08-28,2013-01-01
5203275,0,,B,63,B,1,24,,,,,,
10369673,1,A,B,23,Q,17,12,L,I,B,H,2019-08-06,2006-01-01
8149293,0,A,H,4,N,5,76,F,I,B,H,2012-04-03,2006-01-01
6325818,0,,A,61,F,7,00,,,,,,
8921431,2,A,C,7,C,29,74,L,I,B,H,2014-12-30,2006-01-01
8861524,2,A,H,4,L,12,46,L,I,B,H,2014-10-14,2006-01-01
4224903,1,,F,2,M,41,00,,,,,,
9149474,1,A,A,61,P,9,00,L,I,B,H,2015-10-06,2006-01-01
11011203,1,A,G,11,B,20,12,L,I,B,H,2021-05-18,2006-01-01
10284418,0,A,G,6,F,15,173,F,I,B,H,2019-05-07,2006-01-01
6835299,0,,C,25,F,3,00,,,,,,
10755710,4,A,H,5,B,47,12,L,I,B,H,2020-08-25,2020-01-01
9956575,3,A,B,29,D,11,00,L,I,B,H,2018-05-01,2006-01-01
9409419,0,A,B,41,J,11,00,F,I,B,H,2016-08-09,2006-01-01
9513195,1,A,G,1,N,1,28,L,I,B,H,2016-12-06,2006-01-01
10401429,2,A,G,1,R,31,317,L,I,B,H,2019-09-03,2006-01-01
6276952,0,,H,1,R,13,62,,,,,,
9051513,5,A,H,5,B,33,14,L,I,B,H,2015-06-09,2006-01-01
8163102,0,A,B,8,B,3,04,F,I,B,H,2012-04-24,2006-01-01
9176495,1,A,G,5,B,15,00,L,I,B,H,2015-11-03,2006-01-01
10437675,2,A,G,6,F,16,182,L,I,B,H,2019-10-08,2019-01-01
10175179,0,A,G,1,N,24,8,F,I,B,H,2019-01-08,2006-01-01
10931613,5,A,C,12,N,9,22,L,I,B,H,2021-02-23,2006-01-01
8940325,8,A,A,61,F,13,00,L,I,B,H,2015-01-27,2006-01-01
9381495,3,A,B,1,J,37,04,L,I,B,H,2016-07-05,2006-01-01
9235845,36,A,H,4,N,21,475,L,N,B,H,2016-01-12,2011-01-01
4574645,0,,G,1,N,1,20,,,,,,
8250685,1,A,A,61,G,7,12,L,I,B,H,2012-08-28,2006-01-01
11439293,2,A,F,16,B,2,12,L,I,B,H,2022-09-13,2006-01-01
5964150,0,,B,41,F,5,00,,,,,,
9502388,1,A,H,1,L,31,0312,L,I,B,H,2016-11-22,2006-01-01
4889849,1,,A,61,K,31,54,,,,,,
10822938,1,A,E,21,B,41,0,L,I,B,H,2020-11-03,2006-01-01
9807325,1,A,H,4,N,5,347,L,I,B,H,2017-10-31,2011-01-01
5835450,1,,G,1,V,1,36,,,,,,
10533858,1,A,G,5,D,1,0,L,I,B,H,2020-01-14,2006-01-01
9589356,3,A,G,8,B,13,196,L,I,B,H,2017-03-07,2006-01-01
8389128,0,A,B,32,B,15,01,F,I,B,H,2013-03-05,2006-01-01
11355764,1,A,H,1,M,8,24,L,I,B,H,2022-06-07,2016-01-01
10583456,2,A,B,5,B,16,60,L,I,B,H,2020-03-10,2018-01-01
5936046,3,,C,8,L,63,02,,,,,,
10855742,0,A,H,4,L,29,8,F,I,B,H,2020-12-01,2006-01-01
9677757,2,A,F,22,D,5,26,L,I,B,H,2017-06-13,2006-01-01
10835193,0,A,A,61,B,6,3,F,I,B,H,2020-11-17,2006-01-01
4374836,0,,A,61,K,31,505,,,,,,
9477758,1,A,G,6,F,17,30,L,I,B,H,2016-10-25,2006-01-01
9359601,1,A,C,40,B,70,00,L,I,B,H,2016-06-07,2006-01-01
PP21975,0,A,A,1,H,5,00,F,I,B,H,2011-06-14,2006-01-01
11297916,0,A,A,45,C,5,14,F,I,B,H,2022-04-12,2006-01-01
10426208,10,A,H,1,R,33,92,L,I,B,H,2019-10-01,2006-01-01
4358330,0,,B,29,D,7,24,,,,,,
6244068,0,,F,25,D,3,08,,,,,,
9216009,2,A,A,61,B,8,08,L,N,B,H,2015-12-22,2006-01-01
10068313,3,A,H,4,N,21,2343,L,I,B,H,2018-09-04,2011-01-01
7150659,0,A,H,1,R,4,48,F,I,B,H,2006-12-19,2006-01-01
11189395,4,A,H,1,B,17,60,L,I,B,H,2021-11-30,2006-01-01
9904198,0,A,G,3,G,9,097,F,I,B,H,2018-02-27,2006-01-01
11019595,5,A,H,4,L,29,8,L,I,B,H,2021-05-25,2006-01-01
9192140,2,A,A,1,H,5,00,L,I,B,H,2015-11-24,2006-01-01
8788599,1,A,G,6,F,15,173,L,I,B,H,2014-07-22,2006-01-01
10382063,3,A,H,3,M,13,11,L,I,B,H,2019-08-13,2006-01-01
10144317,1,A,B,60,N,2,427,L,I,B,H,2018-12-04,2006-01-01
4364767,3,,C,7,F,9,06,,,,,,
5998534,0,,C,8,F,26,06,,,,,,
11267085,1,A,B,23,P,6,0,L,I,B,H,2022-03-08,2006-01-01
9641788,4,A,H,4,N,21,442,L,I,B,H,2017-05-02,2011-01-01
8688420,2,A,G,6,G,7,60,L,I,B,H,2014-04-01,2006-01-01
5531679,0,,A,61,M,31,00,,,,,,
5298518,1,,C,7,D,401,10,,,,,,
10241400,6,A,G,3,F,7,11,L,I,B,H,2019-03-26,2006-01-01
10847539,2,A,H,1,L,27,1157,L,I,B,H,2020-11-24,2017-01-01
10051443,3,A,H,4,W,76,40,L,I,B,H,2018-08-14,2018-01-01
10563457,1,A,E,6,C,7,48,L,I,B,H,2020-02-18,2006-01-01
10840029,1,A,H,1,G,9,42,L,I,B,H,2020-11-17,2006-01-01
9871216,0,A,H,1,L,51,42,F,I,B,H,2018-01-16,2006-01-01
10809816,1,A,G,6,F,3,481,L,I,B,H,2020-10-20,2013-01-01
8992150,1,A,F,16,B,5,02,L,I,B,H,2015-03-31,2006-01-01
D481265,0,,D,0,706,,,,,,,,
11452996,1,A,B,1,J,29,70,L,I,B,H,2022-09-27,2006-01-01
8531468,0,A,G,6,F,15,76,F,I,B,H,2013-09-10,2006-01-01
9326278,12,A,H,4,N,21,258,L,I,B,H,2016-04-26,2011-01-01
4850035,0,,H,4,B,1,16,,,,,,
7592613,0,A,G,1,T,1,29,F,I,B,H,2009-09-22,2006-01-01
9550117,5,A,A,63,F,13,332,L,I,B,H,2017-01-24,2014-01-01
8348979,0,A,A,61,B,17,88,F,I,B,H,2013-01-08,2006-01-01
10654189,3,A,B,23,C,1,0,L,I,B,H,2020-05-19,2006-01-01
4015024,0,,A,23,F,3,00,,,,,,
9773864,6,A,H,1,L,29,10,L,I,B,H,2017-09-26,2006-01-01
9857115,5,A,F,24,F,11,00,L,N,B,H,2018-01-02,2006-01-01
11392634,1,A,G,6,F,16,58,L,I,B,H,2022-07-19,2019-01-01
10626209,2,A,A,61,L,27,34,L,I,B,H,2020-04-21,2006-01-01
6910795,0,,F,21,V,033,/00,,,,,,
11254448,4,A,B,64,F,5,60,L,I,B,H,2022-02-22,2017-01-01
6108982,0,,E,4,B,1,343,,,,,,
5761783,2,,B,41,J,2,16,,,,,,
11328037,0,A,G,6,F,17,16,F,I,B,H,2022-05-10,2006-01-01
6595991,0,,A,61,B,18,18,,,,,,
5976679,1,,H,1,P,1,36,,,,,,
9314247,4,A,A,61,B,17,115,L,I,B,H,2016-04-19,2006-01-01
8700903,0,A,H,4,L,9,32,F,I,B,H,2014-04-15,2006-01-01
9646002,3,A,H,4,N,21,462,L,I,B,H,2017-05-09,2011-01-01
9086913,2,A,G,6,F,9,50,L,I,B,H,2015-07-21,2006-01-01
9918631,2,A,G,2,B,27,00,L,I,B,H,2018-03-20,2006-01-01
9078269,1,A,H,4,W,72,08,L,I,B,H,2015-07-07,2009-01-01
9484488,6,A,H,1,L,31,18,L,I,B,H,2016-11-01,2006-01-01
7627205,1,A,G,2,B,6,12,L,I,B,H,2009-12-01,2006-01-01
4518320,0,,F,4,B,49,00,,,,,,
7791571,0,A,G,9,G,3,30,F,I,B,H,2010-09-07,2006-01-01
4499992,0,,B,65,G,45,00,,,,,,
5087978,0,,H,4,N,5,238,,,,,,
10166327,1,A,A,61,M,5,142,L,I,B,H,2019-01-01,2006-01-01
6129441,0,,F,21,W,131,301,,,,,,
8893782,0,A,G,1,V,3,08,F,I,B,H,2014-11-25,2006-01-01
8183348,0,A,C,12,P,21,08,F,I,B,H,2012-05-22,2006-01-01
7470059,0,A,G,1,K,3,08,F,I,B,H,2008-12-30,2006-01-01
8576380,0,A,G,1,C,3,00,F,I,B,H,2013-11-05,2006-01-01
9186014,1,A,A,47,G,33,06,L,I,B,H,2015-11-17,2006-01-01
9671103,2,A,F,21,K,9,23,L,I,B,H,2017-06-06,2016-01-01
9467323,2,A,H,4,L,9,32,L,I,B,H,2016-10-11,2006-01-01
9080558,1,A,F,3,G,6,00,L,I,B,H,2015-07-14,2006-01-01
7446640,0,A,H,1,F,27,24,F,I,B,H,2008-11-04,2006-01-01
4963102,0,,H,1,R,13,28,,,,,,
9268182,3,A,H,1,L,27,12,L,I,B,H,2016-02-23,2006-01-01
8974211,4,A,B,29,C,49,36,L,N,B,H,2015-03-10,2006-01-01
10009183,4,A,H,4,L,9,30,L,I,B,H,2018-06-26,2006-01-01
8895409,1,A,H,1,L,21,445,L,I,B,H,2014-11-25,2006-01-01
11029199,15,A,A,61,B,5,533,L,N,B,H,2021-06-08,2021-01-01
10737252,3,A,B,1,J,29,76,L,I,B,H,2020-08-11,2006-01-01
11234657,1,A,A,61,B,5,0,L,I,B,H,2022-02-01,2006-01-01
10788950,1,A,G,6,F,3,488,L,I,B,H,2020-09-29,2013-01-01
10262680,3,A,G,10,L,25,84,L,I,B,H,2019-04-16,2013-01-01
11319098,0,A,B,61,B,13,10,F,I,B,H,2022-05-03,2006-01-01
10637087,6,A,H,1,M,8,1058,L,I,B,H,2020-04-28,2016-01-01
9428859,3,A,B,2,C,4,28,L,I,B,H,2016-08-30,2006-01-01
5149026,0,,F,16,L,3,22,,,,,,
9777357,11,A,C,21,D,9,46,L,I,B,H,2017-10-03,2006-01-01
10014581,1,A,H,1,Q,1,36,L,I,B,H,2018-07-03,2006-01-01
11403789,2,A,G,6,T,7,90,L,I,B,H,2022-08-02,2017-01-01
7915990,3,A,H,1,H,5,00,L,I,B,H,2011-03-29,2006-01-01
9090431,0,A,B,65,H,54,58,F,I,B,H,2015-07-28,2006-01-01
10671082,6,A,G,6,T,11,60,L,I,B,H,2020-06-02,2006-01-01
10597514,0,A,C,8,K,5,11,F,I,B,H,2020-03-24,2006-01-01
7389693,0,A,G,1,N,9,00,F,I,B,H,2008-06-24,2006-01-01
9121862,2,A,F,2,M,35,10,L,I,B,H,2015-09-01,2006-01-01
9981936,4,A,A,61,K,9,00,L,I,B,H,2018-05-29,2006-01-01
9028333,0,A,F,16,D,1,076,F,I,B,H,2015-05-12,2006-01-01
9745705,1,A,B,23,Q,11,08,L,I,B,H,2017-08-29,2006-01-01
10124346,10,A,C,22,B,15,0,L,I,B,H,2018-11-13,2006-01-01
10186019,2,A,G,6,F,3,2,L,I,B,H,2019-01-22,2006-01-01
9577280,3,A,B,1,D,69,14,L,I,B,H,2017-02-21,2006-01-01
9210820,2,A,H,1,L,23,473,L,N,B,H,2015-12-08,2006-01-01
8467762,0,A,H,4,B,1,26,F,I,B,H,2013-06-18,2006-01-01
8937512,0,A,H,3,K,3,03,F,I,B,H,2015-01-20,2006-01-01
10498413,7,A,H,4,L,27,36,L,I,B,H,2019-12-03,2006-01-01
4045079,1,,A,47,C,1,00,,,,,,
10743565,5,A,A,23,K,40,0,L,I,B,H,2020-08-18,2016-01-01
D492904,0,,D,1,004,,,,,,,,
7942915,0,A,A,61,N,5,067,F,I,B,H,2011-05-17,2006-01-01
10897063,3,A,H,1,M,10,525,L,I,B,H,2021-01-19,2010-01-01
8822455,0,A,C,7,D,513,14,F,I,B,H,2014-09-02,2006-01-01
5584925,0,,C,4,B,14,10,,,,,,
10807789,0,A,B,65,D,81,38,F,I,B,H,2020-10-20,2006-01-01
5378817,1,,C,9,B,62,022,,,,,,
7740897,0,A,A,61,F,2,28,F,I,B,H,2010-06-22,2006-01-01
9629590,1,A,A,61,B,6,14,L,I,B,H,2017-04-25,2006-01-01
5382697,0,,C,7,E,9,02,,,,,,
9499890,3,A,C,22,C,38,42,L,I,B,H,2016-11-22,2006-01-01
9222199,1,A,C,30,B,29,40,L,I,B,H,2015-12-29,2006-01-01
11222995,0,A,H,1,L,33,22,F,I,B,H,2022-01-11,2010-01-01
3949029,1,,B,29,H,7,20,,,,,,
10377679,2,A,C,5,F,9,2,L,I,B,H,2019-08-13,2006-01-01
9598663,6,A,C,11,D,3,20,L,I,B,H,2017-03-21,2006-01-01
9879921,8,A,F,25,B,49,02,L,N,B,H,2018-01-30,2006-01-01
10731204,2,A,C,12,Q,1,6806,L,I,B,H,2020-08-04,2018-01-01
9586793,0,A,B,66,C,1,02,F,I,B,H,2017-03-07,2006-01-01
10941721,6,A,F,2,M,26,33,L,I,B,H,2021-03-09,2016-01-01
8717995,2,A,H,4,W,88,08,L,I,B,H,2014-05-06,2009-01-01
10015697,2,A,H,4,W,48,0,L,I,B,H,2018-07-03,2009-01-01
10201657,4,A,G,16,H,40,63,L,I,B,H,2019-02-12,2018-01-01
9129976,3,A,H,1,L,23,31,L,I,B,H,2015-09-08,2006-01-01
9827439,6,A,F,21,Y,101,00,L,N,B,H,2017-11-28,2016-01-01
10917256,1,A,H,4,L,29,6,L,I,B,H,2021-02-09,2006-01-01
11234915,10,A,A,61,K,8,73,L,I,B,H,2022-02-01,2006-01-01
8241072,0,A,H,1,R,4,48,F,I,B,H,2012-08-14,2006-01-01
9809767,10,A,B,1,D,53,56,L,I,B,H,2017-11-07,2006-01-01
7448641,0,A,A,63,C,5,00,F,I,B,H,2008-11-11,2006-01-01
10697442,5,A,F,3,C,1,36,L,I,B,H,2020-06-30,2006-01-01
10496630,2,A,G,6,F,16,2458,L,I,B,H,2019-12-03,2019-01-01
9788770,6,A,A,61,B,5,145,L,I,B,H,2017-10-17,2006-01-01
9867983,2,A,A,61,K,31,201,L,I,B,H,2018-01-16,2006-01-01
9145910,2,A,C,22,C,38,02,L,I,B,H,2015-09-29,2006-01-01
9149651,0,A,A,61,N,1,30,F,I,B,H,2015-10-06,2006-01-01
7345410,0,A,H,1,L,41,047,F,I,B,H,2008-03-18,2006-01-01
9450888,0,A,H,4,L,12,26,F,I,B,H,2016-09-20,2006-01-01
10459624,4,A,G,6,F,3,41,L,I,B,H,2019-10-29,2006-01-01
11151318,3,A,G,6,N,20,0,L,I,B,H,2021-10-19,2019-01-01
10738641,4,A,F,1,D,11,0,L,I,B,H,2020-08-11,2006-01-01
8495807,4,A,E,2,D,7,02,L,I,B,H,2013-07-30,2006-01-01
5477300,1,,G,3,D,3,08,,,,,,
8852534,5,A,B,1,L,3,00,L,N,B,H,2014-10-07,2006-01-01
8656689,0,A,B,65,B,43,08,F,I,B,H,2014-02-25,2006-01-01
10155246,4,A,B,5,D,1,0,L,N,B,H,2018-12-18,2006-01-01
10210061,3,A,G,6,F,9,48,L,I,B,H,2019-02-19,2006-01-01
4030940,0,,C,9,C,1,28,,,,,,
8870578,1,A,H,1,R,24,44,L,I,B,H,2014-10-28,2011-01-01
6548550,0,,A,61,K,31,16,,,,,,
9608397,15,A,H,1,S,3,16,L,N,B,H,2017-03-28,2006-01-01
6996318,0,A,G,2,B,6,02,F,I,B,H,2006-02-07,2006-01-01
4953031,0,,H,4,N,1,29,,,,,,
8085503,0,A,G,11,B,5,60,F,I,B,H,2011-12-27,2006-01-01
9641341,3,A,H,4,L,9,14,L,I,B,H,2017-05-02,2006-01-01
10015807,16,A,H,4,W,72,8,L,I,B,H,2018-07-03,2009-01-01
9695414,1,A,C,12,N,15,10,L,I,B,H,2017-07-04,2006-01-01
9707568,2,A,B,3,C,1,023,L,I,B,H,2017-07-18,2006-01-01
8978389,1,A,F,2,C,3,04,L,I,B,H,2015-03-17,2006-01-01
4707293,0,,C,11,D,3,22,,,,,,
10121865,12,A,H,1,L,29,45,L,N,B,H,2018-11-06,2006-01-01
5782909,0,,A,61,F,2,06,,,,,,
9421901,0,A,B,60,Q,1,26,F,I,B,H,2016-08-23,2006-01-01
9023326,7,A,A,61,K,8,891,L,I,B,H,2015-05-05,2006-01-01
D444659,0,,D,6,11,,,,,,,,
11239477,3,A,H,1,M,8,438,L,I,B,H,2022-02-01,2016-01-01
RE37828,0,,A,61,K,31,513,,,,,,
5040192,1,,H,3,D,5,00,,,,,,
5818785,0,,G,11,C,8,00,,,,,,
10982268,0,A,C,12,Q,1,68,F,I,B,H,2021-04-20,2018-01-01
10333833,0,A,H,4,L,12,703,L,I,B,H,2019-06-25,2013-01-01
10799998,5,A,G,1,B,11,0,L,I,B,H,2020-10-13,2006-01-01
11046320,0,A,B,60,W,30,18,F,I,B,H,2021-06-29,2012-01-01
5525613,2,,A,61,K,31,46,,,,,,
9667183,1,A,H,2,P,6,18,L,I,B,H,2017-05-30,2016-01-01
8113668,2,A,G,2,F,1,1335,L,I,B,H,2012-02-14,2006-01-01
8945009,0,A,A,61,B,5,00,F,I,B,H,2015-02-03,2006-01-01
11054614,4,A,G,2,B,27,0,L,I,B,H,2021-07-06,2006-01-01
10441474,0,A,A,61,F,13,2,F,I,B,H,2019-10-15,2006-01-01
8711451,0,A,H,4,N,1,46,F,I,B,H,2014-04-29,2006-01-01
10598880,5,A,H,1,R,43,5,L,I,B,H,2020-03-24,2006-01-01
10413036,3,A,B,65,D,83,20,L,I,B,H,2019-09-17,2006-01-01
7592476,0,A,C,7,C,229,00,F,I,B,H,2009-09-22,2006-01-01
10609601,2,A,H,4,W,72,4,L,I,B,H,2020-03-31,2009-01-01
5706194,0,,G,6,F,17,10,,,,,,
9534854,3,A,F,28,D,9,00,L,I,B,H,2017-01-03,2006-01-01
10379514,4,A,H,4,W,4,21,L,I,B,H,2019-08-13,2018-01-01
10863356,9,A,H,4,W,80,8,L,I,B,H,2020-12-08,2009-01-01
6489819,0,,G,11,C,7,00,,,,,,
8771726,4,A,A,61,K,31,137,L,I,B,H,2014-07-08,2006-01-01
11091661,0,A,C,9,D,11,322,F,I,B,H,2021-08-17,2014-01-01
10511996,3,A,H,4,W,4,18,L,I,B,H,2019-12-17,2009-01-01
6341375,0,,H,4,N,7,173,,,,,,
10709338,3,A,A,61,B,5,11,L,I,B,H,2020-07-14,2006-01-01
10103458,0,A,H,1,R,13,52,F,I,B,H,2018-10-16,2006-01-01
9857407,0,A,G,1,R,31,02,F,I,B,H,2018-01-02,2006-01-01
11308582,1,A,G,6,T,3,40,L,I,B,H,2022-04-19,2006-01-01
7894200,0,A,H,5,K,1,18,F,I,B,H,2011-02-22,2006-01-01
9221789,4,A,C,7,C,63,06,L,I,B,H,2015-12-29,2006-01-01
8453976,0,A,B,61,L,23,34,F,I,B,H,2013-06-04,2006-01-01
10840458,5,A,C,7,D,487,4,L,I,B,H,2020-11-17,2006-01-01
5138401,0,,H,1,L,39,22,,,,,,
10180721,7,A,G,6,F,3,41,L,I,B,H,2019-01-15,2006-01-01
7425424,0,A,C,12,Q,1,48,F,I,B,H,2008-09-16,2006-01-01
10821558,15,A,B,23,K,35,2,L,I,B,H,2020-11-03,2006-01-01
11111529,0,A,C,12,Q,1,68,F,I,B,H,2021-09-07,2018-01-01
D254155,0,,D,26,05,,,,,,,,
10137547,0,A,F,16,C,27,4,F,I,B,H,2018-11-27,2006-01-01
10315553,3,A,B,62,B,3,2,L,I,B,H,2019-06-11,2006-01-01
11316408,0,A,H,2,K,9,193,F,I,B,H,2022-04-26,2006-01-01
5246467,1,,C,2,F,1,28,,,,,,
10471389,2,A,B,1,D,53,47,L,I,B,H,2019-11-12,2006-01-01
11038336,3,A,H,2,J,7,34,L,I,B,H,2021-06-15,2006-01-01
4049643,2,,D,6,P,,,,,,,,
9344556,0,A,H,4,M,1,24,F,I,B,H,2016-05-17,2006-01-01
8879327,1,A,G,11,C,7,02,L,I,B,H,2014-11-04,2006-01-01
9755178,6,A,H,1,L,51,56,L,I,B,H,2017-09-05,2006-01-01
5901520,0,,E,4,B,2/0,0,,,,,,
10360918,4,A,G,10,L,21,4,L,I,B,H,2019-07-23,2013-01-01
8686584,0,A,F,3,B,13,00,F,I,B,H,2014-04-01,2006-01-01
9450556,0,A,H,5,K,7,00,F,I,B,H,2016-09-20,2006-01-01
10527017,4,A,F,2,M,59,10,L,I,B,H,2020-01-07,2006-01-01
9966583,2,A,H,1,M,10,0525,L,I,B,H,2018-05-08,2010-01-01
11093724,4,A,H,4,L,9,8,L,I,B,H,2021-08-17,2006-01-01
4961068,0,,G,8,B,21,00,,,,,,
9593533,2,A,E,21,B,33,10,L,I,B,H,2017-03-14,2006-01-01
10484495,3,A,G,6,Q,30,6,L,I,B,H,2019-11-19,2012-01-01
9441695,15,A,C,22,C,38,44,L,I,B,H,2016-09-13,2006-01-01
10710168,1,A,C,23,C,16,34,L,I,B,H,2020-07-14,2006-01-01
10496959,1,A,G,6,F,17,24,L,I,B,H,2019-12-03,2006-01-01
10299691,6,A,A,61,B,5,472,L,I,B,H,2019-05-28,2006-01-01
8954249,7,A,B,60,T,1,10,L,I,B,H,2015-02-10,2006-01-01
9698027,3,A,H,1,L,21,48,L,I,B,H,2017-07-04,2006-01-01
11063149,5,A,H,1,L,29,165,L,I,B,H,2021-07-13,2006-01-01
D397405,0,,D,22,05,,,,,,,,
9160174,5,A,H,2,J,3,46,L,I,B,H,2015-10-13,2006-01-01
9748580,10,A,B,1,J,23,18,L,N,B,H,2017-08-29,2006-01-01
7370002,0,A,G,6,F,17,60,F,I,B,H,2008-05-06,2006-01-01
8872187,1,A,B,1,D,67,00,L,I,B,H,2014-10-28,2006-01-01
7293096,0,A,G,6,F,15,16,F,I,B,H,2007-11-06,2006-01-01
7982586,3,A,G,8,B,5,00,L,I,B,H,2011-07-19,2006-01-01
10322111,18,A,A,61,K,31,502,L,I,B,H,2019-06-18,2006-01-01
5289238,0,,G,3,G,15,10,,,,,,
8534286,0,A,A,61,M,15,08,F,I,B,H,2013-09-17,2006-01-01
9617256,65,A,C,7,D,213,74,L,I,B,H,2017-04-11,2006-01-01
8954689,0,A,G,6,F,13,00,F,I,B,H,2015-02-10,2006-01-01
5673791,1,,B,65,D,21,036,,,,,,
8893249,4,A,H,4,L,29,06,L,I,B,H,2014-11-18,2006-01-01
4575060,0,,H,1,R,13,54,,,,,,
8734113,0,A,F,1,D,9,02,F,I,B,H,2014-05-27,2006-01-01
4263052,0,,C,13,K,3,00,,,,,,
10000617,4,A,B,1,D,71,76,L,I,B,H,2018-06-19,2006-01-01
10864487,3,A,B,1,F,15,2,L,I,B,H,2020-12-15,2006-01-01
9278799,2,A,A,47,K,10,32,L,N,B,H,2016-03-08,2006-01-01
