patent_id,citation_sequence,citation_application_id,citation_date,citation_category,citation_country
9491974,26,WO 02/37990,2002-05-01,cited by applicant,WO
10100043,8,3503435,1985-08-01,cited by applicant,DE
6153288,17,0595522A,1994-05-01,,EP
9375431,23,WO-2004/074244,2004-09-01,cited by applicant,WO
9222716,1,1412509,2003-04-01,cited by applicant,CN
5175396,2,2851388,1979-05-01,,DE
10577885,2,2006/023690,2006-03-01,cited by applicant,WO
9933043,0,10 2009 019046,2010-11-01,cited by applicant,DE
9741587,7,2012-138629,2012-07-01,cited by applicant,JP
8706610,63,2 393 299,2004-03-01,cited by applicant,GB
D631536,2,008199,2003-01-01,cited by other,BR
8882277,2,101526724,2009-09-01,cited by applicant,CN
10595930,101,1810625,2009-08-01,cited by applicant,EP
11083936,10,2001058015,2001-03-01,cited by applicant,JP
9392909,4,1020040011432,2004-05-01,cited by applicant,KR
8378080,7,95/27062,1995-10-01,cited by applicant,WO
11254864,8,2017073815,2017-05-01,cited by applicant,WO
7105143,28,WO 01/05498,2001-01-01,cited by other,WO
6488730,0,0 786 504,1997-07-01,cited by other,EP
10068671,3,2 324 470,1998-10-01,cited by applicant,GB
10117881,25,2011001351,2011-06-01,cited by applicant,WO
8901787,46,1988105,1999-10-01,cited by applicant,DE
4494404,1,2748227,1978-06-01,,DE
9907378,0,202009010549,2009-10-01,cited by applicant,DE
6533803,0,0 156 4009,1985-02-01,cited by other,EP
8444318,2,38 12 195,1988-11-01,cited by applicant,DE
7424918,473,WO01/04520,2001-01-01,cited by other,WO
9745368,0,574512,1993-12-01,cited by applicant,EP
7841378,1,2245611,1992-01-01,cited by examiner,GB
9609022,2,WO 2013011512,2013-01-01,cited by examiner,IL
9999671,61,105219799,2016-01-01,cited by applicant,CN
11402097,7,2366678,2011-09-01,cited by applicant,EP
11236973,2,105157477,2015-12-01,cited by applicant,CN
D954764,75,005948601-0017,2019-01-01,cited by applicant,EM
4273545,1,378577,1975-09-01,,SE
10735695,131,550397,1993-07-01,cited by applicant,EP
9696716,0,680231,1995-11-01,cited by applicant,EP
5883280,3,50-064226,1975-05-01,,JP
9810869,13,464570,1992-01-01,cited by applicant,EP
10054730,8,2007005098,2007-01-01,cited by applicant,JP
9014438,0,1145213,1997-03-01,cited by applicant,CN
9867612,626,2002-369820,2002-12-01,cited by applicant,JP
9765495,137,00-240043,2000-09-01,cited by applicant,JP
8721563,12,1074271,2001-02-01,cited by applicant,EP
7674489,0,3444282,1986-06-01,cited by other,DE
11338821,1,2010-198578,2010-09-01,cited by applicant,JP
9066777,39,01112721,2001-07-01,cited by applicant,EP
4771040,5,2356663,1978-01-01,,FR
7053438,0,0 938 098,1999-08-01,cited by other,EP
6196766,1,536027,1984-04-01,,AU
9196741,22,2011-171702,2011-09-01,cited by applicant,JP
9107609,1,2010/129494,2010-11-01,cited by applicant,WO
11049188,2,106845210,2017-06-01,cited by applicant,CN
11337787,0,2150839,2001-08-01,cited by applicant,ES
8733613,382,WO 95/25471,1995-09-01,cited by applicant,WO
8221046,2,0 613 682,1994-09-01,cited by other,EP
9874266,77,102555766,2014-11-01,cited by applicant,CN
9518680,3,10-2013-0129790,2013-11-01,cited by applicant,KR
7504179,19,2002-208385,2002-07-01,cited by other,JP
5939446,12,617001,1994-09-01,,EP
6258808,11,256856,1988-02-01,,EP
4499924,1,197710,1977-10-01,,SU
7935787,17,WO 03/039485,2003-05-01,cited by other,WO
10939729,226,231247,2002-04-01,cited by applicant,WO
7771425,116,WO 99/66850,1999-12-01,cited by other,WO
9412564,26,2006186271,2006-07-01,cited by applicant,JP
9238917,85,WO 2006/043893,2006-04-01,cited by applicant,WO
11109878,1,2795323,2014-05-01,cited by applicant,CA
10993805,470,WO-9838925,1998-09-01,cited by applicant,WO
9350360,0,1497835,2004-05-01,cited by applicant,CN
9281936,0,1796257,2007-06-01,cited by applicant,EP
4402967,5,55-15456,1980-02-01,,JP
10270016,3,2013-506305,2013-02-01,cited by applicant,JP
8192591,32,WO 94/04270,1994-03-01,cited by other,WO
8871413,31,2003-255585,2003-09-01,cited by applicant,JP
11227986,0,3311436,1984-10-01,cited by examiner,DE
D856495,19,WO 2013/112560,2013-08-01,cited by applicant,WO
9238750,3,1371679,2003-12-01,cited by applicant,EP
9912096,3,H10-121271,1998-05-01,cited by applicant,JP
7991067,2,2003264492,2003-09-01,cited by other,JP
11039907,4,2017109633,2017-06-01,cited by applicant,WO
8965707,57,WO02/11049,2002-02-01,cited by applicant,WO
8346724,0,661627,1995-07-01,cited by other,EP
6148215,5,10-313264,1998-11-01,,JP
10137022,8,2007/098232,2007-08-01,cited by applicant,WO
10433849,517,H8336540,1996-12-01,cited by applicant,JP
4870874,0,2184406,1987-06-01,,GB
9743876,0,569124,1993-11-01,cited by applicant,EP
8628505,33,2 235 877,1991-03-01,cited by applicant,GB
8177430,0,2229347,1999-08-01,cited by other,CA
11097317,7,10-2013-0038884,2013-04-01,cited by applicant,KR
10299792,757,2003-504104,2003-02-01,cited by applicant,JP
8567235,11,2208897,1989-04-01,cited by applicant,GB
9026184,19,2007-013541,2007-01-01,cited by applicant,JP
11078601,6,H233316,1990-03-01,cited by applicant,JP
11183295,6,2014-104328,2014-06-01,cited by applicant,JP
5614123,13,1372037,1974-10-01,,GB
10264562,7,WO/1999/009762,1999-02-01,cited by applicant,WO
6464534,6,0945927,1999-09-01,cited by other,EP
6214476,2,0 664 327,1995-07-01,,EP
6971008,3,WO 95/29560,1995-11-01,cited by other,WO
8932282,3,1149832,1963-06-01,cited by applicant,DE
4961835,1,2149773,1985-06-01,,GB
11115762,0,2 482 566,2012-08-01,cited by applicant,EP
10667561,63,WO2013116983,2013-08-01,cited by applicant,WO
8318709,38,9701337,1997-01-01,cited by other,WO
9121220,1,101230774,2008-07-01,cited by applicant,CN
7981401,26,WO 93/12823,1993-07-01,cited by other,WO
9107198,1,2008517518,2008-05-01,cited by applicant,JP
6033856,0,WO96/06940,1996-03-01,,WO
9528750,4,2230242,1974-12-01,cited by applicant,FR
9770581,1,24 27 381,1975-07-01,cited by applicant,DE
9569020,4,10-2010-0124016,2010-11-01,cited by applicant,KR
10181304,33,2005-0091966,2005-09-01,cited by applicant,KR
4831062,2,1176638,1986-08-01,,JP
7691760,40,9-224895,1997-09-01,cited by other,JP
11076997,47,WO 2016/205872,2016-12-01,cited by applicant,WO
8417383,251,2002532178,2002-10-01,cited by applicant,JP
7514748,13,0 359 551,1994-12-01,cited by other,EP
10869925,1,2005-312976,2005-11-01,cited by applicant,JP
9283054,72,634144,1995-01-01,cited by applicant,EP
10440603,18,2832150,2015-02-01,cited by applicant,EP
11412395,21,2009080762,2009-07-01,cited by applicant,KR
10604755,14,WO-1996-027663,1996-09-01,cited by applicant,WO
8455178,5,2004274020,2004-09-01,cited by examiner,JP
9326816,21,WO-2008049084,2008-04-01,cited by applicant,WO
9034586,4,2009-529920,2009-08-01,cited by applicant,JP
11057991,62,WO2002073699,2002-09-01,cited by applicant,WO
10492865,0,2004096061,2004-11-01,cited by applicant,WO
9624511,5,WO 2007/130519,2007-11-01,cited by applicant,WO
11123240,372,4627473,2010-11-01,cited by applicant,JP
11395119,6,10-2016-0090374,2016-07-01,cited by applicant,KR
6008291,5,2 524 309,1976-12-01,,DE
8087599,88,WO9637350,1996-11-01,cited by other,WO
7354603,9,20040029871,2004-04-01,cited by other,KR
9365977,6,218704,2002-03-01,cited by applicant,WO
11136776,2,107448025,2017-12-01,cited by examiner,CN
10166142,52,WO-2006031388,2006-03-01,cited by applicant,WO
8499130,1,11-053123,1999-02-01,cited by applicant,JP
8807339,117,60102661,2004-08-01,cited by applicant,DE
7147908,1,9007135,1998-08-01,cited by other,JP
6490563,0,0 200 389,1986-11-01,cited by other,EP
10195289,10,2011122922,2011-10-01,cited by applicant,WO
8573595,0,510065,1955-02-01,cited by applicant,CA
10651747,32,201707361,2017-02-01,cited by applicant,TW
7566566,10,WO 99/30157,1999-06-01,cited by other,WO
7613331,19,2002-156242,2002-05-01,cited by other,JP
6833448,3,WO 96/17618,1996-06-01,cited by other,WO
11068128,112,2009-265793,2009-11-01,cited by applicant,JP
8260775,0,WO2007027608,2007-03-01,cited by other,WO
9314277,1,9304368,1995-05-01,cited by applicant,DE
8647622,24,93/15199,1993-08-01,cited by applicant,WO
10259204,3,102005023661,2006-11-01,cited by applicant,DE
11002572,7,1825224,2006-08-01,cited by applicant,CN
8674380,133,2006-081803,2006-08-01,cited by applicant,WO
10472165,6,2763746,2010-03-01,cited by applicant,CA
10709079,4,2056988,1995-12-01,cited by applicant,CA
11259571,32,104470387,2015-03-01,cited by applicant,CN
10517458,2,101049244,2007-10-01,cited by applicant,CN
10004245,17,55092400,1980-07-01,cited by applicant,JP
9645709,1,101809526,2010-08-01,cited by applicant,CN
8292414,10,2005 22124,2005-01-01,cited by other,JP
10227359,116,WO 2014/182929,2014-11-01,cited by applicant,WO
6369164,22,1185982,1985-04-01,cited by other,CA
D672467,27,WO 99/09394,1999-02-01,cited by other,WO
8205391,0,1810531,2006-08-01,cited by other,CN
8763110,31,WO 03/098409,2003-11-01,cited by applicant,WO
9930530,1,13147,2010-02-01,cited by applicant,EA
7185110,24,WO 97/41562,1997-11-01,cited by other,WO
6699435,2,WO 97/20019,1997-06-01,cited by other,WO
4783449,0,2820794,1979-05-01,,DE
7764777,64,WO 98/23067,1998-05-01,cited by other,WO
8448512,4,WO 2005/057998,2005-06-01,cited by applicant,WO
8064522,0,7-118784,1995-12-01,cited by other,JP
7588002,8,WO-02/084082,2002-10-01,cited by other,WO
9187450,2,2001-516757,2001-10-01,cited by applicant,JP
9598029,1,54-63949,1979-05-01,cited by applicant,JP
7801732,4,2006/002550,2006-01-01,cited by other,WO
10595994,304,2017504410,2017-02-01,cited by applicant,JP
10073107,3,19928410,2001-01-01,cited by applicant,DE
9737389,45,WO 2009/130702,2009-10-01,cited by applicant,WO
10849156,153,2004153676,2004-05-01,cited by applicant,JP
6635607,7,WO 99/46356,1999-09-01,cited by other,WO
5859344,3,WOA 90 10703,1990-09-01,,WO
7722075,3,H03-76750,1991-07-01,cited by other,JP
8508213,39,A-2008-131500,2008-06-01,cited by applicant,JP
8915934,9,990420,2000-04-01,cited by applicant,EP
6155204,0,0 189 954 A1,1986-08-01,,EP
10695366,2,2010022381,2010-02-01,cited by applicant,WO
7502184,2,2001-14667,2001-01-01,cited by other,JP
10298565,7,2254071,2010-11-01,cited by examiner,EP
6279194,2,1039419,1958-09-01,,DE
9922606,2,103680439,2014-03-01,cited by applicant,CN
5313764,4,3817830A1,1989-11-01,,DE
10881002,5,2009/096003,2009-08-01,cited by applicant,WO
9771504,0,743715,1966-10-01,cited by applicant,CA
8968855,2,1085921,1998-04-01,cited by applicant,JP
10310058,0,WO-2013/087799,2013-06-01,cited by applicant,WO
9291008,0,196 13 788,1998-03-01,cited by applicant,DE
9181862,5,2423833,2006-09-01,cited by applicant,GB
11123171,39,WO 97/41799,1997-11-01,cited by applicant,WO
8084125,35,WO 94/02184,1994-02-01,cited by other,WO
D632649,3,7059124,1995-03-01,cited by other,JP
6970003,51,8-136386,1996-05-01,cited by other,JP
10225544,32,2015174705,2015-10-01,cited by applicant,JP
9259857,9,19708988,1997-10-01,cited by applicant,DE
9260587,0,1728818,2006-12-01,cited by applicant,EP
8684225,3,2908396,2008-05-01,cited by applicant,FR
10277255,74,2005109878,2005-11-01,cited by applicant,WO
8807321,0,299 02 106,1999-06-01,cited by applicant,DE
8361018,2,1035244,1989-09-01,cited by applicant,CN
10153016,0,I276820,2007-03-01,cited by applicant,TW
D893017,25,WO2004/060259,2004-07-01,cited by applicant,WO
7609344,5,2000267081,2000-09-01,cited by other,JP
7959762,1,WO 2005/123781,2005-12-01,cited by other,WO
8441619,0,195 19 743,1995-12-01,cited by applicant,DE
6599586,11,2086680,1990-03-01,cited by other,JP
9059118,26,2004161604,2004-10-01,cited by applicant,JP
6552999,4,3-58646,1991-03-01,cited by other,JP
10292704,1166,WO-2004032763,2004-04-01,cited by applicant,WO
7552095,3,WO 9632683,1996-10-01,cited by other,WO
10799513,104,WO2012101016,2012-08-01,cited by applicant,WO
6554675,0,28 26 123,1979-12-01,cited by other,DE
7309688,54,5015574,1993-01-01,cited by other,JP
7582121,55,2-19576,1990-01-01,cited by other,JP
9585394,38,WO2004024855,2004-03-01,cited by applicant,WO
9758982,11,2764192,2014-08-01,cited by applicant,EP
11249617,52,WO-2016054562,2016-04-01,cited by applicant,WO
5096874,2,63-67188,1988-03-01,,JP
4832801,5,112115,1962-09-01,,PK
9440127,20,2005118086,2005-12-01,cited by applicant,WO
5199841,3,1249770,1969-09-01,,DE
10578633,1,2 381 116,2011-10-01,cited by applicant,EP
9011097,7,4240512,2009-03-01,cited by applicant,JP
9696282,0,2000-221076,2000-08-01,cited by applicant,JP
11367636,10,2008243859,2008-10-01,cited by applicant,JP
11399657,788,109605463,2019-04-01,cited by applicant,CN
8459169,4,2009108623,2010-09-01,cited by applicant,RU
10866489,21,2014-146472,2014-08-01,cited by applicant,JP
10606458,95,2013/169854,2013-11-01,cited by applicant,WO
9030237,1,06-151848,1994-05-01,cited by applicant,JP
9789996,1,0 036 763,1981-09-01,cited by applicant,EP
7587334,27,10031792,1998-02-01,cited by other,JP
7888588,4,2461331,1981-01-01,cited by other,FR
7492270,10,WO 01/77763,2001-10-01,cited by other,WO
7301504,33,3080704,1991-04-01,cited by other,JP
10625527,7,2005-106952,2005-04-01,cited by applicant,JP
7085170,1,90115805.5,1991-02-01,cited by other,EP
D899870,2,303528321,2015-12-01,cited by applicant,CN
11344299,199,2510891,2016-06-01,cited by applicant,EP
9887403,11,2013021347,2013-01-01,cited by applicant,JP
7903282,1,0 395 032,1990-10-01,cited by other,EP
7789588,1,2 538 444,1984-06-01,cited by other,FR
10647321,25,004169035-0013,2017-09-01,cited by applicant,EM
11298951,5,2004188410,2004-07-01,cited by applicant,JP
7246963,9,A-2002-351282,2002-12-01,cited by other,JP
9848778,41,2012172398,2012-12-01,cited by applicant,WO
7884414,3,10-2007-0025015,2007-03-01,cited by other,KR
8785634,0,1 498 424,2005-01-01,cited by applicant,EP
10921916,2,10-2017-0075876,2017-07-01,cited by applicant,KR
9019084,0,10-2003-0012873,2004-09-01,cited by examiner,KR
9133292,11,2 197 654,1988-05-01,cited by applicant,GB
10702418,42,2 129 915,2009-12-01,cited by applicant,EP
10249858,7,04-118843,1992-10-01,cited by applicant,JP
7495279,0,2001-0110976,2001-12-01,cited by other,KR
7038754,19,07-261158,1995-10-01,cited by other,JP
11298127,228,2272159,1994-05-01,cited by applicant,GB
10433846,38,101143105,2008-03-01,cited by applicant,CN
8253142,7,5-55535,1993-03-01,cited by examiner,JP
9085927,63,2013-042221,2013-02-01,cited by applicant,JP
10087525,16,10-064696,1998-03-01,cited by applicant,JP
11071935,112,H10273672,1998-10-01,cited by applicant,JP
7883876,0,WO 93/16094,1993-08-01,cited by other,WO
8263178,7,6-123067,1994-05-01,cited by other,JP
9834142,3,4124654,1993-01-01,cited by applicant,DE
7935550,5,0 716 457,1996-06-01,cited by other,EP
8948460,32,9744737,1997-11-01,cited by applicant,WO
7992178,47,8-274812,1996-10-01,cited by other,JP
9357180,1,02-036417,1990-08-01,cited by applicant,JP
10760151,31,2016036371,2016-03-01,cited by applicant,WO
6047627,2,905677,1962-09-01,,GB
10644842,2,WO-2018128369,2018-07-01,cited by applicant,WO
10365810,41,2325548,1998-11-01,cited by applicant,GB
9325166,119,1239573,2002-09-01,cited by applicant,EP
11290750,7,10-1112139,2012-03-01,cited by applicant,KR
9517599,6,2000202899,2000-07-01,cited by applicant,JP
11247357,4,103235614,2013-08-01,cited by applicant,CN
8857644,12,1021536,2004-06-01,cited by applicant,NL
11137148,0,101206058,2008-06-01,cited by applicant,CN
9107663,261,1736104,2009-03-01,cited by applicant,EP
7402876,2,3028162,1991-02-01,cited by examiner,JP
11160771,121,2002/064148,2002-08-01,cited by applicant,WO
10856984,621,2670353,2016-03-01,cited by applicant,EP
10855090,4,10-2012-0133620,2012-12-01,cited by applicant,KR
11298145,2,3501707,1986-07-01,cited by applicant,DE
8459840,13,2007-150331,2007-06-01,cited by applicant,JP
10313000,5,WO-2015/161040,2015-10-01,cited by applicant,WO
10893876,153,WO-2008021494,2008-02-01,cited by applicant,WO
8091601,6,WO 01/61743,2001-08-01,cited by other,WO
10074804,11,WO 2013/182264,2013-12-01,cited by applicant,WO
10319744,35,11-354802,1999-12-01,cited by applicant,JP
7955590,100,WO01/29233,2001-04-01,cited by examiner,WO
D958322,8,200489651,2019-07-01,cited by applicant,KR
8471291,7,2007-134625,2007-05-01,cited by applicant,JP
5739034,2,9319364,1993-09-01,,WOX
7974421,1,0356538,1999-04-01,cited by other,TW
8692973,13,1 571 695,2005-09-01,cited by applicant,EP
RE45790,113,1 99 4913,2008-11-01,cited by applicant,EP
8733797,71,WO 2009/149833,2009-12-01,cited by applicant,WO
9087851,2,2008089354,2008-07-01,cited by applicant,WO
8709715,7,2013/023015,2013-02-01,cited by applicant,WO
11360514,1,102374491,2012-03-01,cited by applicant,CN
11414640,10,2004020647,2004-03-01,cited by applicant,WO
11433065,201,WO 2007/121920,2007-11-01,cited by applicant,WO
10081867,26,10-2009-0047953,2009-05-01,cited by applicant,KR
8882415,9,2011-025324,2011-02-01,cited by applicant,JP
10872256,149,2006-31182,2006-02-01,cited by applicant,JP
7518362,1,63-230156,1988-09-01,cited by other,JP
11433106,148,WO-2004085628,2004-10-01,cited by applicant,WO
9072502,9,433717,1991-06-01,cited by applicant,EP
9011473,22,2005087519,2005-04-01,cited by applicant,JP
9333684,16,1153852,1969-05-01,cited by applicant,GB
9100914,0,1971166,2008-09-01,cited by applicant,EP
7921385,4,WO 2007/041600,2007-04-01,cited by other,WO
11217255,286,2007-4633,2007-01-01,cited by applicant,JP
10560292,2,6227733,2017-11-01,cited by applicant,JP
10330667,101,WO-98/35225,1998-08-01,cited by applicant,WO
11110193,13,2015-198825,2015-11-01,cited by applicant,JP
8540523,0,2008024411,2008-02-01,cited by applicant,WO
11353344,2,102879131,2016-09-01,cited by applicant,CN
9422323,38,WO 02/057287,2002-07-01,cited by applicant,WO
8844533,36,1100591,2004-11-01,cited by applicant,EP
7681732,28,WO 2008/051813,2008-05-01,cited by other,WO
8601507,0,1 028 570,2000-08-01,cited by applicant,EP
11134448,16,2003010903,2001-02-01,cited by applicant,WO
6239092,5,2 194 957,1988-03-01,,GB
6535274,0,44 30 253,1995-03-01,cited by other,DE
4969346,4,505447,1976-03-01,,SU
9541113,71,3711696,1988-10-01,cited by applicant,DE
7812041,6,1487007,1977-09-01,cited by other,GB
7473923,11,06-318725,1994-11-01,cited by other,JP
9795381,296,1813207,2007-08-01,cited by applicant,EP
5618345,1,89-55656,1989-03-01,,JP
4667150,4,1263219,1972-02-01,,GB
10514112,4,20110041937,2011-04-01,cited by applicant,KR
11332163,3,2013-131907,2013-07-01,cited by applicant,JP
10676583,1,2837375,2015-02-01,cited by applicant,EP
10781623,2,102012102060,2013-09-01,cited by applicant,DE
10212934,33,2085891,2002-10-01,cited by applicant,WO
8066741,6,1303225,2003-04-01,cited by other,EP
11298333,89,WO2007/016256,2007-02-01,cited by applicant,WO
9189632,2,101931955,2010-12-01,cited by applicant,CN
9685446,1,2005-317751,2005-11-01,cited by applicant,JP
5611959,6,6-17049,1994-01-01,,JP
8575274,0,WO9824398,1998-06-01,cited by applicant,WO
5055484,3,287890,1988-10-01,,EP
10548901,11,2503396,2004-05-01,cited by applicant,CA
5191817,7,51-30686,1976-03-01,,JP
9020709,4,5156312,2013-03-01,cited by examiner,JP
8679161,10,1148851,2001-10-01,cited by applicant,EP
9829808,22,WO 2012/150215,2012-11-01,cited by applicant,WO
6013815,0,2029596,1991-05-01,,CA
9868598,36,2010026235,2010-03-01,cited by applicant,WO
9949997,3,2423568,2002-04-01,cited by applicant,CA
8576438,1,11-341212,1999-12-01,cited by applicant,JP
8566627,18,409185589,1997-07-01,cited by applicant,JP
10847253,106,WO 2009/143167,2009-11-01,cited by applicant,WO
8373617,18,WO 02/09442,2002-01-01,cited by applicant,WO
11344040,4,2017-522012,2017-08-01,cited by applicant,JP
8913800,20,2003050993,2003-02-01,cited by applicant,JP
10209557,0,101231364,2008-07-01,cited by applicant,CN
