patent_id,citation_sequence,citation_application_id,citation_date,citation_category,citation_country
10054148,3,S49-143675,1974-12-01,cited by applicant,JP
9701881,0,9805733,1998-02-01,cited by applicant,WO
10994135,0,2005/039693,2005-05-01,cited by applicant,WO
8753503,1,2 144 942,2000-01-01,cited by applicant,RU
7370603,8,2005189168,2005-07-01,cited by examiner,JP
10162452,191,2014-519109,2014-08-01,cited by applicant,JP
7796615,1,2005-045678,2005-02-01,cited by other,JP
8869429,4,2215918,2010-08-01,cited by applicant,EP
7896913,5,10010073,2001-09-01,cited by other,DE
10091857,16,2009123427,2009-06-01,cited by applicant,JP
7883420,54,WO 98/35332,1998-08-01,cited by other,WO
7969663,6,2002-287023,2002-10-01,cited by other,JP
5805764,0,56-68976,1981-06-01,,JPX
6281170,1,0791564,1997-01-01,,EP
9611334,30,545410,1942-05-01,cited by applicant,GB
10023534,0,101475571,2009-07-01,cited by applicant,CN
10759399,6,2015-217913,2015-12-01,cited by applicant,JP
5312730,0,0265244,1988-04-01,,EP
10717781,84,WO 2006/119115,2006-11-01,cited by applicant,WO
4909871,0,62-173234,1987-07-01,,JP
8389279,8,89/10961,1989-11-01,cited by applicant,WO
10044409,118,676648,2000-05-01,cited by applicant,EP
10465176,185,106282241,2017-01-01,cited by applicant,CN
9541179,37,WO2013/123117,2013-08-01,cited by applicant,WO
8831899,2,2000-031224,2000-01-01,cited by applicant,JP
10159879,3,I260991,2005-02-01,cited by applicant,TW
9201266,1,101788737,2010-07-01,cited by applicant,CN
7594584,0,2166292,1973-08-01,cited by other,FR
11408279,82,2019229520,2019-12-01,cited by applicant,WO
6961304,1,WO 95/03652,1995-02-01,cited by other,WO
8754155,12,2006-257016,2006-09-01,cited by applicant,JP
11451638,3,WO-2018/081827,2018-05-01,cited by applicant,WO
9833470,4,0 602 014,1994-06-01,cited by applicant,EP
11178164,0,2008-114806,2008-05-01,cited by applicant,JP
8045342,1,1659553,2006-05-01,cited by other,EP
11208507,0,45976,1982-02-01,cited by applicant,EP
10819035,173,2850695,2015-03-01,cited by applicant,EP
9441793,58,2006-310856,2006-11-01,cited by applicant,JP
9681870,581,2004-531280,2004-10-01,cited by applicant,JP
6644001,0,35 35 082,1987-04-01,cited by other,DE
10507144,462,WO2004021946,2004-03-01,cited by applicant,WO
9748914,5,2012090282,2012-07-01,cited by applicant,WO
8782887,2,0 468 221,1992-01-01,cited by applicant,EP
10729176,43,3232481,1991-10-01,cited by applicant,JP
9741362,11,2008-139844,2008-06-01,cited by applicant,JP
6102545,9,4-22938,1992-01-01,,JP
9339309,4,WO-2009/152243,2009-12-01,cited by applicant,WO
10321907,1099,WO 2003/063694,2003-08-01,cited by applicant,WO
10276830,1,2007-250370,2007-09-01,cited by applicant,JP
10970264,1,WO-2014067850,2014-05-01,cited by examiner,WO
6445589,3,07131586,1995-05-01,cited by other,JP
8550083,76,WO 00/50121,2000-08-01,cited by applicant,WO
4537748,6,0894612,1962-04-01,,GB
10201363,505,2090243,2011-06-01,cited by applicant,EP
6313107,5,0098591,1984-01-01,,EP
7922673,16,10-328157,1998-12-01,cited by other,JP
8742072,8,233770,1987-08-01,cited by applicant,EP
7916501,10,11-024830,1999-01-01,cited by other,JP
9456777,4,WO 2010/094976,2010-08-01,cited by applicant,WO
8778673,87,2008086005,2008-07-01,cited by applicant,WO
8021432,42,WO-02/07652,2002-01-01,cited by other,WO
10450923,9,WO2008/056242,2008-05-01,cited by applicant,WO
10678787,2,1198769,2008-06-01,cited by applicant,EP
11114977,0,105141255,2015-12-01,cited by applicant,CN
10657463,2,201641021969,2016-07-01,cited by applicant,IN
10874438,5,2011/109009,2011-09-01,cited by applicant,WO
9159635,103,WO 2004/100252,2004-11-01,cited by applicant,WO
8791302,10,57021351,1982-02-01,cited by applicant,JP
RE48117,58,1 986 584,2008-11-01,cited by applicant,EP
10378068,16,2010-508315,2010-03-01,cited by applicant,JP
10765425,1049,WO-9523557,1995-09-01,cited by applicant,WO
9428796,36,2011-036150,2011-02-01,cited by applicant,JP
8278322,37,01/77091,2001-10-01,cited by other,WO
6662861,6,A 11-142079,1999-05-01,cited by other,JP
6037555,10,0 235 479,1987-09-01,,EP
D632688,1,D1392164,2010-07-01,cited by examiner,JP
11389550,7,WO-2013/090601,2013-06-01,cited by applicant,WO
10309134,0,2311459,1974-09-01,cited by examiner,DE
11359937,37,2004084542,2004-09-01,cited by applicant,WO
9487813,6,WO-2006/060839,2006-06-01,cited by applicant,WO
8599370,3,A-2000-155099,2000-06-01,cited by applicant,JP
8846517,21,3270227,1991-12-01,cited by applicant,JP
5382014,2,659494,1979-04-01,,SU
9450927,5,2365469,2011-09-01,cited by applicant,EP
7408873,0,725509,1996-08-01,cited by other,EP
7589822,43,WO 2004/092833,2004-10-01,cited by other,WO
10166357,31,2 176 404,1986-12-01,cited by applicant,GB
9097981,440,A-2002-227924,2002-08-01,cited by applicant,JP
7312775,3,04-019617,1992-01-01,cited by other,JP
9827293,18,WO-2016/040385,2016-03-01,cited by applicant,WO
9957299,136,WO-2009033668,2009-03-01,cited by applicant,WO
7592304,20,WO 00/20840,2000-04-01,cited by other,WO
D913583,459,WO-2016019573,2016-02-01,cited by applicant,WO
6576636,0,0 030 009,1981-06-01,cited by other,EP
4832644,1,164366,1958-08-01,,SE
7391051,22,02-260524,1990-10-01,cited by other,JP
8557782,59,2004/080990,2004-09-01,cited by applicant,WO
8993157,0,0 793 286,1997-09-01,cited by applicant,EP
10910184,5,2002-313197,2002-10-01,cited by applicant,JP
8622730,5,841009,1998-05-01,cited by applicant,EP
10828195,2,2273331,1998-06-01,cited by applicant,CA
11292810,0,WO2013177219,2013-11-01,cited by applicant,WO
8910469,9,08-210127,1996-08-01,cited by applicant,JP
10940001,128,1370200,2007-05-01,cited by applicant,EP
8159691,3,09-186802,1997-07-01,cited by other,JP
9445627,5,61124409,1986-06-01,cited by applicant,JP
9494922,103,WO2063570,2002-08-01,cited by applicant,WO
9614097,41,2008-281988,2008-11-01,cited by applicant,JP
11222772,221,10-2002-0027695,2002-04-01,cited by applicant,KR
5869583,0,0 735 052,1996-10-01,,EP
10504532,8,10-2008-0092770,2008-10-01,cited by applicant,KR
7482462,12,1 097 706,2001-05-01,cited by other,EP
8659956,61,1241708,2002-09-01,cited by applicant,EP
4887787,7,3105217,1987-04-01,,DE
11180802,126,2013/169339,2013-11-01,cited by applicant,WO
7896858,32,WO 00/76443,2000-12-01,cited by other,WO
10088556,3,WO2010006081,2010-01-01,cited by applicant,WO
9316249,8,2006-307961,2006-11-01,cited by applicant,JP
7455379,0,0 300 743,1989-01-01,cited by other,EP
9199998,139,3034944,2003-05-01,cited by applicant,WO
8365384,16,02/18991,2002-03-01,cited by applicant,WO
5427089,17,9100117,1991-01-01,,WO
10279041,72,2011/056713,2011-05-01,cited by applicant,WO
8000852,2,A-2001-078304,2001-03-01,cited by other,JP
7786172,3,1 106 179,2001-06-01,cited by other,EP
11116197,13,7308143,1995-11-01,cited by examiner,JP
7203490,4,0 755 163,1997-01-01,cited by other,EP
11118250,10,2016-094662,2016-05-01,cited by applicant,JP
8577413,5,WO 02/07080,2002-01-01,cited by applicant,WO
10493851,11,2010150318,2010-12-01,cited by applicant,WO
10471171,11,2008-088174,2008-04-01,cited by applicant,JP
7100778,295,2002-311442,2002-10-01,cited by other,JP
10786529,94,WO 11/137135,2011-11-01,cited by applicant,WO
9764092,71,2010078242,2010-07-01,cited by applicant,WO
8390086,10,2008-544567,2008-12-01,cited by applicant,JP
10016291,59,2005032403,2005-12-01,cited by applicant,WO
10264251,4,11-041608,1999-02-01,cited by applicant,JP
6161450,6,1357200,1974-06-01,,GB
7041416,21,3120476,2000-10-01,cited by other,JP
6599944,6,2 679 773,1991-07-01,cited by other,FR
10449042,19,2566416,2013-03-01,cited by applicant,EP
10615194,0,101000896,2007-07-01,cited by applicant,CN
10874825,78,2468347,2012-06-01,cited by applicant,EP
10532671,1,2012109698,2012-08-01,cited by applicant,WO
7067568,4,03/059957,2003-07-01,cited by other,WO
10312405,3,WO-2010/111601,2010-09-01,cited by applicant,WO
9289212,699,WO 96/39088,1996-12-01,cited by applicant,WO
5249184,1,82/00865,1992-06-01,,WO
7437430,28,WO89/08915,1989-09-01,cited by other,WO
9051157,7,603644,1994-06-01,cited by applicant,EP
10157372,2,2009026156,2009-02-01,cited by applicant,WO
11253394,28,2003-520077,2003-07-01,cited by applicant,JP
8876167,7,4013450,2007-11-01,cited by applicant,JP
8224018,11,WO2006016112,2006-02-01,cited by other,WO
11072250,187,11346964,1999-12-01,cited by applicant,JP
7329755,13,2051146,1995-12-01,cited by other,RU
7814187,1,196 24 929,1998-01-01,cited by other,DE
6335419,2,0 805 173,1997-03-01,cited by other,EP
11435667,9,WO-2013161862,2013-10-01,cited by examiner,WO
10984928,29,WO 2012/103020,2012-08-01,cited by applicant,WO
5434184,6,0403360,1990-06-01,,EP
11052215,1,1623612,2005-06-01,cited by applicant,CN
10131244,3,2485293,2012-08-01,cited by applicant,EP
10013672,2,2007249307,2007-09-01,cited by applicant,JP
8575592,8,08-023124,1996-01-01,cited by applicant,JP
11058425,84,101224119,2011-09-01,cited by applicant,CN
8076325,2,2006/092491,2006-09-01,cited by other,WO
8009547,12,A 2006-505887,2006-02-01,cited by other,JP
8094456,23,2002-144220,2002-05-01,cited by other,JP
7558326,1,WO 00/16525,2000-03-01,cited by other,WO
11340025,12,2010016792,2010-02-01,cited by applicant,WO
9173944,3,2007-537274,2007-12-01,cited by applicant,JP
10357878,0,10 2012 008 073,2013-10-01,cited by applicant,DE
RE47279,9,00117663,2006-12-01,cited by applicant,FI
10542988,15,1424891,2003-06-01,cited by applicant,CN
7531716,0,WO 97/39110,1997-10-01,cited by other,WO
10835163,65,2006-014789,2006-01-01,cited by applicant,JP
9468448,89,2010135156,2010-11-01,cited by applicant,WO
8460598,4,WO 2007 023349,2007-03-01,cited by applicant,WO
8542004,14,2000-044236,2000-02-01,cited by applicant,JP
5223721,1,1-68955,1989-03-01,,JP
9401508,51,2000-235858,2000-08-01,cited by applicant,JP
4431218,0,2605777,1977-08-01,,DE
9168465,2,201643725,2010-11-01,cited by applicant,CN
9867049,3,2011/125849,2011-10-01,cited by applicant,WO
11155943,43,2007/014145,2007-02-01,cited by applicant,WO
8512129,5,2002-230300,2002-08-01,cited by applicant,JP
5776971,15,2200115,1988-07-01,,GBX
D955790,50,2580996,2013-04-01,cited by applicant,EP
6618048,11,11259671,1999-09-01,cited by other,JP
9913647,84,392547,1995-12-01,cited by applicant,EP
9607937,3,2009-0072958,2009-07-01,cited by applicant,KR
11160783,5,2001-294527,2001-10-01,cited by applicant,JP
9827450,60,2002505596,2002-02-01,cited by applicant,JP
9375689,11,2124096,1984-02-01,cited by examiner,GB
7577583,6,196 35 753,1998-04-01,cited by other,DE
9771409,9,98/50546,1998-11-01,cited by applicant,WO
11039621,64,11209143,1999-08-01,cited by applicant,JP
7940746,6,905959,1999-03-01,cited by other,EP
9388808,5,101145716,2008-03-01,cited by applicant,CN
7485973,18,A-08-330355,1996-12-01,cited by other,JP
10613574,0,10-0955383,2010-04-01,cited by applicant,KR
8859052,5,9631687,1996-10-01,cited by applicant,WO
10652394,1,202035047,2011-11-01,cited by examiner,CN
10470772,12,1136020,1957-05-01,cited by applicant,FR
7655871,5,2003-268136,2003-09-01,cited by other,JP
8476000,0,0 169 294,1986-01-01,cited by applicant,EP
9783995,96,3012224,2003-02-01,cited by applicant,WO
10364841,13,2012-229814,2012-11-01,cited by applicant,JP
10674868,127,203647141,2014-06-01,cited by applicant,CN
6841277,6,05-343083,1993-12-01,cited by other,JP
9044717,7,2009-208026,2009-09-01,cited by applicant,JP
5853440,1,0557096,1993-08-01,,EPX
7793425,4,3037562,2003-05-01,cited by other,WO
8961164,3,69013284,1995-02-01,cited by applicant,DE
10663650,14,201721202,2017-06-01,cited by applicant,TW
7814421,53,WO 97/49242,1997-12-01,cited by other,WO
10138790,1,20150072077,2015-06-01,cited by applicant,KR
5947358,0,258823,1988-03-01,,EP
5071077,1,3311291,1984-10-01,,DE
7990605,6,2004-253335,2004-09-01,cited by other,JP
10179981,3,WO 93/12300,1993-06-01,cited by applicant,WO
9426913,1,WO 2007/039097,2007-04-01,cited by applicant,WO
9687336,25,WO 2008/051543,2008-05-01,cited by applicant,WO
8229821,7,0 926 634,1999-06-01,cited by other,EP
10441280,963,WO 96/21119,1996-07-01,cited by applicant,WO
9094330,4,2007-201575,2007-08-01,cited by applicant,JP
10967357,13,2004089501,2004-10-01,cited by applicant,WO
8373936,39,2006-178026,2006-07-01,cited by applicant,JP
9517449,0,WO 2013028575,2013-02-01,cited by examiner,WO
10806587,16,2702651,1994-09-01,cited by applicant,FR
9845526,0,1505176,2005-02-01,cited by applicant,EP
5549095,2,63-51121,0688-04-01,,JP
11418109,7,104640053,2015-05-01,cited by applicant,CN
9622192,22,WO2007023787,2007-03-01,cited by applicant,WO
6433119,1,294168,1988-12-01,cited by other,EP
9776120,3,WO 2008/045325,2008-04-01,cited by applicant,WO
8502680,18,2340647,2000-02-01,cited by applicant,GB
7122090,12,2002-113764,2002-04-01,cited by other,JP
RE42737,6,11-41689,1999-02-01,cited by other,JP
5256398,0,8701593,1987-03-01,,WO
9787460,10,101997807,2011-03-01,cited by applicant,CN
9758445,5,2012/129482,2012-09-01,cited by applicant,WO
8953410,3,2005-129210,2005-05-01,cited by applicant,JP
7265078,2,WO9719145,1997-05-01,cited by other,WO
9223206,0,2008-107529,2008-05-01,cited by examiner,JP
8190513,1,179898,1994-11-01,cited by other,EP
10586279,10,0 919 942,1999-06-01,cited by applicant,EP
11370330,17,WO-2014172320,2014-10-01,cited by examiner,WO
11083394,7,2016014572,2016-01-01,cited by applicant,WO
8417015,58,WO-2006/036726,2006-04-01,cited by applicant,WO
7390356,6,1 159 234,2005-02-01,cited by other,EP
9768086,49,2005-241629,2005-09-01,cited by applicant,JP
8018212,2,650250,1995-04-01,cited by other,EP
8258371,22,WO-00/34439,2000-06-01,cited by other,WO
9587285,7,WO221936,2002-06-01,cited by applicant,WO
9486214,782,WO 01/03587,2001-01-01,cited by applicant,WO
9425923,1,2010-161513,2010-07-01,cited by applicant,JP
7098479,18,58-27364,1983-02-01,cited by other,JP
11046784,647,WO 2014/145806,2014-09-01,cited by applicant,WO
8505451,3,WO 01/49510,2001-07-01,cited by applicant,WO
7317296,4,2002153036,2002-05-01,cited by other,JP
11205818,17,20170050511,2017-05-01,cited by applicant,KR
4781484,2,1568362,1969-05-01,,FR
11342348,0,2011-187794,2011-09-01,cited by applicant,JP
8632774,10,WO 2011/090762,2011-07-01,cited by applicant,WO
11453320,0,10059358,2005-12-01,cited by applicant,DE
10029477,1,104042025,2014-09-01,cited by applicant,CN
8236294,36,WO-0202738,2002-01-01,cited by other,WO
9923005,12,2007-095792,2007-04-01,cited by applicant,JP
10898153,56,WO-9423647,1994-10-01,cited by applicant,WO
7257895,0,990167,1999-01-01,cited by other,FI
8545114,33,2005-148109,2005-06-01,cited by applicant,JP
7545291,2,0 939 554,1999-09-01,cited by other,EP
11454528,1,102015003365,2016-09-01,cited by applicant,DE
6319921,3,0 418 071,1991-03-01,,EP
5046472,0,WO86/00960,1986-02-01,,WO
5881821,1,2626433,1989-08-01,,FR
9693434,4,2011-070947,2011-04-01,cited by applicant,JP
11000278,187,908152,2002-01-01,cited by applicant,EP
9179911,60,375302,1994-11-01,cited by applicant,EP
10032939,69,90/03680,1990-04-01,cited by applicant,WO
9283054,828,WO 2004/078051,2004-09-01,cited by applicant,WO
6975816,18,9-169123,1997-06-01,cited by other,JP
7847998,15,WO 93/17071,1993-02-01,cited by other,WO
9045831,5,1 003 223,2000-05-01,cited by applicant,EP
11281469,0,516266,1992-12-01,cited by applicant,EP
10911794,0,2643806,2013-06-01,cited by applicant,CA
9457543,0,0 500 590,1992-09-01,cited by applicant,EP
10617336,10,107634,1984-05-01,cited by applicant,EP
7596307,12,A-2002-131832,2002-05-01,cited by other,JP
10160472,37,2426030,2012-03-01,cited by applicant,EP
9385385,24,2010-173357,2010-08-01,cited by applicant,JP
10910654,4,2004-031174,2004-01-01,cited by applicant,JP
8137254,7,1 795 335,2007-06-01,cited by other,EP
9532955,45,2012/039979,2012-03-01,cited by applicant,WO
10867710,36,WO2018013317,2018-01-01,cited by applicant,WO
9600219,2,101515976,2009-08-01,cited by applicant,CN
5306787,0,0323700,1989-07-01,,EP
7513733,0,387 150,1932-03-01,cited by other,BE
9931330,46,WO 2011/139713,2011-11-01,cited by applicant,WO
10918788,62,WO 2003/024504,2003-03-01,cited by applicant,WO
8808426,3,2000317244,2000-11-01,cited by applicant,JP
9946377,9,100954898,2010-04-01,cited by applicant,KR
9968994,0,1704947,2006-09-01,cited by applicant,EP
8883394,14,2008-268484,2008-11-01,cited by applicant,JP
11166852,4,102370541,2012-03-01,cited by applicant,CN
7713726,4,WO 98/54982,1998-12-01,cited by other,WO
9309552,2,0 881 284,1998-12-01,cited by applicant,EP
10151439,3,2005108554,2005-04-01,cited by applicant,JP
10573231,17,2 541 531,2006-07-01,cited by applicant,CA
9702998,18,WO 2012/170201,2012-12-01,cited by applicant,WO
7951789,30,WO 2004/100960,2004-11-01,cited by other,WO
8903634,3,2006-170037,2006-06-01,cited by applicant,JP
10596399,0,29 42 333,1981-04-01,cited by applicant,DE
8198618,13,WO 2007/102341,2007-09-01,cited by other,WO
11211248,0,1304551,2001-07-01,cited by applicant,CN
6164909,2,1426866,1968-12-01,,DE
4638720,1,2360530,1975-06-01,,DE
10651530,2,10 2011 107 216,2012-03-01,cited by applicant,DE
7969135,1,WO-2007/025289,2007-03-01,cited by other,WO
11217125,0,105867546,2016-08-01,cited by applicant,CN
8640699,64,WO 2007145948,2007-12-01,cited by applicant,WO
5897851,15,WO 95/01187,1995-01-01,,WO
8796999,0,2646035,1990-10-01,cited by applicant,FR
4520994,1,2253972,1973-12-01,,FR
4419365,3,1898,1963-07-01,,FR
6783309,7,H10-128642,1998-05-01,cited by other,JP
11066527,36,20150126517,2015-11-01,cited by applicant,KR
8928336,18,11260133,1999-09-01,cited by applicant,JP
6648741,14,93/00204,1993-01-01,cited by other,WO
D888340,9,3316059,2003-08-01,cited by applicant,CN
8114435,10,391518,1990-02-01,cited by other,EP
5720494,2,2242871,1991-10-01,,GBX
6442169,42,WO 98/19445,1998-05-01,cited by other,WO
8920997,1,199 24 777,2000-11-01,cited by applicant,DE
8968297,42,102004022206,2005-12-01,cited by applicant,DE
10825150,0,103413270,2013-11-01,cited by applicant,CN
10160760,20,WO 02/66481,2002-08-01,cited by applicant,WO
7094512,27,2003-231843,2003-08-01,cited by other,JP
11448384,21,101498411,2013-11-01,cited by applicant,CN
7754411,21,2001-296653,2001-10-01,cited by other,JP
6967016,3,WO 99/66075,1999-12-01,cited by other,WO
5135953,20,3235419,1983-04-01,,DE
5773473,0,755826-A,1971-11-01,,BEX
D825838,19,301722386,2011-11-01,cited by applicant,CN
10433837,463,2165654,2010-03-01,cited by applicant,EP
7829673,13,WO-2005/042019,2005-05-01,cited by other,WO
10433844,398,1943962,2008-07-01,cited by applicant,EP
10996855,5,10-2017-0036075,2017-03-01,cited by applicant,KR
10851374,40,09-59206,1997-03-01,cited by applicant,JP
10546846,125,595012,2004-06-01,cited by applicant,TW
5302977,0,860633,1971-01-01,,CA
10570787,6,5747500,2015-07-01,cited by applicant,JP
11331135,20,2005/102416,2005-11-01,cited by applicant,WO
7989601,18,WO 97/28173,1997-08-01,cited by other,WO
9138129,1,646358,1995-04-01,cited by applicant,EP
8498591,4,WO9828888,1998-07-01,cited by applicant,WO
9154211,164,2004297756,2004-10-01,cited by applicant,JP
8873510,0,1984436,2007-06-01,cited by applicant,CN
4950122,7,682536,1964-03-01,,CA
8901147,6,2006/099231,2006-09-01,cited by applicant,WO
8592629,27,9604905,1996-02-01,cited by applicant,WO
9799868,0,2004-146190,2004-05-01,cited by applicant,JP
10206721,0,202007001585,2007-06-01,cited by applicant,DE
11105423,2,2 708 886,2014-03-01,cited by applicant,EP
11155170,6,WO 2004/067416,2004-08-01,cited by applicant,WO
10820370,0,2017-118229,2017-07-01,cited by applicant,WO
8777586,2,2512853,1983-03-01,cited by applicant,FR
7580744,0,4405827,1995-06-01,cited by other,DE
7113989,0,1 030 251,2000-08-01,cited by other,EP
8194130,1,2003-143449,2003-05-01,cited by other,JP
D244790,1,"87,471",1936-01-01,,SW
10638855,25,202011104060,2012-12-01,cited by applicant,DE
11045444,3,H11292777,1999-10-01,cited by applicant,JP
8248378,49,2001-267782,2001-09-01,cited by other,JP
9999711,13,1251912,1986-08-01,cited by applicant,SU
10450528,0,H10147790,1998-06-01,cited by applicant,JP
8993360,106,10-2008-0048653,2008-06-01,cited by applicant,KR
8854538,79,62-32778,1987-02-01,cited by applicant,JP
11446070,13,2011086529,2011-07-01,cited by applicant,WO
6206859,0,WO 91/00114,1991-01-01,,WO
5501575,0,2561307,1985-09-01,,FR
11411071,7,111326513,2020-06-01,cited by applicant,CN
8654416,2,5-215607,1993-08-01,cited by applicant,JP
11305767,4,2526346,2015-11-01,cited by applicant,GB
7174675,1,2 244 751,1991-12-01,cited by other,GB
10065293,2,2 363 245,2011-09-01,cited by applicant,EP
5059539,1,2104546,1983-03-01,,GB
11227782,335,2018105349,2018-06-01,cited by applicant,WO
9568021,28,101984299,2011-03-01,cited by applicant,CN
10328210,16,2009150028,2009-12-01,cited by applicant,WO
10936120,136,2006/104745,2007-05-01,cited by applicant,WO
9826977,487,2606812,2013-06-01,cited by applicant,EP
11247349,9,105312196,2019-03-01,cited by applicant,CN
9781984,4,102488365,2012-06-01,cited by applicant,CN
8290211,2,61-176808,1996-08-01,cited by other,JP
11158032,0,2887665,2015-06-01,cited by applicant,EP
9368964,265,2000341974,2000-12-01,cited by applicant,JP
7918707,28,2004/080556,2004-09-01,cited by other,WO
8163075,26,2672307,1992-08-01,cited by other,FR
10873928,7,WO 2015/042893,2015-04-01,cited by applicant,WO
8772556,22,WO2010/002792,2010-01-01,cited by applicant,WO
11219632,0,104771330,2015-07-01,cited by applicant,CN
10704149,9,2013239574,2013-11-01,cited by applicant,JP
6472402,0,210 265,1984-06-01,cited by other,DE
10600713,0,1020110004119,2011-01-01,cited by applicant,KR
8847928,1,1 094 497,2001-04-01,cited by applicant,EP
9540642,80,WO 03/050087,2003-06-01,cited by applicant,WO
8018128,0,48-091111,1973-07-01,cited by other,JP
7590417,6,WO 00/51375,2000-08-01,cited by other,WO
9859648,1,2001-110507,2001-04-01,cited by applicant,JP
8691274,5,WO 2009-051701,2009-04-01,cited by applicant,WO
5129574,0,59-137187,1984-08-01,,JP
9037134,19,WO2008004102,2008-01-01,cited by applicant,WO
10554281,25,WO 2013/112024,2013-08-01,cited by applicant,WO
D298312,0,1515850,1970-01-01,,DE
7199788,7,WO-02/35460,2002-05-01,cited by other,WO
10903264,13,2010/013417,2010-02-01,cited by applicant,WO
9932484,32,2003-170540,2003-06-01,cited by applicant,JP
9941566,31,2423772,2011-07-01,cited by applicant,RU
11053525,19,2009/125992,2009-10-01,cited by applicant,WO
8528793,10,436155,1991-07-01,cited by applicant,EP
6492367,10,94/02466,1994-02-01,cited by other,WO
7961565,0,4-87028,1992-03-01,cited by other,JP
9302993,19,3047572,2003-06-01,cited by applicant,WO
6281150,2,2 645 180,1989-03-01,,FR
7349056,29,H03-009549,1991-01-01,cited by other,JP
4585819,0,1077352,1980-05-01,,CA
10017410,13,2014075995,2014-05-01,cited by applicant,WO
11354033,230,2011-048666,2011-03-01,cited by applicant,JP
8693658,11,2008075331,2008-06-01,cited by applicant,WO
6305045,1,1928269,1970-12-01,,DE
7244319,22,62-235449,1987-10-01,cited by other,JP
5760671,2,488612,1992-05-01,,JPX
10721176,21,2584077,2016-09-01,cited by applicant,ES
5172752,0,0036213,1981-09-01,,EP
11448369,5,2014182995,2012-09-01,cited by applicant,JP
9915835,8,2011-058827,2011-08-01,cited by applicant,JP
10405066,5,2913808,2015-09-01,cited by applicant,EP
11355669,0,01278660,2001-01-01,cited by applicant,CN
8192099,24,2006051797,2006-02-01,cited by other,JP
10588260,4,2014-060936,2014-04-01,cited by applicant,JP
D885557,18,1996029112,1996-09-01,cited by applicant,WO
10837883,132,WO-2006/101851,2006-09-01,cited by applicant,WO
5724691,1,1 989 041,1968-02-01,,DEX
11317910,440,WO-03094747,2003-11-01,cited by applicant,WO
7558608,3,8-288707,1996-11-01,cited by other,JP
6270498,36,91/06266,1991-05-01,,WO
5579894,0,3708604,1988-09-01,,DK
9267131,52,2009052095,2009-04-01,cited by applicant,WO
6408505,0,1-187898,1989-07-01,cited by other,JP
8129996,9,2004-530880,2004-10-01,cited by other,JP
10213395,49,2018039192,2018-03-01,cited by applicant,WO
9705834,6,2368747,2002-08-01,cited by applicant,GB
10625881,17,2014152701,2014-09-01,cited by applicant,WO
9178415,12,2069269,1981-08-01,cited by applicant,GB
10874825,188,2006097109,2006-09-01,cited by applicant,WO
10033749,0,2005094035,2005-10-01,cited by applicant,WO
9289889,2,2179381,1987-03-01,cited by applicant,GB
10349860,135,WO 2009/114689,2009-09-01,cited by applicant,WO
7641583,1,6144020,1994-05-01,cited by other,JP
9955726,18,2469850,2010-11-01,cited by applicant,GB
11322995,49,WO 2015/120093,2015-08-01,cited by applicant,WO
8284234,59,3012782,2003-02-01,cited by other,WO
9302984,5,0 988 018,2003-03-01,cited by applicant,EP
7448750,29,2 740 231,1997-04-01,cited by other,FR
8001445,4,2000115244,2000-04-01,cited by other,JP
11013800,30,WO-1993/12227,1993-06-01,cited by applicant,WO
10063501,3,PI918046,2015-12-01,cited by applicant,BR
4558852,3,648720,1951-01-01,,GB
10421013,350,2006192157,2006-07-01,cited by applicant,JP
8652902,1,56-108271,1981-08-01,cited by applicant,JP
6340044,1,458242,1991-11-01,cited by other,EP
8387484,13,361335,1994-02-01,cited by applicant,EP
4352798,4,1439605,1976-06-01,,GB
9957816,12,8338202,1996-12-01,cited by applicant,JP
9130002,3,20040035424,2004-04-01,cited by applicant,KR
8267573,1,4239252,1994-02-01,cited by other,DE
9445705,12,2201085,1988-08-01,cited by applicant,GB
9019607,8,2001-256531,2001-09-01,cited by applicant,JP
9515041,3,2002-307687,2002-10-01,cited by applicant,JP
6780255,7,6-81010,1994-03-01,cited by other,JP
6325178,0,2-261785,1990-10-01,,JP
10441414,1,2000/062714,2000-10-01,cited by applicant,WO
10035120,9,30278,2015-10-01,cited by applicant,GC
9636169,63,WO 00/59392,2000-10-01,cited by applicant,WO
10814436,5,2010-076948,2010-04-01,cited by applicant,JP
6185527,4,8087292,1996-04-01,,JP
7701831,6,2002-373423,2002-12-01,cited by other,JP
9824830,3,1085542,2001-03-01,cited by applicant,EP
10433790,4,01/074263,2001-10-01,cited by applicant,WO
9989685,513,A-2002-365783,2002-12-01,cited by applicant,JP
8583227,19,2005-532841,2005-11-01,cited by applicant,JP
7892081,1,199717601,1997-09-01,cited by other,AU
9960667,73,102004043478,2005-04-01,cited by applicant,DE
6346116,6,WO 00/16705,2000-03-01,cited by other,WO
6775889,1,57-32244,1955-07-01,cited by other,JP
8296209,31,11-213083,1999-08-01,cited by other,JP
11259637,14,3116459,1982-11-01,cited by applicant,DE
11120372,645,10-2015-0043512,2015-04-01,cited by applicant,KR
5770627,1,629 649 A1,1994-12-01,,EPX
10468698,6,10-2014-0083739,2014-07-01,cited by applicant,KR
11401329,18,2012088309,2012-06-01,cited by applicant,WO
8802101,45,WO-0212500,2002-02-01,cited by applicant,WO
8838482,16,02/35952,2002-05-01,cited by applicant,WO
8033374,1,1453037,1976-10-01,cited by other,GB
11074641,5,2 425 583,2012-03-01,cited by applicant,EP
8535301,26,9725919,1997-07-01,cited by applicant,WO
