patent_id,raw_examiner_name_first,raw_examiner_name_last,examiner_role,art_group
11447896,Ismael,Izaguirre,primary,3732.0
4406844,John A.,Parrish,primary,
5360208,Paul E.,Shapiro,primary,
11395864,Alma,Pipic,primary,1617.0
D615748,Ralf,Seifert,primary,2914.0
6031182,Kristine,Kincaid,primary,
5135889,T. N.,Quach,primary,
7825432,Zandra,Smith,primary,2822.0
8360256,Ned A,Walker,assistant,3788.0
8470124,Scott W,Dodds,assistant,1746.0
7194936,Bryan R.,Muller,assistant,3723.0
7523091,Jean M,Corrielus,primary,2162.0
10519062,Jason L,Lazorcik,primary,1741.0
9185666,Eric,Nowlin,assistant,2474.0
10940490,Walter D.,Griffin,primary,1774.0
9070271,Hung T,Nguyen,primary,2681.0
5924508,Douglas C.,Butler,primary,
7844262,Kathy,Wang-Hurst,assistant,2617.0
9922207,Kambiz,Zand,primary,2434.0
8523794,Justine,Yu,primary,3771.0
10392518,Ahmed N,Sefer,primary,2893.0
8081302,Sang,Nguyen,primary,2886.0
10527975,Nga Leung V,Law,assistant,1717.0
4729532,Ramon S.,Britts,primary,
8170056,Robert,Lopata,assistant,2471.0
10347741,Zandra V,Smith,primary,2816.0
10431405,Amy Cohen,Johnson,primary,2833.0
11113777,Anne Marie,Antonucci,primary,3667.0
6818997,Alexander Oscar,Williams,primary,2826.0
11302138,Milap,Shah,primary,3715.0
5709744,Felisa                        ,Garrett,primary,
D437997,Inga-Maria,Hyttinen,assistant,
5417657,Bryan L.,Tsosie,assistant,
6225524,Glenn K.,Dawson,primary,
9001540,Emily P,Pham,primary,2838.0
D952038,Abraham,Bahta,primary,2913.0
6413307,Elizabeth D.,Wood,primary,1755.0
9607266,Robert H,"Bejcek, II",assistant,2129.0
4451303,G.,Ozaki,primary,
6403668,Morton,Foelak,primary,1711.0
6683011,George,Fourson,primary,2823.0
10920693,Johnny H,Hoang,assistant,3747.0
9390781,Su C,Kim,primary,2899.0
4368258,Richard L.,Schilling,primary,
5795267,Victor K.                     ,Hwang,assistant,
9884991,Lynne,Edmondson,assistant,1734.0
6092647,Joseph M.,Moy,primary,
9767212,Stephen,Hong,primary,2178.0
8489240,Shogo,Sasaki,assistant,1773.0
7719218,Bentsu,Ro,primary,2837.0
4598756,Nicholas P.,Godici,primary,
D443869,Nanda,Bondade,primary,
6652093,Hung Xuan,Dang,primary,2873.0
8139082,Phi,Hoang,assistant,2628.0
7759301,Lorna M,Douyon,primary,1796.0
6218400,Alan L.,Rotman,primary,
9014906,Mary,Cheung,primary,3667.0
D271659,Carmen H.,Vales,assistant,
9735577,Yemane,Mehari,primary,2838.0
8779188,Johann R,Richter,primary,1671.0
9193613,Cameron J,Allen,assistant,1774.0
9896283,Douglas A,Hess,primary,3651.0
9804802,Marc,Duncan,primary,2113.0
7591902,Yewebdar T,Tadesse,primary,1792.0
9723565,Xin,Jia,assistant,2649.0
6625111,Wellington,Chin,primary,2664.0
6189964,Anthony D.,Barfield,primary,
7613524,Mark W,Bockelman,primary,3766.0
4618876,Andrew J.,James,primary,
10995022,Bradley R,Spies,primary,1777.0
D688698,Karen E,Kearney,primary,2911.0
5360618,Joseph,Golian,primary,
10365354,Hovhannes,Baghdasaryan,primary,3645.0
D427799,Gary D.,Watson,primary,
6675782,Mahmoud,Gimie,primary,3747.0
7687788,David A,Vanore,primary,2881.0
5772130,Mark                          ,Rosenbaum,primary,
7299506,Katherine,Moran,primary,3765.0
6099749,Karl,Group,primary,
7615648,Golam M. M.,Shameem,primary,1626.0
D761519,Mojtaba,Tehrani,assistant,2922.0
5421571,H. Grant,Skaggs,primary,
6003614,Victor,Batson,primary,
D374275,Stella,Reid,primary,
4178807,Samuel,Scott,primary,
4496578,Richard L.,Raymond,primary,
5581509,Joseph A.,Popek,primary,
9071701,Amancio,Gonzalez,primary,2642.0
4007992,Richard A.,Rosenberger,assistant,
D869140,Jennifer L,Watkins,primary,2915.0
4395544,Arthur P.,Demers,primary,
5255566,Nashmiya,Ashraf,assistant,
6410816,Tam M.,Nguyen,assistant,1764.0
6021904,Jacob K.,Ackun,primary,
6773760,Michael,Barr,primary,1762.0
9594464,Larry,Sternbane,primary,2699.0
4847181,Lee C.,Wright,assistant,
4998489,Peter,Nerbun,primary,
9127423,Abigail A,Risic,primary,3671.0
4194154,Robert L.,Griffin,primary,
7006715,Brian,Healy,primary,2883.0
7535246,Vinh P,Nguyen,primary,2829.0
3983265,William H.,Schmidt,assistant,
5476260,Raleigh W.,Chiu,primary,
5694257,Loha                          ,Ben,primary,
10182294,Joshua,Kaufman,primary,2656.0
5993024,Cassandra,Spyrou,primary,
4355799,Richard A.,Schacher,primary,
10540243,Hasanul,Mobin,primary,2168.0
9979366,Xu,Mei,primary,2654.0
6906683,Hoang V.,Nguyen,primary,2821.0
4997207,Paul A.,Bell,primary,
D371295,Martie,Thompson,primary,
6525145,Duc,Truong,primary,1711.0
6036377,W. B.,Perkey,primary,
8109512,Benjamin,Layno,primary,3711.0
7480233,Afsar M.,Qureshi,primary,2616.0
4109699,Francis S.,Husar,primary,
10877233,Andrew,Jordan,primary,2883.0
6815775,Nathan J.,Flynn,primary,2826.0
6935776,Diego,Gutierrez,primary,2859.0
5957421,Kimberly,Wood,assistant,
7223015,Jes F.,Pascua,primary,3782.0
4561322,A. Michael,Chambers,primary,
5691030,Kathleen                      ,Choi,primary,
5068244,Joseph Paul,Brust,primary,
5776084,William                       ,LaMarca,assistant,
11280500,Hugh,Maupin,primary,2884.0
5304660,Nicky,Chan,primary,
8755299,Chi,Pham,primary,2471.0
5014792,Dennis L.,Taylor,primary,
4936016,Thomas B.,Will,primary,
6685152,Ramon O.,Ramirez,primary,3632.0
7200610,Alford,Kindred,primary,2164.0
10458782,Dominic J,Bologna,primary,2886.0
6721381,John,Richardson,assistant,3641.0
9458190,Jae W,Lee,assistant,1656.0
4188567,Theodore M.,Blum,primary,
9251807,Susan,McFadden,primary,2658.0
9476088,J. Christopher,Ball,primary,1759.0
D914814,Mitchell I.,Siegel,primary,2912.0
10779514,Lisa L,Tsang,primary,3642.0
7988375,David J.,Walczak,primary,3751.0
9472650,Evren,Seven,primary,2812.0
8962918,Stephen,Uyeno,assistant,1638.0
7637484,Scott,Bushey,primary,1797.0
11350079,Jessica M,Prince,primary,2486.0
11300310,Mohammad,Ali,primary,2119.0
8396496,Cindy,Trandai,assistant,2648.0
9700561,Kathrien,Cruz,primary,1621.0
4762176,Bruce M.,Kisliuk,assistant,
11204552,John S,Chu,primary,1737.0
8929572,Xu,Mei,primary,2654.0
4708483,R. A.,Rosenberger,primary,
10878071,Brandon S,Hoffman,primary,2433.0
5479550,Rodney B.,Bovernick,primary,
5445642,Stephen C.,Pellegrino,primary,
7716117,David L,Wood,assistant,3695.0
D658453,Terry,Wallace,primary,2916.0
6229322,Vinh P.,Nguyen,primary,
9569655,Eric,Rush,primary,2667.0
11360970,Tamara T,Kyle,primary,2156.0
5313765,John,Sipos,primary,
4863881,Karl,Group,assistant,
11323621,Angel L,Garces-Rivera,assistant,2698.0
5182493,Paul M.,Dzierzynski,primary,
4106227,Louis K.,Rimrodt,primary,
9670244,Barbara P,Badio,primary,1628.0
5789395,Jon P.                        ,Weber,primary,
11211660,James J,Triggs,assistant,3614.0
4676015,John G.,Weiss,assistant,
6472084,Christopher,Paulraj,assistant,1773.0
6028176,Garnette D.,Draper,primary,
4340433,R.,Dean,primary,
4672356,E. A.,Goldberg,primary,
9709150,Tisha,Lewis,primary,3655.0
6751084,Eric,Thomas,assistant,2831.0
7449766,David,Nhu,primary,2818.0
6719306,Brian L.,Johnson,primary,3618.0
10971221,Ajay,Ojha,primary,2824.0
9977315,Sultan,Chowdhury,primary,2882.0
5030693,John C.,Bleutge,primary,
10147488,Hoai V,Ho,primary,2827.0
9601706,Cynthia,Hamilton,primary,1722.0
5328094,Kevin,Weldon,assistant,
D668053,Melanie H,Tung,primary,2911.0
5439463,Tamara L.,Graysay,primary,
7985463,David J,Joy,assistant,1785.0
9125273,Adam,Houston,primary,2842.0
4150569,S. Clement,Swisher,primary,
7518191,Nathan W,Ha,primary,2814.0
9762207,Thomas,Dougherty,primary,2837.0
7212525,Chi,Pham,primary,2616.0
8138061,Jack,Chen,primary,2893.0
7586528,David L,Ometz,primary,2622.0
6576790,Paul A.,Zucker,assistant,1621.0
8912179,My-Chau T,Tran,primary,1629.0
9394970,William,Kelleher,primary,3658.0
11114550,Nishath,Yasmeen,primary,2811.0
5255180,Joseph,Ruggiero,primary,
D359606,Robin V.,Taylor,assistant,
10412697,Brian P,Cox,assistant,2474.0
4146696,Harry,"Wong, Jr.",primary,
5916365,Alva C.,Powell,assistant,
10908549,Michael A,Harrison,assistant,2852.0
5545237,Ellen M.,McAvoy,primary,
8146618,Macade,Brown,assistant,3753.0
9011549,Christopher D,Prone,assistant,3738.0
D618632,Selina,Sikder,primary,2912.0
9512240,Xue,Liu,assistant,1742.0
5512706,Stanley J.,Witkowski,primary,
6898656,Sumati,Lefkowitz,primary,2112.0
6788064,Diego,Gutierrez,primary,2859.0
6915765,Noah P.,Kamen,primary,3747.0
4342704,Joseph Paul,Brust,primary,
5462929,Douglas W.,Robinson,primary,
7275674,Nathaniel,Chukwurah,assistant,3721.0
10574905,Stuart D,Bennett,assistant,2481.0
9255933,Jagadishwar,Samala,assistant,1618.0
6109723,Hoan,Tran,assistant,
5098941,Paul R.,Michl,primary,
8785167,Robert,Yamasaki,assistant,1657.0
4113345,John K.,Corbin,primary,
4275472,Casmir A.,Nunberg,primary,
9997484,Krista,Soderholm,assistant,2896.0
7189648,Ha,Nguyen,primary,2812.0
6490409,Robert,Chevalier,primary,2615.0
6853525,George J.,"Toatley, Jr.",primary,2836.0
6171934,Adam,Pyonin,assistant,
11105917,Lana N,Le,primary,2648.0
6011767,Paul W.,Huber,primary,
5158846,Marion E.,McCamish,primary,
10002924,Jonas T,Beardsley,assistant,2811.0
10180066,Sunil,Singh,primary,3678.0
4830478,John K.,Corbin,primary,
9346451,David,Morris,assistant,3659.0
4952742,Asok,Pal,primary,
6476291,Amy J.,Nelson,primary,1638.0
6176052,Christopher T.,Kent,primary,
11250974,Chau N,Nguyen,primary,2847.0
9107915,Niloofar,Rahmani,primary,1625.0
D271053,Bernard,Ansher,primary,
9550208,Anthony J,Green,primary,1731.0
4179988,Clifford D.,Crowder,primary,
7546546,Truc T,Chuong,assistant,2179.0
5738836,Gary E.                       ,Hollinden,primary,
5018044,Richard T.,Elms,assistant,
6601270,Doug,Hutton,assistant,3676.0
7544664,Cecilia,Tsang,primary,1654.0
10816171,Kevin,Quarterman,primary,2879.0
D672534,Karen E,Eldridge Powers,primary,2913.0
5135097,Robert P.,Olszewski,primary,
7647105,Carl H,Layno,primary,3766.0
D410909,M. H.,Tung,primary,
10979427,Michael W,Chao,primary,2492.0
10454328,Dimary S,Lopez Cruz,primary,2848.0
4056032,Robert K.,Schaefer,primary,
6634051,Gary K.,Graham,primary,1744.0
4964908,Nina,Bhat,assistant,
8518345,Charles D,Hammond,assistant,1773.0
5403710,Margaret,Parr,primary,
10688567,Sunil K,Singh,primary,3722.0
5432273,Che S.,Chereskin,primary,
5188524,John J.,Vrablik,primary,
5261202,David P.,Bryant,assistant,
9098753,Tom Y,Lu,primary,2667.0
11163305,Tamara L,Weber,primary,3667.0
6760874,Albert,Decady,primary,2133.0
11399145,Dwight Alex C,Tejano,assistant,2698.0
4648973,Tom,Wyse,primary,
4451822,Daniel,Myer,assistant,
11374541,Khanh V,Nguyen,primary,2843.0
6183730,Shelley A.,Dodson,primary,
8550115,Time,Aigbe,assistant,3753.0
5833294,Dennis H.                     ,Pedder,primary,
4526018,Ronald,Feldbaum,primary,
11388215,Kostas J,Katsikis,primary,2441.0
8772224,Ling,Choi,primary,1763.0
9473984,Hassan,Kizou,primary,2472.0
9666924,Dinh,Le,primary,2842.0
5621854,Allen R.,MacDonald,primary,
4129177,Margaret,LaTulip,assistant,
9043413,Jason,Recek,primary,2458.0
8509518,Hadi,Akhavannik,primary,2666.0
9332443,Temica M,Beamer,primary,2646.0
9292209,Dayton,Lewis-Taylor,assistant,2181.0
5257763,Ramon O.,Ramirez,primary,
D258654,Susan J.,Lucas,primary,
4053989,Richard E.,Aegerter,primary,
6019963,Marina,Lamm,assistant,
9467980,Anh Ngoc,Nguyen,primary,2473.0
7682531,Mathieu D.,Vargot,primary,1791.0
9550055,Timothy L,Maust,primary,3754.0
6446625,Sara,Clarke,primary,3743.0
6762012,John A.,McPherson,primary,1756.0
4261818,Frank A.,"Spear, Jr.",primary,
10037735,Aaron,Midkiff,assistant,2621.0
7427165,Sung,Pak,primary,2874.0
8634928,William,Levicky,assistant,3762.0
6261328,Michael,Marcheschi,primary,
7232528,Patricia A.,George,assistant,1765.0
D319267,Bernard,Ansher,primary,
6764635,Leo B.,Tentoni,primary,1732.0
6514484,Shep K.,Rose,primary,1614.0
11191509,Dani,Fox,primary,2884.0
8237289,Steven,Loke,primary,2818.0
8855212,Tracy,Li,assistant,2487.0
5113273,Tan,Ho,assistant,
10173009,Kami A,Bosworth,primary,3763.0
D794391,Daniel,Bui,primary,2917.0
7831351,Yonel,Beaulieu,primary,3661.0
3982444,Leonard H.,Gerin,primary,
10498224,Fred E,"Finch, III",primary,2838.0
7994635,S. V,Clark,primary,2823.0
5775283,Marguerite                    ,McMahon,primary,
4889206,Charles A.,Marmor,primary,
7502397,Minsun,Harvey,primary,2828.0
9541297,Avinash,Savani,primary,3749.0
10196079,Elizabeth J,Martin,primary,3744.0
9222479,Woody A,"Lee, Jr.",primary,3745.0
6636766,George R.,Evanisko,primary,3762.0
11134952,Lucas E. A.,Palmer,assistant,3731.0
10658607,Jasmine J,Clark,primary,2816.0
7308492,Bunjob,Jaroenchonwanit,primary,2152.0
6360876,Richard,Ridley,assistant,2167.0
5579921,Tuan N.,Nguyen,assistant,
6021349,William E.,Kamm,primary,
7326981,David,Nhu,primary,2818.0
10786292,Eric S,Gibson,primary,3775.0
7051493,Lawrence,Ferguson,assistant,1774.0
8182584,Robert A,Hopkins,primary,1776.0
9784438,Meghan,Ulanday,assistant,2875.0
9262277,Jean M,Corrielus,primary,2162.0
8401988,Jeffrey A,Gaffin,primary,2129.0
6391376,Nina,Bhat,primary,1761.0
7109470,Thanh X.,Luu,primary,2878.0
5488961,Michael A.,Brown,primary,
8200733,David H,Malzahn,primary,2193.0
7674813,Susannah,Chung,assistant,1626.0
7748222,William H,Rodríguez,primary,3741.0
8233395,Anh-Vu H,Ly,primary,2466.0
5871767,Raj,Bawa,primary,
6551155,Jesus D.,Sotelo,primary,3617.0
9894876,David,Parsley,primary,3643.0
6049513,Nabil,Hindi,primary,
11266776,Brandy S,Lee,primary,3783.0
5037486,Saeed,Chaudhry,assistant,
7673226,Sam,Rizk,assistant,2112.0
9775427,Jason W,San,assistant,3677.0
8046042,Eric F,Winakur,primary,3768.0
11415347,Henry T,Crenshaw,primary,3763.0
9401541,Helena,Seraydaryan,assistant,3648.0
7760703,John,Pezzlo,primary,2465.0
9702288,Walter D,Griffin,primary,1774.0
D823532,Brian N.,Vinson,primary,2913.0
7816289,Lynda,Salvatore,primary,1786.0
5371682,Tyrone V.,Walker,assistant,
8408765,Bao Q,Truong,primary,2875.0
5714338,F. Pierre                     ,VanderVegt,assistant,
8901804,Ashok,Patel,primary,2889.0
10905846,Navin,Natnithithadha,primary,3791.0
11324479,Joseph M,Santos Rodriguez,primary,3793.0
5481266,John B.,Sotomayor,primary,
11085474,Daniel J,Wiley,primary,3678.0
11297611,Oussama,Roudani,primary,2413.0
4098631,Willard E.,Hoag,primary,
6008045,Kenneth R.,Horlick,primary,
4741526,Richard A.,Schacher,primary,
5578132,R. Bruce,Breneman,primary,
8968255,William,Frehe,assistant,3763.0
7422081,Paul N.,Dickson,primary,3618.0
5095480,Alpus H.,Hsu,assistant,
5240194,Michael R.,Mansen,assistant,
10831811,Fatima P,Mina,assistant,2159.0
9623212,Devin,Henson,primary,3736.0
7557120,Rita J,Desai,primary,1625.0
4156988,Philip C.,Kannan,primary,
8412963,Brian,Misiura,primary,2111.0
4087053,Howard N.,Goldberg,assistant,
10909086,Tony,Williams,assistant,2454.0
7008502,John T.,Haran,primary,1733.0
5351079,Mark R.,Powell,primary,
7991740,Kuen S,Lu,primary,2156.0
4456292,James B.,Marbert,primary,
6974074,William L.,Miller,primary,3677.0
9535195,Bumsuk,Won,primary,2872.0
3930771,J. Howard,"Flint, Jr.",primary,
5992992,Michael,Nghiem,assistant,
8607670,Danny,Hong,assistant,3727.0
8799195,Li-Wu,Chang,primary,2129.0
7016518,Seyed,Azarian,assistant,2627.0
7405445,Ahmed,Sefer,primary,2826.0
10486973,Melvin C.,Mayes,primary,1732.0
4045912,James R.,Feyrer,assistant,
4657143,William,Price,primary,
6815643,Leonid M,Fastovsky,assistant,3742.0
4091420,Robert L.,Richardson,primary,
8222774,Jared,Fureman,primary,2836.0
8494084,David,Huang,assistant,2631.0
5227727,Michael J.,Tokar,primary,
11043507,Kyoung,Lee,primary,2895.0
11337915,Terry A,McKelvey,primary,1655.0
9057053,Aurora M,Fontainhas,assistant,1649.0
5513376,Thomas C.,Lee,primary,
5474524,Robert A.,Hafer,primary,
6987586,Kimberly,Williams,primary,2626.0
7968552,Yong,Chu,primary,1626.0
6135750,Harold,Pyon,primary,
7137528,Kenneth W.,Nowland,assistant,3653.0
9957463,Vishal,Vasisth,primary,1771.0
4047930,Glennon H.,Hollrah,primary,
6054182,Shrive,Beck,primary,
10112443,Steven D,Maki,primary,1747.0
6933750,Vibol,Tan,primary,2819.0
8114537,Ben,Lewis,assistant,1726.0
6151913,Ronald,Capossela,primary,
8722267,Basia,Ridley,primary,1725.0
4727020,Sidney,Marantz,primary,
4571026,William H.,Punter,primary,
11134727,Michelle J,Lee,primary,3786.0
9072102,Chi H,Pham,primary,2471.0
8605642,Jeremy,Costin,assistant,2413.0
10447294,Emmanuel,Bayard,primary,2633.0
6758366,Lien,Ngo,primary,3727.0
10477548,Anh Ngoc M,Nguyen,primary,2473.0
D753213,Susan Moon,Lee,primary,2918.0
4326179,Marvin L.,Nussbaum,primary,
8955972,Mohammed,Hasan,primary,2872.0
D960368,Justin A,Johnson,assistant,2921.0
8095331,John H,Le,primary,2857.0
10269759,Phat X,Cao,primary,2817.0
8000636,Jessica L,Eley,assistant,2884.0
10977836,Grace Q,Li,primary,2611.0
6902044,Devon,Kramer,assistant,3683.0
10008520,Charles R,Peters,assistant,2895.0
D402029,Susan J.                      ,Lucas,primary,
6854131,Alissa L.,Hoey,assistant,3765.0
6076080,Emanuel Todd,Voeltz,primary,
8953308,Jeremy C,Norris,primary,2848.0
6898062,Stephen W.,Jackson,primary,2836.0
7628754,Jacqueline,Cheng,assistant,3768.0
4790908,K. M.,Hastings,assistant,
D268632,Bruce W.,Dunkins,primary,
6974862,James J.,Seidleck,primary,1711.0
D316111,Martha,Thompson,assistant,
7846639,Anca,Eoff,assistant,1722.0
D568698,Holly H.,Baynham,primary,2915.0
9940961,Holly,Rickman,primary,1785.0
9714686,Vishal,Sahni,primary,3657.0
9214423,Michael,Shingleton,primary,2815.0
10844714,Tara,Schimpf,primary,3672.0
8794804,Alan,Cariaso,primary,2885.0
D315631,A. Hugo,Word,primary,
9675075,Sue,Liu,primary,1616.0
6973052,John,Pezzlo,primary,2662.0
6334916,George,Wyszomierski,primary,1742.0
11006729,Jennifer C,Chiang,primary,3754.0
9295527,Rebecca E,Eisenberg,primary,3763.0
11191771,Sheela J.,Huff,primary,1643.0
6764969,Terrel,Morris,primary,1771.0
6207218,Jennifer,Kolb,assistant,
D530857,Lucy,Lieberman,primary,2913.0
D687564,Anhdao,Doan,primary,2914.0
8242016,Seahvosh,Nikmanesh,primary,2812.0
11414522,Kuo Liang,Peng,primary,1765.0
8011863,Will,"Fridie, Jr.",primary,3724.0
10869858,Craig D,Ricci,primary,1628.0
10252281,Viet,Le,primary,3752.0
7725625,Eron J,Sorrell,primary,2182.0
11113375,Jung W,Kim,primary,2494.0
6875621,Christopher L.,Chin,primary,1641.0
4654486,Gene Z.,Rubinson,primary,
9929811,Agustin,Bello,primary,2637.0
11112773,Christopher E.,Everett,primary,2116.0
9283279,James,Rogers,primary,1618.0
5734232,Haissa                        ,Philogene,assistant,
11229125,Peter Dungba,Vo,primary,3729.0
10317007,Tan,Le,primary,3632.0
D958008,Darlington,Ly,primary,2914.0
9027044,Aklil,Tesfaye,assistant,2423.0
8978939,Kevin P,Shaver,primary,3754.0
3968988,Johnny D.,Cherry,primary,
5926206,Sherrie,Hsia,primary,
6249003,David P.,Porta,primary,
10198888,Santiago,Garcia,primary,2632.0
6850550,James,Menefee,assistant,2828.0
6067369,Amelia,Au,primary,
10180117,Scott J,Walthour,primary,3741.0
6470876,Sara,Clarke,primary,3743.0
5189381,Robert J.,Pascal,primary,
9356241,Ling,Choi,primary,1763.0
RE43684,Mike,Qi,primary,2871.0
8920617,Louis,Rufo,assistant,1759.0
10002588,Peter D,Mcloone,primary,2692.0
6016909,Paul T.,Sewell,primary,
5845953,Gary C.                       ,Hoge,primary,
11194294,Edwin A.,Leon,primary,2844.0
8219087,Munsoon,Choo,assistant,2617.0
8233000,Daniel,Washburn,primary,2628.0
9351076,Assad,Mohammed,assistant,2651.0
5004706,William R.,"Dixon, Jr.",primary,
7667438,Edward,Tso,primary,2858.0
3964713,Roy D.,Frazier,primary,
6323945,Hoa Q.,Pham,primary,
7920459,Paul,Huber,primary,2627.0
8564087,Andres,Munoz,assistant,2894.0
11346469,Walter,Aughenbaugh,primary,1788.0
10569832,Felicia L.,Brittman,assistant,3611.0
5889333,Mahshid,Saadat,primary,
7333432,Hassan,Kizou,primary,2616.0
4631630,L. T.,Hix,primary,
4747717,Edgar S.,Burr,primary,
4788787,Gene P.,Crosby,primary,
7536893,Debra M,Sullivan,assistant,3725.0
11455923,Patrick N,Edouard,primary,2694.0
11309427,Sheikh,Maruf,primary,2828.0
6035418,Scott T.,Baderman,assistant,
5448349,Vincent P.,McGraw,primary,
7682657,Timothy,Meeks,primary,1792.0
9783259,Michael,Stabley,assistant,3611.0
5646087,Glenn A.,Caldarola,primary,
7374530,Mark W,Bockelman,primary,3766.0
10403682,Ahmed N,Sefer,primary,2893.0
4953684,James R.,Bidwell,assistant,
4946248,Robert E.,Wise,assistant,
6243377,Afsar M.,Qureshi,assistant,
8936113,Catherine,Loikith,primary,3674.0
4477566,Esther M.,Kepplinger,primary,
7062502,Charles,Rones,primary,2165.0
7712630,Gene,Crawford,primary,3651.0
10615411,Sin J,Lee,primary,1613.0
6274978,Ken A,Berck,assistant,
6517137,Lori L.,Coletta,assistant,3612.0
5944043,Ramyar,Farid,assistant,
10147902,Valerie N,Newton,assistant,2897.0
D406599,Adir,Aronovich,assistant,
11108345,Bentsu,Ro,primary,2846.0
5737892,Beth                          ,Aubrey,assistant,
7782418,Richard H,Kim,primary,2871.0
8633527,Walter H,Swanson,primary,2823.0
6966046,Magid Y.,Dimyan,assistant,2825.0
8623790,John J,Figueroa,primary,1765.0
7729247,Rafael,Pérez-Gutiérrez,primary,2617.0
4159831,Norman L.,"Stack, Jr.",assistant,
5046889,Ramon S.,Britts,primary,
9397645,William,Hernandez,primary,2842.0
D572942,Abraham,Bahta,assistant,2913.0
6165506,Brian K.,Seidleck,assistant,
7582551,Marvin,Payen,assistant,2894.0
8358677,Nader,Bolourchi,assistant,2611.0
7771609,John,Cooney,primary,1796.0
5661414,Edward P.,Westin,primary,
4556471,Bernard F.,Plantz,assistant,
10327660,Lee S,Cohen,primary,3794.0
7991279,Dennis,Hancock,assistant,2862.0
7700263,Vu,Nguyen,assistant,1796.0
8370159,Michael,Colucci,primary,2626.0
9130662,Dewanda,Samuel,assistant,2464.0
8537100,Regina,Liang,primary,2699.0
11391043,Ryan D,Kwiecinski,primary,3635.0
7863490,Yate?  K,Cutliff,assistant,1621.0
4444310,William T.,"Dixson, Jr.",primary,
4869084,Robert L.,Wolfe,primary,
6172492,Jessica,Han,primary,
D712095,Zenia,Bennett,primary,2913.0
D657731,Katrina A,Betton,assistant,2913.0
D424745,C,Tuttle,assistant,
8898795,Christopher,Revak,primary,2431.0
5255445,Denise L.,Gromada,assistant,
7155116,Sang Y.,Paik,primary,3742.0
9485928,Jason Deveau,Rosen,primary,1662.0
10568609,Pascal M,Bui Pho,primary,3793.0
5146288,F. L.,Evans,primary,
6437613,Timothy P.,Callahan,primary,2816.0
5593529,Michele K.,Yoder,primary,
10127500,Thomas,Skibinski,primary,2842.0
8706602,Muhammad,Shafi,primary,3667.0
8898256,Adnan,Mirza,primary,2443.0
9421593,Mohammad,Yusuf,assistant,3725.0
10261681,Andrew R,Dyer,primary,2176.0
10833952,Jay,Hann,primary,2129.0
8485763,Ryan,Rufo,assistant,3722.0
10781720,Kenneth J,Hansen,primary,3745.0
7869115,Brandi N,Thomas,assistant,2873.0
10757235,Nabil H,Syed,primary,2683.0
5728345,Leo B.                        ,Tentoni,primary,
10089377,Thanh-Ha,Dang,primary,2163.0
10197765,Akm Enayet,Ullah,primary,2874.0
7291944,Burton,Mullins,primary,2834.0
7507796,Meera,Natarajan,assistant,1643.0
8214462,Jungwon,Chang,primary,2454.0
5244717,Terrel,Morris,assistant,
9756909,Jack W,Lavinder,primary,3677.0
10030446,Shiref M,Mekhaeil,assistant,3634.0
5958171,Daniel,Stemmer,primary,
6446990,Toan C,To,assistant,3616.0
10480983,Shirley,Lu,primary,2686.0
7588281,Dennis H,Pedder,primary,3612.0
D305956,Y.,Brunot,assistant,
D452422,Clare E.,Heflin,assistant,
4190009,Ronald,Feldbaum,primary,
5011368,James A.,Larson,assistant,
5928153,Marvin M.,Lateef,primary,
10134298,Jerry-Daryl,Fletcher,primary,3715.0
10174287,Robert M,Kelly,primary,1633.0
4620207,Martin H.,Edlow,primary,
8074796,J. Gregory,Pickett,primary,3788.0
4498849,Richard E.,Gluck,primary,
5574390,Edward P.,Westin,primary,
9634509,Paul,Dinh,primary,2851.0
5347960,Tony M.,Argenbright,primary,
8412393,Thomas,Tarcza,primary,3663.0
5119375,Douglas W.,Olms,primary,
10549047,William R,Carpenter,primary,3783.0
6771700,Khai,Tran,primary,2631.0
9130407,Fritz M,Fleming,primary,3649.0
11454162,J. Todd,Newton,primary,3745.0
6298954,Robert J.,Oberleitner,primary,
7520714,Minh,Trinh,primary,3729.0
7439836,Lincoln,Donovan,primary,2832.0
7965619,Paul,Masur,assistant,2464.0
10309586,Tracie Y,Green,primary,2879.0
4040137,Stuart M.,Goldstein,assistant,
10736614,Yasmeen S,Warsi,assistant,3791.0
9306976,O. C.,Vostal,primary,2453.0
6685685,Michael G,Bogart,assistant,3761.0
4865906,Marion C.,McCamish,primary,
11448471,Jon T.,"Schermerhorn, Jr.",primary,3763.0
7929083,Nathanael R,Briggs,assistant,2871.0
8222213,Elly-Gerald,Stoica,primary,1647.0
D700867,Ralf,Seifert,primary,2914.0
6040993,Vu A.,Le,primary,
6696529,John M.,"Cooney, Jr.",primary,1711.0
10727280,Roshn K,Varghese,primary,2896.0
4062378,William R.,Cline,primary,
8445155,Jonathan,Crepeau,primary,1725.0
D429485,Lavone,Tabor,assistant,
6425894,Kenneth G,Schopfer,assistant,3739.0
9944008,Walter D.,Griffin,primary,1774.0
D254598,Robert C.,Spangler,primary,
6859527,Ahmad F.,Matar,primary,2642.0
6606201,Darryl J.,Collins,assistant,2873.0
11153416,Jonathan A,Bui,primary,2448.0
9138274,Todd,Manahan,primary,3776.0
8052327,Marcus,Charles,primary,3656.0
8597330,David,Comstock,assistant,3733.0
10055383,Tan V.,Mai,primary,2182.0
6339895,Darren W.,Ark,primary,3643.0
D597780,Marianne,Pandozzi,primary,2915.0
