paper_id,FoS_list,research_area
2030953211,"6303427,2994315291,17744445",Political science:0.67_History:0.17_Economics:0.17
2030959735,"78762247,121557403,127413603",Engineering:0.61_Geology:0.17_Chemistry:0.11_Materials science:0.11
2030960965,"50522688,162324750,3018445945,50476749,3116431,160050368",Political science:0.53_Economics:0.47
2030972244,"2779607525,105923489,2781239065,78762247,2988574429,171146098,42360764,28292411,175365462,2983063313,127413603,2775925408",Engineering:0.6_Chemistry:0.21_Materials science:0.1_Geology:0.07_Biology:0.02
2030980845,"33923547,2987812609,24326235,34339180,3019823368,55020928,10161872,2984200269,156996364",Computer science:0.42_Mathematics:0.28_Engineering:0.23_Physics:0.06_Materials science:0.01
2030985864,"56423290,61521584,134362201,542102704,12174686,2778289562,32896092,3020377171,15744967,159110408,2776641880",Medicine:0.43_Psychology:0.3_Economics:0.12_Computer science:0.05_Business:0.03_Engineering:0.03_Sociology:0.02_Mathematics:0.02_Political science:0.01
2030986823,"126838900,2780007028,126322002,2910649404,2779128569,2779384505,518460624,139940330,2993279022,164705383,2993373945,71924100",Medicine:0.65_Biology:0.32_Engineering:0.02_Political science:0.01
2030997431,"127313418,166957645",Geology:0.5_History:0.25_Geography:0.25
2031002635,"29595303,77805123,17744445",Sociology:0.33_Psychology:0.33_Political science:0.33
2031003753,"201779956,2992265337,115667082,33923547,76449508,186661526,2984123789,118615104,122044880",Mathematics:0.85_Computer science:0.15
2031021774,"134018914,2778688959,2777121736,86803240,2778394429,126322002,2778815084,146562846,2779797417,2779753412,2909758730",Medicine:0.54_Biology:0.43_Chemistry:0.03
2031053845,"8058405,107050705,122792734,95869378,20113989,55555194,185515318,127313418,83260615,176055353",Geology:0.57_Biology:0.13_Physics:0.09_Engineering:0.09_Geography:0.05_Political science:0.03_Philosophy:0.02_Art:0.02
2031062092,"105702510,3019446616,141071460,3017474090,71924100",Medicine:0.76_Biology:0.13_Engineering:0.06_Chemistry:0.03_Political science:0.03
2031084111,"2982762004,15739521,68818249,114793014,26315697,127313418,178100555,2778883040,49204034,53570757,151730666,160464908",Geology:0.6_Biology:0.13_Physics:0.13_Chemistry:0.06_Geography:0.04_Engineering:0.02_History:0.02_Psychology:0.01
2031109742,"3019002802,118552586,2777308609,3020132511,70036468,2780623531,71924100,2777780933,2779271867,73181058",Medicine:0.34_Psychology:0.22_Philosophy:0.12_Economics:0.06_History:0.06_Geography:0.06_Political science:0.06_Biology:0.06
2031113654,"126189478,2780229479,2779395441,142724271,2775922563,2781156865,2780820201,2777628954,71924100,555293320",Medicine:0.6_Biology:0.4
2031113704,"142874826,2778106830,122398194,57477423,146593782,8010536,41625074,185592680,2776294167,111357860",Chemistry:0.48_Biology:0.37_Physics:0.12_Materials science:0.02_Medicine:0.01
2031116324,"2778967756,2776537196,2781083041,2779237853,86803240,2780675535,59822182,2777680332,197321923,2776242653",Biology:0.76_Chemistry:0.11_Medicine:0.05_Engineering:0.03_History:0.03_Geography:0.03_Physics:0.01
2031120465,"41008148,108827166,15708023",Computer science:0.67_Philosophy:0.17_Art:0.17
2031125005,"126021549,2775937945,156951646,2778016631,2779263152,86803240,59822182,202751555,184750944",Biology:0.71_Medicine:0.14_Chemistry:0.11_Engineering:0.04
2031129504,"138885662,2778636710,15708023",Philosophy:0.67_Art:0.25_Computer science:0.08
2031132394,"13203339,3079626,200006409,109214941,187834632,121332964,206094082,117137515,159317903,88407732,112234599",Physics:0.8_Computer science:0.11_Mathematics:0.07_Materials science:0.02
2031137161,"192527728,87644729,205345274,2778153809,2777846614,2777477808,185592680,2778892953,43617362,2776872332",Chemistry:0.37_Biology:0.35_Medicine:0.28
2031151752,"59593255,2909776883,12554922,38710091,158456008,86803240,95444343",Biology:0.65_Chemistry:0.14_Psychology:0.1_Medicine:0.07_Physics:0.04
2031157773,"115704247,17525397,68044625,52859227,8010536,544153396,2777961443,185592680",Chemistry:0.54_Materials science:0.29_Physics:0.12_Engineering:0.04
2031178003,"187691185,85106507,113200698,79974875,41008148,29202148,206771483,83283714,68784500,120314980",Computer science:0.72_Political science:0.08_Psychology:0.08_Mathematics:0.03_Geology:0.03_Geography:0.03_Medicine:0.03
2031180663,"2776834261,67715294,526734887,2777234305,2780608745,185933670,162324750",Biology:0.41_Economics:0.14_Environmental science:0.13_Geography:0.07_Sociology:0.07_Political science:0.07_Geology:0.05_Engineering:0.05
2031185693,"2780721119,3019881880,141071460,3018157525,2777097880,2779134260,555293320,3018028166,71924100,3017605801",Medicine:0.65_Biology:0.35
2031189675,"2910193378,2779489039,60987743,540938839,86803240,2779281246,2910934759,89423630,24527192,2778253522",Biology:0.72_Medicine:0.15_Chemistry:0.13
2031190321,"16118543,2779777834,2988888197,162118730,8705443,55527203,81631423,2780262971,162324750,2991789427",Economics:0.5_Political science:0.14_Sociology:0.08_Biology:0.06_Business:0.06_Psychology:0.06_Medicine:0.06_History:0.03_Computer science:0.03
2031211943,"58341921,142985932,127598652,2985454405,175444787,151406439,162324750",Economics:0.48_Mathematics:0.25_Geology:0.08_Engineering:0.07_Business:0.04_Biology:0.04_Computer science:0.04
2031218664,"192562407,513153333,56052488,140676511,20625102,159985019,6556556,2779851234,2777047311,191897082,134514944",Materials science:0.61_Engineering:0.21_Chemistry:0.15_Physics:0.03
2031227032,"120352678,41008148,57273362,193969084,132727834,204397858,11413529",Computer science:0.53_Mathematics:0.27_Engineering:0.2
2031232342,"119134480,15227799,9715774,74650414,147457402,73749972,33923547,134306372,2988134249,102725377,190330329",Physics:0.45_Mathematics:0.23_Psychology:0.13_Materials science:0.06_Biology:0.05_Geology:0.05_Philosophy:0.03_Art:0.01
2031252651,"74373430,62112901,118131993,134018914,86803240,126322002,148738053,2778260815,2986274086,131075544,81885089",Biology:0.55_Medicine:0.33_Chemistry:0.12
2031255355,"15739521,70580553,15785411,127313418,2780964940,87432785,2777591057,166957645,186240526",Geology:0.55_Biology:0.24_Geography:0.1_History:0.09_Chemistry:0.01
2031258132,"154317977,2780130043,86803240,2910396959,47742525,203014093,2776090121,51785407,181152851,8891405",Biology:0.56_Medicine:0.4_Chemistry:0.05
2031269605,"46141821,174084160,54101563,26873012,181500209,121332964,168553754,71987851,83581075,26057338,140551693",Physics:0.86_Chemistry:0.08_Materials science:0.06
2031273691,"170130773,92424840,41008148,2777364431,44154836,2779432360,75630572,23123220,3769349",Computer science:0.43_Psychology:0.19_Economics:0.11_Mathematics:0.09_Engineering:0.06_Physics:0.06_Business:0.04_Medicine:0.03
2031278644,"2776780870,67662055,167672396,47794810,86803240,37386791,203014093,2992881475,129374314,207936829",Biology:0.56_Medicine:0.36_Chemistry:0.07_Physics:0.01
2031285624,"2776301958,2778959117,2780868729,2778269268,81182388,2776265017,141071460,3019080777,71924100,2781413609",Medicine:0.61_Biology:0.39
2031292445,"161691276,2986042422,9390403,41008148,555944384,149635348,520434653",Computer science:0.57_Engineering:0.29_Physics:0.11_Materials science:0.04
2031294065,"2777462167,65992609,41008148,191007597,2522767166,136764020,151719136,2994058340,119693030,187736073",Computer science:0.5_Economics:0.4_Political science:0.07_Business:0.03
2031297131,"2777427615,2781161787,2778733324,2778402161,2776925932,142724271,2779281540,15744967,502032728,2781172350",Medicine:0.46_Biology:0.35_Psychology:0.19
2031298315,"2776816829,2781170229,195794163,2776330855,130316041,55493867,41625074,2779637612,185592680,2778751241",Biology:0.55_Chemistry:0.34_Medicine:0.12
2031299222,"2779732960,2781216036,2776081644,515207424,2780681812,2776779347,55493867,2779920670,185592680,2777598261",Chemistry:0.53_Biology:0.4_Engineering:0.03_Medicine:0.03_Physics:0.01
2031309144,"25908422,142362112,52119013,554144382,558565934",Art:0.52_Psychology:0.15_Philosophy:0.12_History:0.1_Geography:0.07_Medicine:0.05
2031316091,"167672396,83464605,154317977,67662055,203014093,2776090121,86803240,3017943611,10858879,147483822,153911025",Biology:0.63_Medicine:0.31_Chemistry:0.07
2031323543,"2993952354,2777077568,159985019,192562407,120568892,131540310,70401718",Materials science:0.45_Chemistry:0.33_Physics:0.13_Engineering:0.09
2031329523,"172578880,8058405,121332964,173523689,19123756,114749048,199635899,149951536,202213908,52765159",Physics:0.59_Geology:0.2_Biology:0.09_Medicine:0.05_Chemistry:0.03_Geography:0.03_Engineering:0.03
2031338831,"126322002,2778656385,134018914,2776992908,2776166826,30092816,539436888,71924100,544821477,2777164284,2781255401",Medicine:0.59_Biology:0.41
2031369323,"509550671,2993838110,512399662,71924100",Medicine:1.0
2031373815,"57945734,538505008,33923547,14928880,5871375,134306372,93779851,78045399,100087112,51544822",Mathematics:0.84_Computer science:0.12_Physics:0.02_Engineering:0.02
2031374931,"39549134,141261163,2993171300,144024400,119232533,103073914,36289849",Sociology:0.38_Political science:0.27_Economics:0.12_Art:0.1_Philosophy:0.09_Business:0.04
2031379633,"126322002,134018914,2780120053,2779660593,2779013556,71924100,121608353,3020629751,3018527978,2779761222,181680120",Medicine:0.61_Biology:0.39
2031393004,"187155963,2911096375,2986834420,118552586,3017944768,71924100,526869908,149923435,141071460,3018446371,190385971,2910560433",Medicine:0.48_Psychology:0.2_Engineering:0.13_Sociology:0.09_Biology:0.06_Political science:0.03
2031396324,"2984752397,71924100,3018075012,2909952007,2775944032,512399662,159110408,26760741",Medicine:0.65_Psychology:0.13_Biology:0.1_Economics:0.08_Philosophy:0.04
2031399253,"185592680,178790620",Chemistry:1.0
2031403893,"184779094,2780797713,65542558,82706917,149849071,107872376,2991761161,121332964,2982815280,2982966219,537208039",Physics:0.25_Biology:0.23_Chemistry:0.2_Geology:0.09_Engineering:0.09_Environmental science:0.05_Medicine:0.05_Geography:0.04_Computer science:0.02
2031419272,"526734887,107826830,66465714,205649164,26271046",Geography:0.5_Environmental science:0.2_Economics:0.2_Physics:0.1
2031431302,"187155963,70410870,107130276,526869908,2778289562,118552586,3017944768,2776641880,15744967,2780842732,190385971",Medicine:0.48_Psychology:0.29_Engineering:0.14_Biology:0.05_Political science:0.04
2031436391,"86025842,128765274,205188671,2994249441,186399102,8010536,185592680,2988790527",Chemistry:0.68_Physics:0.19_Materials science:0.08_Engineering:0.04
2031467991,"65024703,33406678,166595027,185592680,188027245,2776445513,2779578285,93391505,95121573,178790620,2779498867",Chemistry:0.63_Materials science:0.16_Engineering:0.13_Biology:0.06_Physics:0.01_Art:0.01
2031469715,"2777407522,2777761686,203014093,2778102761,510490043,2776256026,2776097590,156957248,1491633281,71924100",Medicine:0.45_Biology:0.37_Materials science:0.13_Chemistry:0.05
2031476823,"128803854,125112378,521977710,69523127,104416048,130402806,112833530,185592680,147597530,26445502",Physics:0.33_Mathematics:0.23_Chemistry:0.23_Engineering:0.08_Computer science:0.06_Materials science:0.03_Art:0.01_History:0.01_Geography:0.01
2031478364,"2986749035,192562407,181500209,104779481,2993848318,11577676,60056205,159985019,7131667,120665830",Physics:0.33_Materials science:0.32_Chemistry:0.13_Mathematics:0.12_Engineering:0.06_Computer science:0.03_Geography:0.01
2031487565,"143409427,142724271,58693492,2778186239,2779281540,50965678,2781099131,2778980267,71924100,2777035434",Medicine:0.61_Biology:0.32_Psychology:0.06
2031498514,"3079626,121130766,121864883,184779094,145148216,99844830,121332964,4839761,2779557605,196558001,165419338,91571402",Physics:0.51_Psychology:0.12_Mathematics:0.11_Chemistry:0.08_Medicine:0.06_Biology:0.06_Philosophy:0.04
2031503002,"35249275,76969082,2779851234,119824511,192562407,199289684,97355855,179104552,153642686,40003534,45374587,501308230",Chemistry:0.37_Physics:0.16_Materials science:0.14_Mathematics:0.09_Biology:0.06_Computer science:0.06_Medicine:0.04_Geology:0.04_Engineering:0.03_Art:0.01
2031519681,"60083737,2779545769,2776899900,2775899829,144024400,3017853928,56666940,41895202,2987496018,173481278",Philosophy:0.24_Psychology:0.18_Sociology:0.18_Mathematics:0.13_Computer science:0.13_Medicine:0.04_Biology:0.04_Art:0.03_Political science:0.03
2031520341,"37310437,2779547902,77805123,118552586,2777727901,205545832,187288502,2908647359,73181058,3769349,15744967",Psychology:0.5_Medicine:0.31_Biology:0.19
2031539471,"59427239,548081761,520343842,2781110116,115626544,194439259,2777777706,127413603",Engineering:0.56_Chemistry:0.26_Biology:0.09_Geology:0.03_Materials science:0.03_History:0.01_Geography:0.01_Environmental science:0.01
2031550192,"58348228,2549261,144024400,15708023",Sociology:0.38_Philosophy:0.23_Art:0.23_History:0.17
2031561653,"58364064,39984356,46141821,121332964,112833530,32909587",Physics:0.74_Chemistry:0.14_Engineering:0.08_Biology:0.04
2031566735,"126838900,71924100,3019643204",Medicine:1.0
2031567811,"49774154,110354214,136764020,127413603",Computer science:0.5_Engineering:0.5
2031571594,"185592680,87717796,95124753,91558341",Chemistry:0.38_Philosophy:0.25_Engineering:0.15_Environmental science:0.12_Biology:0.04_Physics:0.02_Materials science:0.02_Medicine:0.01
2031576751,"2910505280,181500209,73978554,116039458,2992176605,74902906,91881484,75473681,185592680,520434653",Physics:0.45_Chemistry:0.4_Biology:0.07_Materials science:0.04_Engineering:0.02_Medicine:0.01_History:0.01_Political science:0.01
2031579873,"47323905,2777953023,80461066,84393581,518460624,2777597760,178853913,71924100,1862650,43044207",Medicine:0.59_Biology:0.39_Psychology:0.01
2031587485,"116915560,2779819667,192562407",Engineering:0.56_Materials science:0.33_Chemistry:0.11
2031588604,"142362112,15708023,58640448",Art:0.5_Geography:0.33_Philosophy:0.17
2031597082,"3020767642,126322002,71924100,2777063308,121608353,5140985,2992731951,3018028166,555293320,1862650,195910791",Medicine:0.58_Biology:0.36_Chemistry:0.04_Engineering:0.02
2031599604,"2780297707,178980831,33923547,119857082,2779549770,3020132585,2909602630,2994281830,51432778,154945302,69738355,2779954681",Computer science:0.36_Medicine:0.19_Mathematics:0.14_Biology:0.1_Geography:0.06_Engineering:0.06_Philosophy:0.04_History:0.03_Chemistry:0.02
2031607135,"126838900,2777909004,2777389519,2776694085,2910300784,121608353,71924100,2779066768,2778375690,3018669867",Medicine:0.55_Biology:0.35_Sociology:0.1
2031633761,"82654323,20538924,4294413,202286095,41008148,110029354,134306372,98724732,126578732,81388566",Mathematics:0.73_Computer science:0.18_Physics:0.05_Medicine:0.03
2031640415,"518677369,24552861,207267971,40382383,2781013037,153294291,71923881,555944384,83849155,121332964",Computer science:0.23_Physics:0.22_Biology:0.1_Geography:0.1_Mathematics:0.08_Engineering:0.07_Geology:0.06_Materials science:0.05_Sociology:0.03_Political science:0.03_Business:0.03
2031646603,"90509273,126894567,141071460,61434518,71924100,3020513227,3020497847",Medicine:0.79_Engineering:0.09_Biology:0.07_Computer science:0.03_Mathematics:0.03
2031647914,"2780186916,46762472,2778921608,2777055891,2779723990,71924100,2776420369,42219234,2781005686,2781112554",Medicine:0.5_Biology:0.33_Computer science:0.1_Chemistry:0.07
2031667041,"2775913835,54553102,32938098,46141821,130967087,68563686,121332964,32546565,197162081,2778461158",Physics:0.66_Engineering:0.1_Chemistry:0.07_Materials science:0.07_Biology:0.04_Political science:0.03_Medicine:0.02
2031684332,"45357022,58027059,184932067,57582511,86803240,47559259,97467695,2778184809,59822182,188382862,18903297",Biology:0.97_Computer science:0.03
2031685271,"33923547,146477669,2987661915,26873012,32546565,97355855,186116631,158622935,507968137",Physics:0.63_Mathematics:0.15_Chemistry:0.11_Materials science:0.07_Engineering:0.04
2031685863,"46585869,53104380,2778414698,198352243,104779481,33923547,9259290,154954056,134306372,14198674",Engineering:0.28_Mathematics:0.27_Physics:0.23_Materials science:0.12_Political science:0.03_Computer science:0.03_Medicine:0.03_Biology:0.03
2031696123,"202061045,188816634,2777722626,2780306776,126322002,159641895,164705383,2778213512,71924100,2780036600,2908929049",Medicine:0.65_Biology:0.35
2031698323,"170642482,544956773,42067758,181966813,20788544,192562407,75302062,8010536,504678139,144898412,49040817",Materials science:0.35_Physics:0.34_Chemistry:0.22_Engineering:0.09
2031742554,"138921699,541019422,189326492,17744445,451841,3116431",Political science:0.47_Economics:0.17_Sociology:0.08_Mathematics:0.08_Engineering:0.08_History:0.06_Geography:0.06
2031750983,"2778793157,2780007613,553184892,2778589691,2778630268,2908647359,2776383633,86803240,10205521,153911025",Biology:0.64_Medicine:0.19_Chemistry:0.15_Physics:0.03
2031756913,"3017661964,77805123,169900460,6683253,2989207835,151800584,99508421,112876837,2776650193,3019575574,15744967",Psychology:0.3_Medicine:0.2_Computer science:0.12_Engineering:0.11_Mathematics:0.1_Biology:0.05_History:0.03_Geography:0.03_Political science:0.03_Philosophy:0.03
2031757465,"43481613,158749347,2780928442,98851261,44870925,198291218,50425793,20249676,1276947,96141758,121332964",Physics:0.83_Chemistry:0.17
2031757925,"3018237960,40869318,185592680,178790620,2776714187",Chemistry:0.77_Materials science:0.13_Biology:0.1
2031785983,"8058405,94081185,105569014,33373654,97346530,204530211,6648577,121332964,45058047,172100665",Physics:0.46_Materials science:0.24_Engineering:0.09_Geology:0.05_Chemistry:0.05_Geography:0.05_Psychology:0.04_Biology:0.03
2031791914,"2776058522,105702510,2776362945,2910030863,15744967,2993326352,19071747,2780723820,4144372,163931696,120665830",Biology:0.3_Physics:0.23_Medicine:0.19_Psychology:0.18_Computer science:0.08_Mathematics:0.03
2031806545,"2779852090,67139541,3527866,55580049,86803240,3020368824,21410773,59822182,134550120,81693640,18903297",Biology:0.72_Mathematics:0.09_Physics:0.09_Chemistry:0.05_Materials science:0.03_Medicine:0.02
2031809151,"2780858201,138631740,2182769,155672457,2780657402,185592680,2984704726,2780416096,179104552,523597863",Chemistry:0.45_Biology:0.22_Materials science:0.12_Engineering:0.1_Medicine:0.05_Physics:0.03_History:0.02_Geography:0.02
2031810293,"48939323,84655787,146978453,13393347,3019068222,178760647,121332964,5192115,97257150,112124176",Psychology:0.6_Engineering:0.23_Physics:0.17
2031835405,"144237770,2779777834,2781415417,86432685,78173224,98965940,175444787,2780516451,178283979,181169782,162324750",Economics:0.58_Political science:0.16_Business:0.13_Mathematics:0.05_Sociology:0.05_Biology:0.02_Engineering:0.02
2031841111,"2779751980,2776506252,192562407,133604927,159985019,109693293,2776684213",Materials science:0.38_Engineering:0.24_Biology:0.09_Business:0.07_Computer science:0.07_Medicine:0.06_Chemistry:0.05_Political science:0.05
2031842185,"116628846,115704247,518851703,2985563133,3020406805,199289684,179104552,93391505,185592680,111163200,39927690",Chemistry:0.6_Mathematics:0.1_Materials science:0.07_Biology:0.07_Engineering:0.06_Geology:0.05_History:0.03_Geography:0.03
2031862252,"115704247,175708663,134132462,513153333,161790260,68801617,190352325,2777702071,192562407,26771246",Chemistry:0.47_Materials science:0.33_Engineering:0.13_Physics:0.07
2031893712,"145316831,515602321,2909674642,2778421718,2777517455,2780987620,2780407432,178790620,185592680,75473681",Chemistry:0.74_Engineering:0.12_Biology:0.07_Materials science:0.06
2031895554,"2778985905,2777882243,2779786684,2780886150,501593827,2777458120,142724271,71924100,2909485667,2909884037",Medicine:0.56_Biology:0.4_Chemistry:0.04
2031897353,"150077022,2779946292,19038510,161790260,2781066024,119924469,193363816,185592680,2780161600,178790620,43617362",Chemistry:0.58_Biology:0.24_Medicine:0.09_Materials science:0.04_Engineering:0.03_Physics:0.02
2031900984,"171752962,168754636,149441793,33923547,164098820,136566228,149782125,2639959,63002673,153024298",Mathematics:0.55_Computer science:0.15_Physics:0.12_Economics:0.12_Geography:0.02_Biology:0.02_Environmental science:0.02_Geology:0.02
2031902571,"178980831,124066611,33923547,2779808786,83665646,73555534,75294576,180462255,105611402,154945302,2778915421",Computer science:0.63_Mathematics:0.19_Biology:0.05_Philosophy:0.05_Engineering:0.04_Physics:0.03_Economics:0.02
2031905182,"29314403,58364064,3017702001,24961977,2993277463,69928629,185592680,178790620,108204754,2781333609,179104552",Chemistry:0.66_Physics:0.2_Computer science:0.05_Art:0.05_Biology:0.05
2031911873,"109663097,57879066,121130766,74650414,203311528,44870925,75673492,24872484,141694779,200351514,121332964,165231844",Physics:0.6_Psychology:0.25_Engineering:0.08_Mathematics:0.05_Political science:0.03
2031915483,"134215751,2779872411,162324750,42475967,128268270",Political science:0.4_Economics:0.27_Engineering:0.17_Mathematics:0.1_Medicine:0.07
2031923441,"126322002,2780130043,137627325,134018914,165220095,71924100,203014093,2780648854,2781232474,555293320,2779075594,163764329",Medicine:0.58_Biology:0.42
2031935521,"85659524,29595303,2992790187,95457728,520712124,177897776,74248516,2779840692,124952713",Art:0.38_History:0.32_Sociology:0.12_Physics:0.12_Philosophy:0.05
2031940241,"100207952,15107229,138496976,15744967,132074034,19417346",Psychology:0.67_Sociology:0.15_Mathematics:0.12_Political science:0.03_Medicine:0.03
2031942322,"66938386,2992895082,2988805333,187320778,46585869,2781219549,59972440,88282795,535899295,127413603,2779372316",Engineering:0.61_Materials science:0.15_Physics:0.12_Geology:0.11
2031943752,"126322002,134018914,529278444,2779652256,3019289112,3020456108,137183658,138496976,15744967",Medicine:0.39_Biology:0.37_Psychology:0.24
2031947592,"2778754761,86803240,144464004,46371251,2776330855,2776708817,55493867,153911025,2994533011,146033667,146587185",Biology:0.67_Chemistry:0.2_Medicine:0.14
2031949681,"2778913249,115704247,95986675,43617362,185592680,40875361,2776928777,158711907,2776923573,119128265,2900643",Chemistry:0.83_Biology:0.12_Materials science:0.02_Physics:0.02_Medicine:0.0
2031950424,"91914117,186937647,37728375,97346530,24326235,33923547,59088047,173182743,11026015,172100665",Engineering:0.33_Physics:0.27_Materials science:0.23_Mathematics:0.1_Political science:0.05_Chemistry:0.01_Geography:0.01
2031966694,"68346564,77805123,2778407155,98447023,51271553,3020650785,2779287061,94124525,15744967,2781241145",Political science:0.33_Psychology:0.23_Sociology:0.13_Philosophy:0.1_Computer science:0.1_Biology:0.07_Chemistry:0.03
2031985803,"521977710,69990965,97274863,133386390,192562407,159985019,42067758,212702,94857076,178790620,2778150588",Materials science:0.46_Physics:0.23_Chemistry:0.21_Engineering:0.09_Biology:0.01
2031986751,"106131492,41008148,31972630,2988503425,2989000586,530198007,77390884,175309249,154945302,2992744989,134317101",Computer science:0.56_Engineering:0.3_Physics:0.07_Materials science:0.04_Political science:0.03
2031994185,"15708023,17744445",Political science:0.5_Philosophy:0.25_Art:0.25
2031994953,"134018914,86803240,2992233211,126322002,140793950,2780912031,6557445,197321923",Biology:0.75_Medicine:0.19_Chemistry:0.06
2032029534,"84265765,139719470,83864248,2779513410,2992735868,27502469,75795011,162324750",Economics:0.52_Psychology:0.11_Mathematics:0.07_Computer science:0.07_Business:0.06_Sociology:0.05_History:0.05_Geography:0.05_Medicine:0.04
2032035631,"126894567,71924100,3019804347,2779929075,3017879059",Medicine:0.7_Biology:0.3
2032047432,"178790620,185592680",Chemistry:1.0
2032060045,"2779914095,2779961880,2776533406,2775898464,105702510,83974742,2778638887,63398376,2778650131,42219234,86803240",Biology:0.43_Medicine:0.39_Geology:0.08_Engineering:0.05_Materials science:0.04_Political science:0.02
2032063195,"2910960641,29595303,144024400,15708023",Sociology:0.5_Philosophy:0.23_Art:0.23_History:0.05
2032067281,"2993623627,126322002,86803240,2775935837,555293320,164705383,78981884,500558357,2778248108",Medicine:0.56_Biology:0.44
2032076475,"2781466463,2779328685,3019428876,2777042776,71924100,2992905485,3018075130,512399662,160735492,141330323",Medicine:0.68_Economics:0.13_Psychology:0.08_Political science:0.08_Sociology:0.03
2032078161,"192562407,156887251,68928338,159985019,13965031,44228677,132050475,166940927,26771246,2779384521,159096172",Materials science:0.39_Chemistry:0.32_Engineering:0.18_Medicine:0.06_Physics:0.02_Art:0.02_Biology:0.02
2032088153,"54355233,127716648,61367390,24107716,3018795358,149737253,2777911890,86803240,3019854761,2987395477",Biology:0.66_Medicine:0.23_Chemistry:0.11
2032091751,"192562407,199639397,2780566776,2984155413,159985019,523214423,165005293,15319979,2776901715,2779952096,78519656",Engineering:0.51_Materials science:0.29_Political science:0.12_Physics:0.05_Chemistry:0.02_Biology:0.01
2032092691,"3018861414,24890656,104892082,26733877,198394728,121332964,71907059,61586570,120665830,117896860,3019665327",Physics:0.61_Engineering:0.27_Mathematics:0.1_Computer science:0.03
2032099395,"50644808,119857082,2777904410,41008148,60908668,2781376004,178980831,154945302,2780076653,98444146,150846664,148483581",Computer science:0.74_Physics:0.14_Mathematics:0.12
2032117955,"11171543,15744967",Psychology:1.0
2032121501,"133386390,515602321,198091228,4839761,57863236,171560689,71987851,185592680,111337013,179104552",Chemistry:0.53_Physics:0.24_Materials science:0.2_Engineering:0.03
2032131351,"159654299,159047783,2776548049,2779341262,2777459641,2779825395,203014093,86803240,147483822,2779073587,22070199",Biology:0.56_Medicine:0.44
2032136721,"126838900,2779161974,126322002,2778425758,2780940725,500558357,2778088351,2778198053,71924100,164705383,2780643987,2780074459",Medicine:0.67_Biology:0.33
2032161823,"192468462,78854221,96537103,192562407,521977710,115704247,19067145,120665830,18293161,3019429785,125743686",Physics:0.34_Chemistry:0.31_Materials science:0.29_Engineering:0.04_Mathematics:0.01
2032164772,"2988867146,71924100,126322002,1862650,555293320",Medicine:0.8_Biology:0.2
2032169985,"195019429,180205008,162996421,44870925,121332964,1276947,98444146,157909335,112234599,146024833,61203554",Physics:0.86_Computer science:0.09_Materials science:0.05
2032177373,"3019755574,105702510,2992994837,38976095,5594486,15744967,2994254730,2910727601",Medicine:0.25_Physics:0.19_Engineering:0.18_Biology:0.12_Psychology:0.12_Mathematics:0.06_Political science:0.04_Computer science:0.03
2032199643,"2910971176,3019305806,3018028166,2776289891,176657323,138496976,15744967",Psychology:0.48_Medicine:0.31_Biology:0.21
2032215472,"168834538,544956773,134652429,163258240,192562407,90842384,139159486,57401468,120665830,520434653",Physics:0.32_Materials science:0.22_Engineering:0.21_Chemistry:0.13_Mathematics:0.1_Computer science:0.03
2032218892,"2909640154,54173615,98055416,203014093,2777557582,3019054536,2775960820,2778324911,142724271,71924100,2780597408",Medicine:0.61_Biology:0.37_Chemistry:0.02
2032230183,"2780719635,187767449,86803240,31903555",Biology:0.53_Chemistry:0.23_Engineering:0.17_Political science:0.08
2032231564,"512399662,3020518278,1862650,71924100",Medicine:1.0
2032236335,"75088862,2780387249,180048950,2989005,2994042627,509974204,121332964,19527891,2983254791",Medicine:0.42_Biology:0.22_Physics:0.2_Engineering:0.13_Computer science:0.03
2032252701,"192562407,87976508,519885992,159985019,112950240,136478896,2781448156,501529594,92546971,138411078",Materials science:0.61_Chemistry:0.17_Engineering:0.1_Physics:0.07_Geography:0.03_Geology:0.03
2032274025,"70410870,124315065,2779302386,40010229,131140426,118552586,187288502,2780202899,3769349,2993290233,15744967",Psychology:0.55_Medicine:0.3_Engineering:0.07_Biology:0.05_Political science:0.03
2032279014,"46141821,71924100,3018272631",Medicine:0.5_Physics:0.33_Biology:0.17
2032279851,"126255220,23795335,15227799,187320778,135628077,2780916432,57879066,196558001,200398353,102725377,127413603,2779570065",Engineering:0.29_Psychology:0.25_Physics:0.24_Mathematics:0.08_Materials science:0.07_Geology:0.04_Political science:0.03
2032294665,"181199279,134018914,2778163477,126322002,2779234561,2776151105,2776659692,86803240,518429986,2909577728,555293320",Biology:0.5_Medicine:0.45_Chemistry:0.05
2032298452,"143409427,143753070,2779889316,126838900,2908766973,71924100,2778227246,142724271,2991918926,41727105,3018317741",Medicine:0.7_Biology:0.3
2032302804,"184133267,112825004,2779032678,150394285,115958267,2778562268,2778074193,179104552,185592680,537181965",Chemistry:0.77_Biology:0.12_Engineering:0.08_Materials science:0.02_Physics:0.01
2032309045,"112887158,184779094,512968161,121332964,65956243,152365726,32909587,108204754,147724859,93282013",Chemistry:0.47_Physics:0.42_Biology:0.07_Engineering:0.03
2032309141,"40308292,46141821,125938697,54553102,26873012,82217956,121332964,112833530,181819025,207999682,63648874",Physics:0.82_Chemistry:0.08_Engineering:0.05_Mathematics:0.03_Materials science:0.02
